报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2016-03-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),77044,85752,107546,107737,56683,68501,125286,62304,76968,67492,43294,23013,20226,7760,3734,
结算备付金(万元),,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,
交易性金融资产(万元),111000,125743,168500,,,,,,730,745,208,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,
应收票据(万元),2921,3082,2545,1598,1889,2031,1546,1736,2100,2107,2081,2458,2180,1927,200,
应收账款(万元),120058,93184,70260,72470,53098,53578,50983,81960,84355,55327,44416,18897,22085,17039,7317,
预付款项(万元),3860,3915,2388,1356,2220,2303,1545,983,1181,1037,877,370,518,382,143,
应收保费(万元),,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,
应收利息(万元),868,1759,847,123,,172,308,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,
其他应收款(万元),,8293,,5699,4559,2262,4779,5500,1703,3704,3905,415,782,790,494,
应收出口退税(万元),,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,
存货(万元),56365,52183,38356,33333,30655,30046,32923,31216,31564,26531,23318,11151,10949,7982,4827,
待摊费用(万元),,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,
其他流动资产(万元),1695,1637,2182,166757,236048,191216,151364,37245,2831,435,415,422,865,,2987,
流动资产合计(万元),378867,375547,395439,389074,385152,350110,368734,220943,201431,157379,118513,56727,57605,35880,19702,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,3848,958,317,,,,,,600,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,
长期股权投资(万元),3793,628,660,683,654,684,1004,667,660,677,632,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,
固定资产原值(万元),,44122,,36166,,27843,,23736,21644,20428,18471,,14250,10899,,
累计折旧(万元),,14984,,11555,,9009,,7365,6736,6201,5081,,3471,2625,,
固定资产净值(万元),,29138,,24611,,18834,,16371,14908,14227,13390,,10779,8274,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,
固定资产(万元),,29138,,24611,19664,18834,17180,16371,14908,14227,13390,11055,10779,8274,8201,
在建工程(万元),,33566,,24365,15981,13262,11539,8474,2972,1296,103,,,2,,
工程物资(万元),,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,
无形资产(万元),6589,4448,4488,4519,4030,4072,4264,4149,4101,4147,4150,35,43,2,,
开发支出(万元),,,,,,,,,,,,,,,,
商誉(万元),21236,19748,19748,19748,318,142,142,142,142,142,142,142,142,142,,
长期待摊费用(万元),2509,2448,2772,1582,837,865,958,769,539,549,607,160,30,24,,
股权分置流通权(万元),,,,,,,,,,,,,,,,
递延所得税资产(万元),2839,1525,1860,1536,1271,1184,1085,1449,1017,1111,886,382,298,218,65,
其他非流动资产(万元),3882,1483,812,2775,2556,2022,4162,4110,5035,1146,125,232,381,,,
非流动资产合计(万元),122263,96921,90135,83666,46269,41381,40333,36132,29373,23295,20035,12605,11673,8662,8266,
资产总计(万元),501130,472468,485574,472739,431421,391491,409068,257075,230804,180675,138548,69332,69278,44542,27967,
短期借款(万元),300,,,,,,,,5000,5000,5000,1064,3577,1185,5588,
向中央银行借款(万元),,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,
交易性金融负债(万元),7684,7615,7322,7425,117,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,
应付票据(万元),12,16,,23,,9,8,15,11,6,12,6,13,21,1,
应付账款(万元),66992,66343,,56333,,41761,45257,62352,59579,41073,28038,14918,14288,14865,6939,
预收账款(万元),2188,1483,1280,1437,3226,2926,3295,2803,3103,4326,3846,1323,1413,116,439,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,
应付职工薪酬(万元),6056,6816,5966,8213,5034,4649,3517,8755,5432,4190,4487,1164,1964,1357,799,
应交税费(万元),9019,6065,6933,4759,5040,4348,5378,8502,6527,5766,6158,2674,1898,1220,233,
应付利息(万元),,,,,,,,,5,5,6,7,14,10,23,
应付股利(万元),,,,,,,,,,,,3875,,876,,
其他应交款(万元),,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,,
其他应付款(万元),,9478,,10292,11361,1012,1346,1044,1162,1221,1127,931,1041,775,30,
预提费用(万元),,,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),27,27,26,28,,,,,,,,,,,,
其他流动负债(万元),,,,,0,,,,,,,,,,,
流动负债合计(万元),104936,97843,84031,88510,69623,54705,58801,83472,80819,61586,48674,25962,24207,20425,14052,
长期借款(万元),270,272,268,281,,,,,,,,,,,,
应付债券(万元),,,,,,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,,,,,
长期递延收益(万元),3179,3182,3185,3188,3188,129,138,147,156,169,190,244,257,286,,
递延所得税负债(万元),,,,,,,,,,,,,,,,
其他非流动负债(万元),6246,6041,6648,5911,6260,5406,5098,5172,5611,5296,4697,2534,2213,669,385,
非流动负债合计(万元),9695,9496,10101,9380,9449,5535,5236,5319,5768,5465,4887,2778,2470,955,385,
负债合计(万元),114631,107338,94132,97890,79072,60240,64037,88791,86586,67052,53561,28741,26677,21380,14437,
实收资本(或股本)(万元),45815,45786,45853,45853,45853,45516,45516,38016,38016,38016,23760,23760,7920,7920,3600,
资本公积(万元),170963,169971,171591,171052,170800,161693,161693,9388,9388,9388,9388,5004,6158,601,600,
减:库存股(万元),18101,13761,9236,9236,9236,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,,,
盈余公积(万元),26440,26440,26440,26440,18047,18047,18047,18047,8426,8426,8426,4361,4245,2665,1530,
一般风险准备(万元),,,,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,,
未分配利润(万元),157272,134024,153467,138064,125653,104819,118557,101502,87310,56756,42437,7441,24246,11961,7779,
拟分配现金股利(万元),,,,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),382668,362187,388256,372114,351146,329992,343673,166832,142998,112486,83914,40567,42577,23142,13504,
少数股东权益(万元),3831,2943,3186,2735,1203,1259,1358,1453,1220,1137,1073,24,25,20,26,
所有者权益(或股东权益)合计(万元),386499,365130,391442,374849,352349,331251,345031,168285,144218,113623,84987,40591,42601,23162,13531,
负债和所有者权益(或股东权益)总计(万元),501130,472468,485574,472739,431421,391491,409068,257075,230804,180675,138548,69332,69278,44542,27967,		
