报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),2829,7160,5845,1903,4067,4645,2960,5612,1995,4828,4444,3062,15564,3629,3366,3505,3767,4141,4683,3523,2325,
结算备付金(万元),,,,,,,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,,,,,,,
应收票据(万元),,,,,,,,,,,,,,,,,,,,,,
应收账款(万元),9721,9744,9471,8998,9038,10828,11445,10279,9849,11773,12287,11371,7919,8075,6428,4887,6079,9352,6678,4046,4667,
预付款项(万元),3197,1525,1387,3881,1495,868,1051,768,869,1056,784,509,929,1658,1478,1489,1720,1312,1191,1271,755,
应收保费(万元),,,,,,,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,,,,,,,
其他应收款(万元),,421,,433,490,112,85,552,257,180,318,242,587,540,502,629,802,1272,444,32,231,
应收出口退税(万元),,,,,,,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,,,,,,
存货(万元),12382,12423,13132,13191,12376,10696,9948,9996,9781,9175,9137,8977,8648,8580,8422,8700,7650,7142,7590,6845,5951,
待摊费用(万元),,,,,,,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,,,,,,,
其他流动资产(万元),114,121,156,259,203,209,220,343,247,254,349,402,221,367,3233,70,437,178,137,131,134,
流动资产合计(万元),28668,31394,30363,28665,27669,27358,25709,27549,22997,27266,27320,24564,33867,22848,23430,19278,20456,23397,20722,15850,14062,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,,,,,,,
投资性房地产(万元),5424,5485,5455,5278,,,,,,,,,,,,,,,,,,
固定资产原值(万元),,33984,,34143,,14323,,13836,,13629,,13691,,,13607,13582,13559,12928,9188,7403,6815,
累计折旧(万元),,8761,,7986,,6454,,5959,,5775,,5469,,,4716,4458,3482,2989,2575,1919,1324,
固定资产净值(万元),,25222,,26157,,7869,,7878,,7854,,8223,,,8890,9123,10076,9940,6613,5484,5491,
固定资产减值准备(万元),,,,,,,,,,,,,,,,,,,,,,
固定资产(万元),,25222,,26157,7731,7869,7977,7878,7618,7854,8017,8223,8411,8638,8890,9123,10076,9940,6613,5484,5491,
在建工程(万元),,5369,,2619,21857,21695,21450,21162,11771,10507,8490,6426,4700,4611,4596,4582,4458,4724,4652,3175,419,
工程物资(万元),,,,,,,,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,,,,,,,
无形资产(万元),16495,15609,18046,18213,11394,5252,5211,5421,3249,3281,3314,3347,3374,3405,3433,3466,3648,3715,3776,2636,2540,
开发支出(万元),,,,,,,,,,,,,,,,,,,,,,
商誉(万元),4378,4378,4378,4378,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,
长期待摊费用(万元),7798,8246,12232,12786,9541,9985,10420,10701,11095,11401,11808,12153,12576,12214,12612,13010,11575,7,8,,,
股权分置流通权(万元),,,,,,,,,,,,,,,,,,,,,,
递延所得税资产(万元),85,76,103,126,108,116,112,115,93,240,389,459,401,466,479,521,572,57,45,28,27,
其他非流动资产(万元),10400,10440,12999,6999,16907,16823,16780,12334,21728,14937,12625,12573,10984,8565,6518,3124,1104,3394,2865,1323,33,
非流动资产合计(万元),75648,74824,81460,76556,67654,61856,62066,57727,55670,48336,44758,43298,40562,38015,36644,33944,31550,21952,18075,12762,8626,
资产总计(万元),104316,106219,111823,105221,95323,89215,87775,85276,78668,75603,72079,67862,74429,60864,60074,53222,52006,45349,38797,28611,22688,
短期借款(万元),11168,17400,15581,18759,27632,24987,22173,20467,20271,18052,14184,10774,11575,17566,16607,9825,14361,10984,13920,9353,7764,
向中央银行借款(万元),,,,,,,,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,,,,,,,
应付票据(万元),,,,,,,,,,,,,,,,,,,,,,
应付账款(万元),8018,8122,,10066,,4983,4685,5209,5380,5674,6085,6322,5923,5426,6330,6524,5323,3798,4085,3139,2718,
预收账款(万元),3513,3368,3580,860,592,387,561,617,359,337,407,212,280,416,391,355,188,60,45,3,39,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,,,,,,,
应付职工薪酬(万元),973,1008,925,1549,859,805,681,864,855,765,704,780,715,673,571,733,795,613,777,587,637,
应交税费(万元),827,1288,729,667,322,320,412,376,199,213,164,252,66,169,503,943,464,331,432,196,140,
应付利息(万元),153,167,49,179,,107,70,68,,,,,,,,63,13,,,,,
应付股利(万元),,514,,,,,,,,,,,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,,,,,,,,
其他应付款(万元),,6591,,12572,5006,4020,5959,5195,185,207,225,116,109,111,107,89,96,32,24,173,207,
预提费用(万元),,,,,,,,,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,,,,,,,,,,,,,
其他流动负债(万元),,,,,,,,,,,,,,,,,,,,,,
流动负债合计(万元),35766,38458,39312,44652,39604,35607,34541,32797,27248,25249,21768,18455,18668,24362,24509,18532,21240,15818,19284,13452,11503,
长期借款(万元),11850,12000,16750,5000,1500,,,,,,,,7800,7800,7800,7800,8000,8000,,,,
应付债券(万元),,,,,,,,,,,,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,,,,,,,,,,,
长期递延收益(万元),15,15,15,15,,,,,45,30,30,30,100,100,80,80,226,,191,,,
递延所得税负债(万元),238,245,866,866,,,,,,,,,,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,,,,,,,,226,,101,93,
非流动负债合计(万元),12103,12260,17631,5881,1500,0,0,0,45,30,30,30,7900,7900,7880,7880,8226,8226,191,101,93,
负债合计(万元),47869,50719,56943,50533,41104,35607,34541,32797,27293,25279,21798,18485,26568,32262,32389,26412,29466,24044,19475,13553,11596,
实收资本(或股本)(万元),17066,17066,17146,17146,17146,17146,17146,17146,16981,16981,8491,8491,8491,6366,6366,6366,6366,6366,6366,6366,6366,
资本公积(万元),10265,10226,11140,11101,11292,11125,10752,10752,8743,8743,17234,17234,17009,422,422,422,422,422,422,422,422,
减:库存股(万元),689,689,1707,1707,2089,2089,2089,2089,,,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,,,,,,,,,
盈余公积(万元),2993,2993,2993,2993,2821,2821,2821,2821,2673,2673,2548,2491,2350,2311,2244,2156,1764,1493,1295,882,512,
一般风险准备(万元),,,,,,,,,,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,,,,,,,,
未分配利润(万元),26766,25898,25235,25059,25013,24561,24604,23812,22937,21864,21926,21072,19959,19458,18631,17840,14007,13040,11261,7394,3796,
拟分配现金股利(万元),,,,,,,,,,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,,,,,-15,,-5,-5,
归属于母公司股东权益合计(万元),56448,55500,54880,54688,54219,53607,53234,52479,51374,50323,50280,49377,47861,28602,27686,26810,22540,21305,19323,15059,11092,
少数股东权益(万元),,,,,,,,,,,,,,,,,,,,,,
所有者权益(或股东权益)合计(万元),56448,55500,54880,54688,54219,53607,53234,52479,51374,50323,50280,49377,47861,28602,27686,26810,22540,21305,19323,15059,11092,
负债和所有者权益(或股东权益)总计(万元),104316,106219,111823,105221,95323,89215,87775,85276,78668,75603,72079,67862,74429,60864,60074,53222,52006,45349,38797,28611,22688,		
