报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),42788,43799,40478,37096,24987,42167,58786,43583,63129,57808,59658,41093,66089,47479,54263,17567,8571,16448,29122,21887,6990,
结算备付金(万元),,,,,,,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,,,,,,,
应收票据(万元),22415,29233,44052,61236,43820,38389,36117,33289,39760,41133,45995,39470,41458,32141,31895,30044,27661,21714,18519,4688,,
应收账款(万元),213629,196887,164659,161719,147590,140621,141514,157492,169236,138981,122069,122888,112669,113419,104844,103776,102351,81707,59588,41686,24956,
预付款项(万元),3976,6462,5667,3412,9439,11120,9424,4196,9844,10787,5057,4984,6321,3275,5328,2662,3253,2403,2402,897,1704,
应收保费(万元),,,,,,,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,,,,,,,,,
应收股利(万元),2859,,,,,,,,,,,,,,,,,,,,,
其他应收款(万元),,12274,,11645,32129,32866,32918,14663,16988,15440,9682,9934,13422,8315,5744,4317,4707,3313,2152,671,1964,
应收出口退税(万元),,,,,,,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,,,,,,
存货(万元),13594,13077,12023,11437,10160,11971,10772,8930,8944,7723,8271,7093,6809,5698,6735,6669,6413,6088,5445,4819,3057,
待摊费用(万元),,,,,,,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,,,,,,,
其他流动资产(万元),,,,,,3500,3500,5500,8500,,,4000,9000,,,673,648,573,518,169,456,
流动资产合计(万元),310043,301732,274052,286546,268125,280633,293031,267652,316401,271872,250731,229463,255769,210327,208809,165708,153603,132245,117745,74818,39128,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,44770,29770,29770,29770,29770,29770,29770,29770,1770,1405,1405,1280,1280,780,780,280,280,,
持有至到期投资(万元),,,,,,,,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,,,,,,,
长期股权投资(万元),23918,23693,23639,23548,23406,23139,23031,22930,22579,22373,22235,22130,690,690,0,0,0,,,,280,
其他长期投资(万元),,,,,,,,,,,,,,,,,,,,,,
投资性房地产(万元),1701,1729,1756,1784,1812,1839,1866,1893,2030,2057,2084,2111,25041,25268,,,,,,,,
固定资产原值(万元),,7547,,7546,,7533,,7507,,6598,,6700,,6668,,6412,6304,6268,,,,
累计折旧(万元),,3155,,2924,,2679,,2450,,2247,,2073,,1839,,1648,1557,1277,,,,
固定资产净值(万元),,4393,,4621,,4853,,5057,,4351,,4627,,4828,,4763,4747,4991,,,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,,,,,,,
固定资产(万元),,4393,,4621,4728,4853,4968,5057,4917,4351,4530,4627,4734,4828,4670,4763,4747,4991,4452,4636,4921,
在建工程(万元),,10001,,10001,8574,7594,6411,5797,5695,4852,4482,3525,1233,217,181,181,76,,,,,
工程物资(万元),,,,,,,,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,,,,,,,
