报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),24483,28234,28040,28012,30673,32614,43210,41903,8219,6707,5434,4275,74,302,
结算备付金(万元),,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,599,159,
衍生金融资产(万元),,,,,,,,,,,,,,,
应收票据(万元),6818,5108,8503,9527,8279,6651,4973,5598,1203,1995,1340,1923,380,258,
应收账款(万元),25144,28092,28553,29509,30119,29821,28748,29043,28337,20084,17780,12595,4035,3127,
预付款项(万元),105,145,481,187,686,596,669,70,606,17,23,34,10,43,
应收保费(万元),,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,
应收利息(万元),121,146,166,147,,184,102,136,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,
其他应收款(万元),,541,,428,1043,750,292,221,169,118,100,137,36,235,
应收出口退税(万元),,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,
存货(万元),12145,11064,10762,10187,9631,9282,8969,7963,7261,4116,6120,7588,2621,2166,
待摊费用(万元),,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,
其他流动资产(万元),5293,4699,1553,4176,1013,1416,1619,669,343,744,1711,374,1975,,
流动资产合计(万元),74606,78028,78611,82173,81445,81313,88582,85602,46137,33781,32509,26925,9729,6291,
发放贷款及垫款(万元),,,,,,,,,,,,,,,
可供出售金融资产(万元),,,50,50,150,150,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,
投资性房地产(万元),889,892,896,900,,,,,,,,,,,
固定资产原值(万元),,7720,,7732,,6773,,1485,,1202,1185,912,640,,
累计折旧(万元),,1872,,1762,,1565,,682,,609,536,436,434,,
固定资产净值(万元),,5848,,5970,,5208,,804,,593,649,476,206,,
固定资产减值准备(万元),,,,,,,,,,,,,,,
固定资产(万元),,5848,,5970,5294,5208,827,804,562,593,649,476,206,259,
在建工程(万元),,3344,,1854,285,136,,,,,,,,,
工程物资(万元),,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,
无形资产(万元),2619,2669,2720,2770,2508,115,1,1,1,2,2,2,7,16,
开发支出(万元),,,,,,,,,,,,,,,
商誉(万元),1777,1777,1777,1777,4057,4057,,,,,,,,,
长期待摊费用(万元),1158,1191,1224,1257,1292,1327,1362,1401,1423,1444,1429,1540,1664,1771,
股权分置流通权(万元),,,,,,,,,,,,,,,
递延所得税资产(万元),1599,1524,1457,1360,1008,966,359,378,282,300,254,123,45,40,
其他非流动资产(万元),3144,3172,2855,358,3,2408,2408,2698,30,30,,,,,
非流动资产合计(万元),22471,20469,19180,16296,14596,14366,4956,5282,2298,2369,2335,2141,1922,2086,
