报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),31092,34625,34394,39019,39489,32567,32802,36154,45781,63824,33981,9687,7823,4928,3460,
结算备付金(万元),,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,
应收票据(万元),5042,6763,7498,10560,7616,2269,4976,10071,7641,1783,6233,4289,1621,816,1144,
应收账款(万元),58889,53944,40187,37495,38810,35704,24136,26790,29596,24426,28027,22828,22221,14954,11011,
预付款项(万元),1126,859,1340,1155,1330,2417,1695,829,1593,752,637,248,214,118,21,
应收保费(万元),,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,
其他应收款(万元),,1469,,712,855,670,632,636,497,5105,4102,1123,138,130,71,
应收出口退税(万元),,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,
存货(万元),51656,50168,45566,41479,38363,30753,29194,28843,25360,23754,17211,13264,13649,11403,10421,
待摊费用(万元),,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,
其他流动资产(万元),8816,9503,9820,9917,10058,13552,14167,13930,13533,8687,2340,3447,,26,165,
流动资产合计(万元),157729,157331,139559,140338,136522,117932,107601,117252,124002,128329,92532,54885,45666,32375,26293,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,,1989,,,
其他长期投资(万元),,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,
固定资产原值(万元),,53360,,51932,,46937,,46231,,41769,40506,11106,,,,
累计折旧(万元),,13841,,11975,,10335,,8713,,7213,5797,4397,,,,
固定资产净值(万元),,39519,,39957,,36601,,37518,,34557,34708,6709,,,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,
固定资产(万元),,39519,,39957,36892,36601,36666,37518,34009,34557,34708,6709,7479,6999,7627,
在建工程(万元),,10169,,9416,6803,5952,4640,3672,6038,5659,5408,6519,,801,8,
工程物资(万元),,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,
无形资产(万元),6606,6667,6726,6775,6638,6619,6656,6702,6736,6781,6880,7059,1889,1961,2030,
开发支出(万元),,,,,,,,,,,,,,,,
商誉(万元),812,812,812,812,812,812,812,812,812,812,812,812,,,,
长期待摊费用(万元),552,734,517,523,322,361,379,380,308,359,462,711,1111,1141,1228,
股权分置流通权(万元),,,,,,,,,,,,,,,,
递延所得税资产(万元),853,861,809,809,786,786,768,768,778,769,813,1757,497,439,438,
其他非流动资产(万元),10680,12406,11516,1879,4650,2335,1287,1640,1646,915,435,8038,,,,
非流动资产合计(万元),79586,71167,66557,60169,56903,53466,51208,51493,50327,49852,49518,31606,12966,11342,11332,
资产总计(万元),237315,228498,206116,200507,193425,171398,158809,168745,174329,178182,142050,86491,58632,43717,37624,
短期借款(万元),80513,86920,75807,69098,62644,37337,34056,39196,26586,36453,29476,18375,13640,10557,11953,
向中央银行借款(万元),,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,,
