报告日期,2019-09-30,2019-06-30,2018-12-31,2017-12-31,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),30759,29671,34996,25055,27251,19894,18212,15370,21626,
结算备付金(万元),,,,,,,,,,
拆出资金(万元),,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,
应收票据(万元),2882,1688,,,,1331,2497,1890,1938,
应收账款(万元),26074,29989,,,,19694,17761,18094,19237,
预付款项(万元),1163,1014,1074,2137,1342,1134,483,921,1084,
应收保费(万元),,,,,,,,,,
应收分保账款(万元),,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,
应收利息(万元),,,,,,,,,,
应收股利(万元),,,,,,,,,,
其他应收款(万元),,,,,,230,221,240,767,
应收出口退税(万元),,,,,,,,,,
应收补贴款(万元),,,,,,,,,,
应收保证金(万元),,,,,,,,,,
内部应收款(万元),,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,
存货(万元),26176,25630,25611,19973,12391,12177,11701,15589,13535,
待摊费用(万元),,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,
其他流动资产(万元),2386,2461,2615,3225,1163,951,1176,1171,764,
流动资产合计(万元),90416,91346,92510,79570,63107,55410,52053,53275,58952,
发放贷款及垫款(万元),,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,
长期应收款(万元),,,,,,,,,,
长期股权投资(万元),,,,,,,,,,
其他长期投资(万元),,,,,,,,,,
投资性房地产(万元),1969,2000,2060,2181,,,,,,
固定资产原值(万元),23877,23745,,,,,,,,
累计折旧(万元),9621,9301,,,,,,,,
固定资产净值(万元),14256,14444,,,,,,,,
固定资产减值准备(万元),,,,,,,,,,
固定资产(万元),14256,14444,,,,13948,10700,11363,5165,
在建工程(万元),,,,,,2660,5986,2820,4306,
工程物资(万元),,,,,,,,,,
固定资产清理(万元),,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,
油气资产(万元),,,,,,,,,,
无形资产(万元),17254,17249,17365,13420,13784,14058,14260,14356,14675,
开发支出(万元),,,,,,,,,,
商誉(万元),,,,,,,,,,
长期待摊费用(万元),0,,,,,,1,47,116,
股权分置流通权(万元),,,,,,,,,,
递延所得税资产(万元),1291,1465,1698,1268,1206,1000,903,808,457,
其他非流动资产(万元),127,241,225,4760,4246,4712,4963,5929,4732,
非流动资产合计(万元),34932,35399,35722,35217,35561,36378,36814,35323,29450,
资产总计(万元),125348,126744,128231,114788,98669,91788,88866,88598,88403,
短期借款(万元),15600,17020,15300,15205,17100,23000,23950,24700,26250,
向中央银行借款(万元),,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,
拆入资金(万元),,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,
应付票据(万元),6673,5994,,,,3380,2031,1422,3966,
应付账款(万元),16715,21707,,,,11947,11488,13112,10122,
预收账款(万元),1532,1193,1118,1596,847,548,1757,2752,1437,
卖出回购金融资产款(万元),,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,
应付职工薪酬(万元),1610,1419,1996,1727,1022,461,228,517,398,
应交税费(万元),994,826,1729,620,1022,874,1207,798,843,
应付利息(万元),,,,,,,,,,
应付股利(万元),,,,,,,,,,
其他应交款(万元),,,,,,,,,,
应付保证金(万元),,,,,,,,,,
内部应付款(万元),,,,,,,,,,
其他应付款(万元),,,,,,220,215,30,14,
预提费用(万元),,,,,,,,,,
预计流动负债(万元),,,,,,,,,,
应付分保账款(万元),,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,
国际票证结算(万元),,,,,,,,,,
国内票证结算(万元),,,,,,,,,,
递延收益(万元),,,,,,,,,,
应付短期债券(万元),,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,3029,1219,
其他流动负债(万元),,,,,,,,,,
流动负债合计(万元),43173,48265,49997,48690,39419,40429,40875,46359,44250,
长期借款(万元),,,,,,,,,3018,
应付债券(万元),,,,,,,,,,
长期应付款(万元),,,,,,,,,,
专项应付款(万元),,,,,,,1,1,,
预计非流动负债(万元),100,64,,,,,,,,
长期递延收益(万元),17021,17186,17515,15152,15819,9436,9696,10214,10096,
递延所得税负债(万元),,,,,,59,60,63,65,
其他非流动负债(万元),,,,2121,2121,2121,1321,,,
非流动负债合计(万元),17121,17250,17515,17273,17940,11616,11078,10278,13179,
负债合计(万元),60294,65515,67512,65963,57360,52045,51953,56637,57429,
实收资本(或股本)(万元),11000,11000,11000,11000,11000,11000,11000,11000,11000,
资本公积(万元),11370,11370,11370,11370,11370,11821,11821,11821,11821,
减:库存股(万元),,,,,,,,,,
专项储备(万元),,,,,,,,,,
盈余公积(万元),1309,1309,1309,980,723,643,501,300,148,
一般风险准备(万元),,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,
未分配利润(万元),41091,37426,36930,25525,18189,16267,13588,8832,7996,
拟分配现金股利(万元),,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,
归属于母公司股东权益合计(万元),65054,61229,60720,48825,41309,39743,36913,31961,30973,
少数股东权益(万元),,,,,,,,,,
所有者权益(或股东权益)合计(万元),65054,61229,60720,48825,41309,39743,36913,31961,30973,
负债和所有者权益(或股东权益)总计(万元),125348,126744,128231,114788,98669,91788,88866,88598,88403,		
