报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
货币资金(万元),154455,116871,85574,81680,41801,66586,41855,11404,11879,
结算备付金(万元),,,,,,,,,,
拆出资金(万元),,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,
应收票据(万元),,,,,,,,,,
应收账款(万元),31687,23492,19126,30364,14021,7796,,6950,4117,
预付款项(万元),7311,6541,4434,4804,6858,7091,4906,2628,319,
应收保费(万元),,,,,,,,,,
应收分保账款(万元),,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,
应收利息(万元),,,,,,,,,,
应收股利(万元),,,,,,,,,,
其他应收款(万元),,3148,,2659,2041,1557,,453,343,
应收出口退税(万元),,,,,,,,,,
应收补贴款(万元),,,,,,,,,,
应收保证金(万元),,,,,,,,,,
内部应收款(万元),,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,
存货(万元),116501,48542,52230,123972,108755,38146,116800,65839,34859,
待摊费用(万元),,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,368,,92,51,
其他流动资产(万元),5782,2249,22737,4350,5409,816,5418,6285,5064,
流动资产合计(万元),319090,200844,187336,247828,178884,122361,189344,93650,56632,
发放贷款及垫款(万元),,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,
长期应收款(万元),,,,,,,,,,
长期股权投资(万元),496,459,426,404,395,399,200,,,
其他长期投资(万元),,,,,,,,,,
投资性房地产(万元),,,,,,,,,,
固定资产原值(万元),,32938,,33084,31123,,19178,,,
累计折旧(万元),,8696,,7152,4242,,1977,,,
固定资产净值(万元),,24242,,25932,26881,,17202,,,
固定资产减值准备(万元),,400,,400,271,,,,,
固定资产(万元),,23841,,25531,26610,19764,17202,8853,4717,
在建工程(万元),,25489,,18825,1922,951,,2453,845,
工程物资(万元),,,,,,,,,,
固定资产清理(万元),,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,
油气资产(万元),,,,,,,,,,
无形资产(万元),11225,11288,11333,11407,6446,6558,4068,1931,1116,
开发支出(万元),,,,,,,,,,
商誉(万元),,,,,,,,,,
长期待摊费用(万元),3794,3340,2871,2936,2981,222,574,136,69,
股权分置流通权(万元),,,,,,,,,,
递延所得税资产(万元),1169,1207,1142,1171,724,348,229,165,248,
其他非流动资产(万元),1846,1576,1774,1546,257,399,380,466,1569,
非流动资产合计(万元),67086,67200,63242,61821,39336,28641,23860,14003,8564,
资产总计(万元),386176,268044,250578,309649,218220,151002,213205,107654,65196,
短期借款(万元),,,,,,,15800,11500,2186,
向中央银行借款(万元),,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,
拆入资金(万元),,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,
应付票据(万元),,,,,,,,4300,8137,
应付账款(万元),126247,68583,53932,133938,89734,34708,,53180,37707,
预收账款(万元),2411,1522,918,4970,987,200,2392,296,1,
卖出回购金融资产款(万元),,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,
应付职工薪酬(万元),3608,4830,3968,4560,3586,2062,2824,1584,695,
应交税费(万元),7221,7345,10380,3321,1158,5515,4339,65,26,
应付利息(万元),8,236,,85,86,236,,14,0,
应付股利(万元),,,,,,,,,,
其他应交款(万元),,,,,,,,,,
应付保证金(万元),,,,,,,,,,
内部应付款(万元),,,,,,,,,,
其他应付款(万元),,19276,,23080,14258,7377,,5795,3339,
预提费用(万元),,,,,,,,,,
预计流动负债(万元),,,,,,,,,,
应付分保账款(万元),,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,
国际票证结算(万元),,,,,,,,,,
国内票证结算(万元),,,,,,,,,,
递延收益(万元),,,,,,,,,,
应付短期债券(万元),,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,
