报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),26352,27518,21675,18297,20064,15180,17948,12728,10352,30570,4323,5309,3393,4383,2629,2159,1446,
结算备付金(万元),,,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,,
交易性金融资产(万元),8000,10000,167,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,,,
应收票据(万元),35,3,13,3,45,5,,,140,6,67,,,91,,,,
应收账款(万元),7351,9033,13873,10544,6421,9701,10593,10522,6432,8286,10964,9438,10072,4444,7410,7268,4818,
预付款项(万元),301,200,164,159,411,203,220,281,858,408,378,176,259,182,64,308,285,
应收保费(万元),,,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,,
应收利息(万元),,,,,7,54,,,41,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,,,
其他应收款(万元),,281,,667,,141,361,855,460,392,959,1018,911,736,2076,671,200,
应收出口退税(万元),,,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,,
存货(万元),12117,8892,10694,15746,10616,8457,10082,15043,8692,7469,9773,13036,11379,7544,12916,10412,8095,
待摊费用(万元),,,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,,,
其他流动资产(万元),600,325,15473,11266,5833,11253,17238,18056,15075,81,132,150,,,68,176,489,
流动资产合计(万元),55382,56253,62374,56682,44004,44994,56442,57485,42049,47212,26597,29127,26014,17380,25163,20994,15333,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,,,
投资性房地产(万元),1146,1167,1187,1208,1228,1248,1269,1289,1310,1330,1351,1371,1376,1395,562,599,637,
固定资产原值(万元),,30166,,29905,,28819,,25667,,24723,,24471,23312,,22926,,,
累计折旧(万元),,15401,,14464,,13696,,13101,,12231,,11395,9656,,8234,,,
固定资产净值(万元),,14764,,15441,,15124,,12566,,12492,,13076,13656,,14693,,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,,,
固定资产(万元),,14764,,15441,15048,15124,12232,12566,12312,12492,12740,13076,13656,13664,14693,9081,9161,
在建工程(万元),,3667,,2551,2619,2613,364,,70,26,36,,126,,,1878,68,
工程物资(万元),,,,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,,,
