报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
货币资金(万元),58667,59255,64212,61833,9720,8808,13948,5974,3042,3999,
结算备付金(万元),,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,
应收票据(万元),4499,4087,4644,8641,,7753,7400,7952,11239,3492,
应收账款(万元),13096,17945,20104,19212,,16094,18354,8107,10351,13275,
预付款项(万元),676,444,335,337,530,553,556,626,312,827,
应收保费(万元),,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,
应收利息(万元),410,341,398,290,,,,,,,
应收股利(万元),,,,,,,,,,,
其他应收款(万元),,157,,109,563,586,551,663,1846,2041,
应收出口退税(万元),,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,
存货(万元),14929,15094,15519,17181,17095,17109,15274,13750,14472,15286,
待摊费用(万元),,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,480,,,
其他流动资产(万元),1101,712,219,395,324,178,204,2590,4941,1197,
流动资产合计(万元),93486,98036,105554,107998,49983,51081,56287,40142,46203,40118,
发放贷款及垫款(万元),,,,,,,,,,,
可供出售金融资产(万元),,,,2470,2470,2470,2470,2320,2320,2320,
持有至到期投资(万元),,,,,,,,,,,
长期应收款(万元),,,,,,,,300,780,528,
长期股权投资(万元),2674,2791,2908,3038,2548,2591,2461,2235,2333,1886,
其他长期投资(万元),,,,,,,,,,,
投资性房地产(万元),175,179,184,188,192,197,205,223,114,,
固定资产原值(万元),,44546,,44053,,41853,39040,,,,
累计折旧(万元),,21387,,19679,,18197,16870,,,,
固定资产净值(万元),,23159,,24375,,23655,22170,,,,
固定资产减值准备(万元),,42,,42,,295,305,,,,
固定资产(万元),,23117,,24333,22902,23360,21865,22332,21761,22090,
在建工程(万元),,5761,,2921,4223,2468,2914,649,1708,1020,
工程物资(万元),,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,
油气资产(万元),,,,,,,,,,,
无形资产(万元),3934,3943,3967,4015,4055,4103,4189,4375,4568,4882,
开发支出(万元),,,,,,,,,,,
商誉(万元),,,,,,,,,,,
长期待摊费用(万元),127,101,32,32,40,48,65,99,41,56,
股权分置流通权(万元),,,,,,,,,,,
递延所得税资产(万元),1243,1284,1945,2025,274,198,222,124,157,244,
其他非流动资产(万元),,,,,,,,,,,
非流动资产合计(万元),39656,39647,39425,39022,36705,35435,34392,32657,33780,33026,
资产总计(万元),133142,137682,144979,147020,86688,86516,90678,72799,79983,73144,
短期借款(万元),,,,1500,1500,1700,8000,10200,18980,21923,
向中央银行借款(万元),,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,
应付票据(万元),6739,6492,,12643,,8406,13328,10728,13380,7664,
应付账款(万元),7156,10599,,11369,,12415,10259,12253,12922,13723,
预收账款(万元),487,443,916,1852,1375,777,1171,1679,2119,389,
卖出回购金融资产款(万元),,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,
应付职工薪酬(万元),1737,1337,806,2147,815,812,1770,1439,1368,1419,
应交税费(万元),1841,1317,1984,2495,1015,1307,677,57,41,806,
应付利息(万元),,,,1,,2,11,15,32,44,
应付股利(万元),28,28,28,28,,28,28,28,28,100,
其他应交款(万元),,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,
其他应付款(万元),,18874,,16600,14753,12994,15109,896,353,1605,
预提费用(万元),,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,
递延收益(万元),,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,1133,,,
其他流动负债(万元),,,,,,,,,,,
流动负债合计(万元),32772,39090,42958,48637,36401,38442,50353,38427,49223,47673,
长期借款(万元),,,,0,,,,,,,
应付债券(万元),,,,,,,,,,,
长期应付款(万元),,,,,,,,931,3783,3200,
专项应付款(万元),,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,
长期递延收益(万元),1419,1246,1318,1291,1358,831,889,697,558,563,
递延所得税负债(万元),,,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,
非流动负债合计(万元),1419,1246,1318,1291,1358,831,889,1629,4341,3763,
负债合计(万元),34191,40336,44277,49927,37760,39273,51241,40056,53563,51436,
实收资本(或股本)(万元),9000,9000,9000,9000,6750,6750,6750,6750,6750,6750,
资本公积(万元),54146,54133,54117,54117,9155,9281,12048,12048,12048,11900,
减:库存股(万元),,,,,,,,,,,
专项储备(万元),170,133,93,55,396,233,356,530,386,239,
盈余公积(万元),3943,3943,3943,3943,2834,2834,2834,1771,810,37,
一般风险准备(万元),,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,
未分配利润(万元),27082,24563,28153,24792,24952,23481,15031,9986,4753,-876,
拟分配现金股利(万元),,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,
归属于母公司股东权益合计(万元),94341,91771,95305,91907,44087,42579,37019,31085,24747,18049,
少数股东权益(万元),4610,5575,5397,5186,4841,4664,2418,1658,1673,3659,
所有者权益(或股东权益)合计(万元),98951,97347,100702,97093,48928,47243,39437,32743,26420,21708,
负债和所有者权益(或股东权益)总计(万元),133142,137682,144979,147020,86688,86516,90678,72799,79983,73144,		
