报告日期,2019-09-30,2019-06-30,2018-12-31,2018-06-30,2017-12-31,2016-12-31,2015-12-31,
货币资金(万元),21468,17466,13740,10385,9608,2396,6512,
结算备付金(万元),,,,,,,,
拆出资金(万元),,,,,,,,
交易性金融资产(万元),412,450,435,455,482,,10885,
衍生金融资产(万元),,,,,,,,
应收票据(万元),12628,17219,,,,,,
应收账款(万元),14041,10206,,,,,,
预付款项(万元),300,226,555,642,998,355,185,
应收保费(万元),,,,,,,,
应收分保账款(万元),,,,,,,,
应收分保合同准备金(万元),,,,,,,,
应收利息(万元),,,,,,,,
应收股利(万元),,,,,,,,
其他应收款(万元),293,288,,196,228,266,2566,
应收出口退税(万元),,,,,,,,
应收补贴款(万元),,,,,,,,
应收保证金(万元),,,,,,,,
内部应收款(万元),,,,,,,,
买入返售金融资产(万元),,,,,,,,
存货(万元),17290,19357,20178,23199,20075,14621,13579,
待摊费用(万元),,,,,,,,
待处理流动资产损益(万元),,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,
其他流动资产(万元),99,94,120,82,153,644,7380,
流动资产合计(万元),66532,65307,61970,58959,50469,29704,49660,
发放贷款及垫款(万元),,,,,,,,
可供出售金融资产(万元),,,3120,3120,3120,3120,3120,
持有至到期投资(万元),,,,,,,,
长期应收款(万元),,,,,,,,
长期股权投资(万元),,,,,,,90,
其他长期投资(万元),,,,,,,,
投资性房地产(万元),246,251,261,270,282,342,1425,
固定资产原值(万元),29542,29496,,,,,,
累计折旧(万元),17072,16585,,,,,,
固定资产净值(万元),12470,12912,,,,,,
固定资产减值准备(万元),,,,,,,,
固定资产(万元),12470,12912,,14542,14387,18775,15395,
在建工程(万元),7345,7253,,460,1238,1010,2615,
工程物资(万元),,,,,,,,
固定资产清理(万元),,,,,,,,
生产性生物资产(万元),,,,,,,,
公益性生物资产(万元),,,,,,,,
油气资产(万元),,,,,,,,
无形资产(万元),2058,2077,2122,2169,2165,3078,2582,
开发支出(万元),,,,,,,,
商誉(万元),,,,,,,,
长期待摊费用(万元),,,,,,,,
股权分置流通权(万元),,,,,,,,
递延所得税资产(万元),967,925,898,779,830,889,1091,
其他非流动资产(万元),486,473,891,1564,904,7191,7004,
非流动资产合计(万元),29651,28607,25146,22904,22925,34405,33321,
资产总计(万元),96183,93914,87116,81863,73394,64110,82981,
短期借款(万元),,,,,,,,
向中央银行借款(万元),,,,,,,,
吸收存款及同业存放(万元),,,,,,,,
拆入资金(万元),,,,,,,,
交易性金融负债(万元),,,,,,,,
衍生金融负债(万元),,,,,,,,
应付票据(万元),5092,5861,,,,,,
应付账款(万元),4703,4309,,,,,,
预收账款(万元),13808,18090,18129,22252,18598,13779,14554,
卖出回购金融资产款(万元),,,,,,,,
应付手续费及佣金(万元),,,,,,,,
应付职工薪酬(万元),682,577,704,519,609,511,405,
应交税费(万元),1448,552,1407,329,793,391,226,
应付利息(万元),,,,,,,,
应付股利(万元),,,,,,,,
其他应交款(万元),,,,,,,,
应付保证金(万元),,,,,,,,
内部应付款(万元),,,,,,,,
其他应付款(万元),28,27,,47,15,73,23,
预提费用(万元),,,,,,,,
预计流动负债(万元),,,,,,,,
应付分保账款(万元),,,,,,,,
保险合同准备金(万元),,,,,,,,
代理买卖证券款(万元),,,,,,,,
代理承销证券款(万元),,,,,,,,
国际票证结算(万元),,,,,,,,
国内票证结算(万元),,,,,,,,
递延收益(万元),,,,,,,,
应付短期债券(万元),,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,
其他流动负债(万元),,,,,,,,
流动负债合计(万元),25760,29416,30483,34630,31216,18141,17581,
长期借款(万元),,,,,,,,
应付债券(万元),,,,,,,,
长期应付款(万元),,,,,,,,
专项应付款(万元),,,,,,,,
预计非流动负债(万元),,,,,,,,
长期递延收益(万元),1543,1489,1235,561,481,510,436,
递延所得税负债(万元),433,235,,,,1031,1239,
其他非流动负债(万元),,,,,,,,
非流动负债合计(万元),1976,1724,1235,561,481,1541,1675,
负债合计(万元),27737,31140,31718,35190,31697,19681,19255,
实收资本(或股本)(万元),11769,11769,11769,11769,11769,11000,20050,
资本公积(万元),26467,26467,26467,26467,26467,8181,5,
减:库存股(万元),,,,,,,,
专项储备(万元),,,,,,,,
盈余公积(万元),3473,3473,3337,1957,143,2710,2118,
一般风险准备(万元),,,,,,,,
未确定的投资损失(万元),,,,,,,,
未分配利润(万元),26614,20931,13671,6288,3098,22544,36200,
拟分配现金股利(万元),,,,,,,,
外币报表折算差额(万元),,,,,,,,
归属于母公司股东权益合计(万元),68322,62640,55244,46481,41477,44435,58373,
少数股东权益(万元),124,134,154,192,220,-6,5353,
所有者权益(或股东权益)合计(万元),68446,62773,55398,46673,41698,44428,63726,
负债和所有者权益(或股东权益)总计(万元),96183,93914,87116,81863,73394,64110,82981,		
