报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-06-30,2018-12-31,2018-06-30,2017-12-31,2016-12-31,2015-12-31,
货币资金(万元),11212,13800,17754,28088,28318,25847,11579,8120,4045,4489,
结算备付金(万元),,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,
应收票据(万元),,,10654,10855,13353,10770,,,,,
应收账款(万元),14474,11868,14695,11520,8249,8909,,,,,
预付款项(万元),1552,1023,625,970,1431,1325,364,801,944,506,
应收保费(万元),,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,
应收利息(万元),,,,,,,,,,,
应收股利(万元),,,,,,,,,,,
其他应收款(万元),,61,,56,,,8243,15799,2993,3407,
应收出口退税(万元),,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,
存货(万元),14254,11240,11894,13555,12657,15206,12852,14338,10877,9986,
待摊费用(万元),,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,
其他流动资产(万元),50255,58571,58968,1495,1421,1222,896,708,4458,5731,
流动资产合计(万元),110399,117984,114671,66538,68076,66298,71582,64818,48059,42423,
发放贷款及垫款(万元),,,,,,,,,,,
可供出售金融资产(万元),,,,,,500,500,500,500,500,
持有至到期投资(万元),,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,
长期股权投资(万元),7110,,,,,,,3876,4094,3965,
其他长期投资(万元),,,,,,,,,,,
投资性房地产(万元),320,325,331,336,347,358,371,,,,
固定资产原值(万元),,55004,,51750,,,,,,,
累计折旧(万元),,22941,,20744,,,,,,,
固定资产净值(万元),,32063,,31006,,,,,,,
固定资产减值准备(万元),,,,,,,,,,,
固定资产(万元),,32063,,31006,,,31931,34080,35726,36313,
在建工程(万元),,3649,,5045,,,875,85,499,2376,
工程物资(万元),,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,
油气资产(万元),,,,,,,,,,,
无形资产(万元),6673,6729,6785,6843,6183,6299,6401,6578,7125,7090,
开发支出(万元),,,,,,,,,,,
