报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2014-06-30,2013-12-31,2013-09-30,2012-12-31,2011-12-31,
货币资金(万元),9752,8819,13585,10900,8518,17294,18462,20962,7530,6577,8193,7976,3860,2672,3078,1153,1507,1147,1164,2664,1568,
结算备付金(万元),,,,,,,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,,,,,,
交易性金融资产(万元),9064,8058,4000,,,,,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,,,,,,,
应收票据(万元),581,929,1227,1112,1789,1426,1104,820,1084,1361,872,66,538,1632,1024,521,516,226,550,303,1348,
应收账款(万元),4607,6342,6141,4870,4568,4014,4087,2498,2515,2560,1343,2014,1753,2206,2009,1133,1115,1040,1297,1328,1454,
预付款项(万元),1021,413,493,375,881,611,875,461,1379,1026,615,515,490,280,293,138,48,119,98,80,132,
应收保费(万元),,,,,,,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,,,,,,
应收利息(万元),,,,5,,,11,,,,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,,,,,,,
其他应收款(万元),,193,,178,221,230,201,300,337,331,448,430,429,436,482,484,493,549,553,630,517,
应收出口退税(万元),,,,,,,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,,,,,,
存货(万元),5132,4946,4811,5124,4982,5131,4297,3535,1652,1333,1478,1020,1697,993,1135,1674,1379,1267,1180,1135,925,
待摊费用(万元),,,,,,,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,,,,,,,
其他流动资产(万元),1378,1588,1997,9101,12212,4215,5279,5827,357,189,69,50,51,254,614,2300,810,862,1058,522,355,
流动资产合计(万元),31729,31288,32436,31664,33171,32920,34317,34403,14854,13378,13018,12072,8819,8473,8636,7402,5868,5210,5900,6661,6299,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,285,285,283,281,279,277,273,273,270,269,267,288,
其他长期投资(万元),,,,,,,,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,,,,,,,
固定资产原值(万元),,33689,,33609,,23740,,18858,,18683,18682,,18170,,,14304,13097,10754,10398,9462,2385,
累计折旧(万元),,10582,,9268,,8040,,7253,,6501,5746,,4240,,,3070,2572,2100,1905,1358,938,
固定资产净值(万元),,23107,,24341,,15699,,11605,,12182,12936,,13930,,,11234,10525,8654,8493,8103,1447,
固定资产减值准备(万元),,,,,,,,,,,,,,,,,,,,,,
固定资产(万元),,23107,,24341,24089,15699,16042,11605,11814,12182,12936,13253,13930,14067,14164,11234,10525,8654,8493,8103,1447,
在建工程(万元),,6990,,5850,5761,13694,11469,15531,12969,9780,4328,819,123,90,158,2044,315,2065,721,,2645,
工程物资(万元),,351,,341,,451,461,398,397,680,172,171,289,142,106,272,246,24,,,,
固定资产清理(万元),,,,,,,,,,,,,,23,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,,,,,,,
无形资产(万元),3695,3713,3735,3760,3783,3804,3799,3823,3839,3862,3909,3956,4002,4022,4045,1647,1660,1682,1657,1695,1731,
开发支出(万元),,,,,,,,,,,,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,,,,,,,,,,,
长期待摊费用(万元),1273,1295,1096,1208,1299,153,159,165,172,178,190,,19,46,74,97,121,109,120,,,
股权分置流通权(万元),,,,,,,,,,,,,,,,,,,,,,
递延所得税资产(万元),42,55,54,44,45,41,42,30,22,31,22,29,26,31,31,24,13,14,18,20,14,
其他非流动资产(万元),179,293,132,336,311,280,845,236,2775,1039,2698,1592,475,469,,80,124,24,321,195,1334,
非流动资产合计(万元),35566,35805,35561,35880,35287,34123,32816,31789,31988,28038,24540,20103,19146,19169,18855,15672,13277,12843,11600,10280,7459,
资产总计(万元),67295,67092,67997,67544,68458,67043,67133,66192,46842,41416,37557,32175,27965,27642,27491,23075,19145,18053,17500,16941,13758,
短期借款(万元),200,200,,,,,,,,,1000,2000,2250,2750,3750,3750,4750,4750,4750,4750,3750,
向中央银行借款(万元),,,,,,,,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,,,,,,,
应付票据(万元),9229,9657,,10174,,9453,9119,6972,3638,3050,2885,2728,410,525,875,460,710,930,430,660,700,
应付账款(万元),2929,3996,,4375,,5923,4431,6172,8155,5126,3395,1690,2942,2427,2470,2618,1782,1954,2286,2351,672,
预收账款(万元),557,112,103,155,614,146,288,296,245,97,7,24,123,162,687,137,426,417,284,66,53,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,,,,,,,
应付职工薪酬(万元),115,145,8,265,161,171,19,318,188,127,253,380,605,535,389,302,55,50,36,74,66,
应交税费(万元),214,185,149,42,204,273,171,187,168,278,135,350,250,496,411,201,220,112,81,69,71,
应付利息(万元),,,,,,,,,,,,,,,,,,,,,,
应付股利(万元),,,,,,,,,,,,,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,,,,,,,,
其他应付款(万元),,310,,284,296,238,235,228,543,437,336,377,223,331,355,146,123,81,133,149,113,
预提费用(万元),,,,,,,,,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,980,980,100,,,,,,,,,,,
其他流动负债(万元),,,,,,,,,,,,,,,,,,,,,,
流动负债合计(万元),13432,14605,15032,15296,16370,16204,14262,14173,13917,10096,8111,7548,6803,7227,8937,7614,8066,8294,8000,8119,5425,
长期借款(万元),,,,,,,,,3190,3190,3686,,,,,,,,,,,
