报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),14675,18589,26270,10258,7730,17770,11674,20173,32736,6251,5155,1369,3593,1160,
结算备付金(万元),,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,
交易性金融资产(万元),,,2,,,,290,13,,,,,160,120,
衍生金融资产(万元),,,,,,,,,,,,,,,
应收票据(万元),,,,,,,,,,,,,,,
应收账款(万元),28723,24230,24657,18313,22732,18866,15992,12881,13914,11232,10445,9583,4391,4006,
预付款项(万元),2485,2941,2923,978,3131,2702,3383,1250,1835,839,518,233,212,323,
应收保费(万元),,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,
应收利息(万元),,,,0,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,
其他应收款(万元),,569,,496,652,246,332,285,323,182,185,123,124,199,
应收出口退税(万元),,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,
存货(万元),28664,28095,29444,27394,26422,24194,21294,20227,20061,18524,15943,12699,9163,9316,
待摊费用(万元),,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,534,513,488,,676,715,713,502,154,36,
其他流动资产(万元),4831,3147,6281,6192,3220,6612,10468,3020,1473,1076,1116,1086,615,1472,
流动资产合计(万元),79785,77571,90166,63631,64421,70904,63920,57850,71018,38818,34075,25595,18411,16633,
发放贷款及垫款(万元),,,,,,,,,,,,,,,
可供出售金融资产(万元),,,2700,2700,2700,2700,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,
长期股权投资(万元),4817,3026,3150,3230,3083,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,
固定资产原值(万元),,58125,,56267,,28476,,27387,,,23680,20675,14912,,
累计折旧(万元),,15198,,13153,,11365,,10218,,,8540,6748,5414,,
固定资产净值(万元),,42927,,43115,,17111,,17170,,,15139,13927,9498,,
固定资产减值准备(万元),,,,,,,,,,,,,,,
固定资产(万元),,42927,,43115,22544,17111,16657,17170,16723,16830,15139,13927,9498,9994,
在建工程(万元),,4168,,679,18672,17226,12603,10784,2784,1150,901,752,8166,35,
