报告日期,2019-09-30,2019-06-30,2018-12-31,2017-12-31,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),59561,47032,63496,56846,41172,16457,23849,19672,8381,20421,12206,9443,
结算备付金(万元),,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,
应收票据(万元),24496,23727,33366,24684,14417,6636,16289,12927,2113,5893,2593,1782,
应收账款(万元),120270,98642,60283,40542,33374,42448,24125,15163,23579,10553,4717,3177,
预付款项(万元),1058,904,1048,930,526,1076,680,556,1019,366,277,259,
应收保费(万元),,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,
其他应收款(万元),,1001,643,289,,859,1324,414,1205,745,1418,835,
应收出口退税(万元),,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,
存货(万元),27993,30817,23224,15297,14711,19169,11935,9052,11613,7407,6547,6643,
待摊费用(万元),,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,
其他流动资产(万元),71857,808,520,1234,731,114,203,187,121,48,18,20,
流动资产合计(万元),306386,202930,182580,139823,107357,86760,78405,57970,48031,45434,27775,22161,
发放贷款及垫款(万元),,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,
长期股权投资(万元),67,102,1757,2187,663,856,,,,,25,25,
其他长期投资(万元),,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,662,735,741,844,,
固定资产原值(万元),,37424,35182,28003,22532,,,,8593,,4589,4262,
累计折旧(万元),,9891,8594,6595,4837,,,,2153,,1566,1291,
固定资产净值(万元),,27533,26588,21408,17694,,,,6440,,3023,2970,
固定资产减值准备(万元),,,,,,,,,,,,,
固定资产(万元),,27533,26588,21408,17694,9400,9734,6562,6440,6770,3023,2970,
在建工程(万元),,,248,4777,,7677,5995,69,5,165,2262,25,
工程物资(万元),,,97,28,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,
无形资产(万元),3220,3269,2883,3078,3078,3386,3310,1261,825,543,550,590,
开发支出(万元),,,,,,,,,,,,,
商誉(万元),2477,2477,1328,1119,1119,1119,1119,1119,1119,1119,,,
长期待摊费用(万元),224,239,285,63,35,42,12,50,394,95,53,74,
股权分置流通权(万元),,,,,,,,,,,,,
递延所得税资产(万元),1671,1376,1026,633,486,532,379,301,269,174,157,186,
其他非流动资产(万元),1983,1549,1120,150,,,,,,,,,
非流动资产合计(万元),37123,36544,35332,33441,26058,23012,20548,10025,9787,9608,6913,3870,
