报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-03-31,2014-12-31,2013-12-31,
货币资金(万元),7325,25801,19736,43178,6599,2091,7723,3971,3016,4858,2199,2565,1393,5510,
结算备付金(万元),,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,
交易性金融资产(万元),,0,,,,,,,,,,112,109,152,
衍生金融资产(万元),,0,,,,,,,,,,,,,
应收票据(万元),5840,5268,3164,1291,,3974,,1073,,380,,22,167,274,
应收账款(万元),18841,17351,21500,18664,,16962,,12506,,10326,,10207,9989,6378,
预付款项(万元),773,734,328,424,485,654,714,454,121,238,126,333,221,643,
应收保费(万元),,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,
应收利息(万元),,0,,,,,,,,,,,,,
应收股利(万元),,0,,,,,,,,,,,,,
其他应收款(万元),,900,,124,,87,,129,,149,,1165,218,358,
应收出口退税(万元),,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,
存货(万元),13574,15766,12614,15662,16001,19449,17603,14621,6788,5270,4906,6486,6632,4174,
待摊费用(万元),,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,0,,20,20,,,,,,,,,,
其他流动资产(万元),22595,5687,15127,882,122,109,370,1058,376,444,347,1867,619,288,
流动资产合计(万元),69941,71506,73545,80244,44177,43327,42717,33811,25401,21665,19407,22756,19347,17776,
发放贷款及垫款(万元),,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,
持有至到期投资(万元),,0,,,,,,,,,,,,,
长期应收款(万元),,0,,,,20,20,20,,,,,,,
长期股权投资(万元),,0,,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,
投资性房地产(万元),29,76,397,337,660,752,763,125,,,,,,,
固定资产原值(万元),,12298,,11210,10706,,10485,,7397,,7676,,,,
累计折旧(万元),,4671,,4250,3870,,3446,,3030,,2792,,,,
固定资产净值(万元),,7627,,6960,6835,,7039,,4366,,4884,,,,
固定资产减值准备(万元),,9,,9,9,,9,,,,,,,,
固定资产(万元),,7618,,6951,6826,6895,7030,4145,4366,4832,4884,5323,5190,4738,
在建工程(万元),,5839,,,590,14,,2906,1513,,,52,52,93,
工程物资(万元),,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,
无形资产(万元),10369,8311,8299,4162,4205,4233,937,959,597,615,633,638,646,587,
开发支出(万元),,,,,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,,,,
长期待摊费用(万元),402,345,345,376,,,,,,0,,,,,
股权分置流通权(万元),,,,,,,,,,,,,,,
递延所得税资产(万元),924,924,924,965,713,670,286,298,284,224,276,202,175,127,
其他非流动资产(万元),2472,3011,2490,5996,869,762,368,255,670,1104,1238,,,,
非流动资产合计(万元),29630,26125,24342,22423,13864,13347,9403,8708,7430,6775,7030,6214,6063,5545,
资产总计(万元),99570,97631,97887,102666,58040,56673,52120,42520,32831,28440,26437,28970,25410,23320,
短期借款(万元),1500,1000,,1500,1000,,,2900,1800,2800,1000,2300,,1500,
向中央银行借款(万元),,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,
交易性金融负债(万元),,0,,,,,,,,,,,,,
衍生金融负债(万元),,0,,,,,,,,,,,,,
应付票据(万元),1990,0,,487,,,,,,,,,,,
应付账款(万元),9363,10647,,10796,,11308,,8237,,3686,,3181,3430,2618,
预收账款(万元),794,743,329,3155,3191,8126,10243,6111,1581,328,1166,2648,1624,788,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,
应付职工薪酬(万元),752,712,579,1074,799,741,866,502,596,407,562,308,580,416,
应交税费(万元),480,251,953,2139,1951,1145,691,18,116,86,45,132,112,15,
应付利息(万元),,0,,2,,,,,,,,4,,,
应付股利(万元),,0,,,,,,2025,,4,,4,207,,
其他应交款(万元),,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,
其他应付款(万元),,355,,537,,192,,71,,348,,421,201,240,
预提费用(万元),,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),0,0,,20,59,77,78,80,,,,358,381,,
其他流动负债(万元),,0,,,,,,,,,,,,,
流动负债合计(万元),15172,13708,12337,19710,19731,21590,23173,19944,9513,7659,6231,9355,6535,5578,
长期借款(万元),,0,,,,,,,,,,,,426,
应付债券(万元),,0,,,,,,,,,,,,,
长期应付款(万元),,0,,,,,20,59,,,,,,,
专项应付款(万元),,0,,,,,,,,,,,,,
预计非流动负债(万元),,0,,,,,,,,,,,,,
长期递延收益(万元),4835,4897,4973,5048,3451,3530,1064,853,899,978,1056,1173,1212,1177,
