报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2018-12-31,2018-06-30,2017-12-31,2016-12-31,2015-12-31,
货币资金(万元),117921,111311,105678,77261,72992,70663,65921,80381,70879,35539,30332,
结算备付金(万元),,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,
应收票据(万元),4770,5807,8295,7050,8155,13367,9542,,7401,6054,5200,
应收账款(万元),6571,11360,7406,9885,8434,7567,7523,,7526,5976,2510,
预付款项(万元),2072,1256,1620,1455,1852,2030,810,1999,1678,1808,1947,
应收保费(万元),,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,
应收利息(万元),,,,,,,,,175,482,373,
应收股利(万元),,,,,,,,,,,,
其他应收款(万元),,6687,,1045,,,,1460,4240,1692,3021,
应收出口退税(万元),,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,
存货(万元),21426,19911,21022,16664,21956,17825,16322,17472,17458,9671,6905,
待摊费用(万元),,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,12750,
其他流动资产(万元),3002,3390,3955,3191,2874,2357,1965,1116,332,1821,24,
流动资产合计(万元),168653,160002,154170,117322,117678,115764,103807,115650,109689,63044,63061,
发放贷款及垫款(万元),,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,7563,10027,13748,17077,6944,
持有至到期投资(万元),,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,182,583,
其他长期投资(万元),,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,
固定资产原值(万元),,55356,,55116,,28343,27414,,,,,
累计折旧(万元),,13616,,12297,,11138,10348,,,,,
固定资产净值(万元),,41740,,42819,,17205,17067,,,,,
固定资产减值准备(万元),,,,,,,,,,,,
