报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),183271,176652,110013,156345,110300,94147,84983,75674,54513,38693,36354,
结算备付金(万元),,0,,,,,,,,,,
拆出资金(万元),,0,,,,,,,,,,
交易性金融资产(万元),87848,7149,,,,,,,,,,
衍生金融资产(万元),,0,,,,,,,,,,
应收票据(万元),,0,,,,2060,1560,,,,,
应收账款(万元),161,342,490,290,917,2926,268,488,585,328,189,
预付款项(万元),2102,1422,1545,1716,1367,1198,950,89,627,2337,3092,
应收保费(万元),,0,,,,,,,,,,
应收分保账款(万元),,0,,,,,,,,,,
应收分保合同准备金(万元),,0,,,,,,,,,,
应收利息(万元),,0,,,,,,,,,,
应收股利(万元),,0,,,,,,,,,,
其他应收款(万元),,197,,172,647,367,281,89,160,190,136,
应收出口退税(万元),,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,
买入返售金融资产(万元),,0,,,,,,,,,,
存货(万元),17367,12851,12799,12908,11262,10728,11619,7482,8527,6472,4345,
待摊费用(万元),,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,
一年内到期的非流动资产(万元),,0,,,,,,,,,,
其他流动资产(万元),647,1294,58484,7635,1763,3086,2040,972,547,359,230,
流动资产合计(万元),291702,199907,183533,179066,126255,114513,101702,84793,64960,48379,44346,
发放贷款及垫款(万元),,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,
投资性房地产(万元),493,500,508,516,547,,,,,,,
固定资产原值(万元),,32058,,32032,,,,,18433,1535,548,
累计折旧(万元),,6655,,6022,,,,,501,323,207,
固定资产净值(万元),,25402,,26010,,,,,17932,1212,342,
固定资产减值准备(万元),,,,,,,,,,,,
固定资产(万元),,25402,,26010,26254,27866,28741,28900,17932,1212,342,
在建工程(万元),,19,,,135,132,137,346,7624,17203,2172,
工程物资(万元),,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,
生产性生物资产(万元),,0,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,
油气资产(万元),,0,,,,,,,,,,
无形资产(万元),2700,2751,2695,2764,1778,1744,1385,1230,1218,1668,1763,
开发支出(万元),,0,,,,,,,,,,
商誉(万元),,0,,,,,,,,,,
长期待摊费用(万元),965,1200,1435,1670,397,1524,369,759,454,91,294,
股权分置流通权(万元),,,,,,,,,,,,
递延所得税资产(万元),2263,1846,1831,1555,4284,4932,3832,3789,1477,1382,2080,
其他非流动资产(万元),32,44,100,88,111,134,414,379,259,536,8699,
非流动资产合计(万元),31636,31763,32279,32622,33505,36331,34878,35404,28965,22091,15350,
资产总计(万元),323339,231670,215811,211689,159760,150844,136580,120197,93925,70469,59696,
短期借款(万元),,0,,,,2060,1560,,,,,
