报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),33750,19913,12473,20407,30471,32314,19500,18125,73273,24897,16559,14115,11273,6859,18576,17950,
结算备付金(万元),,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,,
应收票据(万元),8554,11402,3756,6343,9248,6132,4926,11185,8455,7560,4993,3523,4376,1787,4455,3239,
应收账款(万元),20642,20928,23071,20912,15467,18448,14379,13172,7375,13072,11443,8174,10459,10654,5399,6480,
预付款项(万元),679,782,1187,688,568,315,985,733,3903,789,567,245,181,428,399,442,
应收保费(万元),,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,
应收利息(万元),1097,817,231,764,133,346,548,174,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,,
其他应收款(万元),,1513,,900,,1131,890,887,824,762,2440,355,282,588,564,718,
应收出口退税(万元),,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,
存货(万元),29895,22588,19436,13966,13534,16686,8585,8676,9980,10449,5815,7946,10278,8953,4679,4519,
待摊费用(万元),,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,,
其他流动资产(万元),35409,50355,57609,53943,44994,41418,50793,54964,1310,1149,200,1444,1036,25225,373,472,
流动资产合计(万元),131703,128297,118931,117923,115379,116790,100605,107917,105119,58679,42017,35804,37886,54495,34446,33819,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,,
长期股权投资(万元),528,525,523,520,518,515,512,512,547,554,546,531,527,512,500,477,
其他长期投资(万元),,,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,,
固定资产原值(万元),,43358,,43355,,44858,,44655,,,44550,44520,,31500,,,
累计折旧(万元),,9854,,9130,,8507,,7685,,,6136,4475,,2786,,,
固定资产净值(万元),,33504,,34225,,36351,,36971,,,38414,40045,,28714,,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,,
固定资产(万元),,33504,,34225,34828,36351,36724,36971,37289,37659,38414,40045,40892,28714,29314,808,
在建工程(万元),,31022,,18238,13783,12980,10183,5023,3355,1710,1526,1120,977,,,16694,
工程物资(万元),,,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,,
无形资产(万元),15906,16009,16117,16370,16189,19330,19445,19560,19677,19793,20027,20495,20729,5116,5248,5350,
开发支出(万元),,,,,,,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,,,,,,
长期待摊费用(万元),,,,,,,,,,,,,,,,,
股权分置流通权(万元),,,,,,,,,,,,,,,,,
递延所得税资产(万元),1027,1224,858,820,562,630,225,547,795,967,881,657,578,223,145,140,
其他非流动资产(万元),,,,,,516,516,516,516,516,516,516,537,,,,
非流动资产合计(万元),88880,82284,75479,70173,65880,70322,67606,63129,62180,61199,61909,63365,64238,34564,35207,23469,
资产总计(万元),220583,210581,194410,188096,181259,187112,168211,171047,167299,119879,103926,99169,102125,89059,69653,57288,
短期借款(万元),,,,,,,,,,5000,,5000,8000,10000,2000,2000,
向中央银行借款(万元),,,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,,
应付票据(万元),25320,18710,,7763,,19181,4968,7777,13322,12160,5007,4746,3004,2460,3152,3000,
应付账款(万元),31053,31015,,23407,,18740,14611,17004,12448,16915,18029,20907,25225,17913,12694,8065,
预收账款(万元),1001,1883,185,862,230,133,1667,1166,81,693,539,381,896,192,1211,372,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,,
