报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
货币资金(万元),26427,46447,11846,21076,20051,12764,15449,10965,4987,
结算备付金(万元),,,,,,,,,,
拆出资金(万元),,,,,,,,,,
交易性金融资产(万元),41,18,,,,,,,,
衍生金融资产(万元),,,,,,,,,,
应收票据(万元),20061,18188,,34511,27926,15452,,13284,11868,
应收账款(万元),83825,77703,,48156,40556,52943,,35563,26649,
预付款项(万元),1302,1126,1445,1319,1780,2088,2265,1916,1703,
应收保费(万元),,,,,,,,,,
应收分保账款(万元),,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,
应收利息(万元),,,,,,,,,,
应收股利(万元),,,,,,,,,,
其他应收款(万元),,745,,858,231,325,,843,828,
应收出口退税(万元),,,,,,,,,,
应收补贴款(万元),,,,,,,,,,
应收保证金(万元),,,,,,,,,,
内部应收款(万元),,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,
存货(万元),22325,19381,20859,17903,12492,11204,9671,7885,6677,
待摊费用(万元),,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,
一年内到期的非流动资产(万元),,,,,136,,,,,
其他流动资产(万元),47270,43696,423,198,50,623,,,,
流动资产合计(万元),207083,210051,128072,124021,103223,95399,86493,70455,52711,
发放贷款及垫款(万元),,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,
长期应收款(万元),,,,,114,238,227,112,,
长期股权投资(万元),,,,,,,,,,
其他长期投资(万元),,,,,,,,,,
投资性房地产(万元),,,,,,,,,,
固定资产原值(万元),,22300,,21218,19432,,18410,,,
累计折旧(万元),,9093,,8466,6930,,5700,,,
固定资产净值(万元),,13207,,12752,12502,,12710,,,
固定资产减值准备(万元),,,,,,,,,,
固定资产(万元),,13207,13279,12752,12502,12435,12710,13143,12681,
在建工程(万元),,5679,,,,448,,5,288,
工程物资(万元),,,,,,,,,,
固定资产清理(万元),,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,
油气资产(万元),,,,,,,,,,
无形资产(万元),2522,2522,2518,2546,2337,2163,2201,1330,1335,
开发支出(万元),,,,,,,,,,
商誉(万元),,,,,,,,,,
长期待摊费用(万元),7,9,2,3,72,111,162,264,92,
股权分置流通权(万元),,,,,,,,,,
递延所得税资产(万元),1315,1234,1068,1219,646,521,563,361,275,
其他非流动资产(万元),2417,1541,358,335,,,,,,
非流动资产合计(万元),26393,24192,21779,21281,16313,15917,15985,15215,14671,
资产总计(万元),233475,234242,149852,145302,119536,111315,102477,85670,67382,
短期借款(万元),11000,15610,20310,21260,21080,19600,19620,15683,12900,
向中央银行借款(万元),,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,
拆入资金(万元),,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,
应付票据(万元),,,,,,,,,,
应付账款(万元),8183,8277,,7094,6574,5290,,1802,1882,
预收账款(万元),429,180,283,425,462,258,168,435,315,
卖出回购金融资产款(万元),,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,
应付职工薪酬(万元),3843,3055,1997,3915,2820,2022,2912,2570,1938,
应交税费(万元),1848,1815,1236,1346,1047,1512,729,6430,2964,
应付利息(万元),19,23,,35,33,,,,,
应付股利(万元),,,,,,,,4872,,
其他应交款(万元),,,,,,,,,,
应付保证金(万元),,,,,,,,,,
内部应付款(万元),,,,,,,,,,
其他应付款(万元),,541,,124,123,107,,2060,2710,
预提费用(万元),,,,,,,,,,
预计流动负债(万元),,,,,,,,,,
应付分保账款(万元),,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,
国际票证结算(万元),,,,,,,,,,
国内票证结算(万元),,,,,,,,,,
递延收益(万元),,,,,,,,,,
应付短期债券(万元),,,,,,,,,,
一年内到期的非流动负债(万元),200,,,,951,901,854,416,,
其他流动负债(万元),,,,,,,,,,
流动负债合计(万元),25588,29501,29557,34199,33090,29690,27693,34268,22710,
长期借款(万元),2800,,,,,,,,,
应付债券(万元),,,,,,,,,,
长期应付款(万元),,,,,,604,,982,,
专项应付款(万元),,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,
长期递延收益(万元),1743,44,45,46,,,,,,
递延所得税负债(万元),199,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,
非流动负债合计(万元),4742,44,45,46,116,604,1067,982,0,
负债合计(万元),30330,29545,29602,34244,33206,30294,28760,35250,22710,
实收资本(或股本)(万元),16534,16534,12400,12400,12400,12400,12400,770,550,
资本公积(万元),129619,128896,57807,57084,54193,48752,51302,14802,846,
减:库存股(万元),,,,,,,,,,
专项储备(万元),,,,,,,,,,
盈余公积(万元),4602,4602,4602,4602,2340,1496,1178,548,548,
一般风险准备(万元),,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,
未分配利润(万元),52435,54692,45440,36971,17396,18374,8838,34300,42728,
拟分配现金股利(万元),,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,
归属于母公司股东权益合计(万元),203145,204697,120250,111057,86330,81021,73717,50420,44673,
少数股东权益(万元),,,,,,,,,,
所有者权益(或股东权益)合计(万元),203145,204697,120250,111057,86330,81021,73717,50420,44673,
负债和所有者权益(或股东权益)总计(万元),233475,234242,149852,145302,119536,111315,102477,85670,67382,		
