报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),27351,25274,19690,29973,23638,27844,27991,19279,24703,37945,7972,12715,19329,4617,3397,
结算备付金(万元),,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,
应收票据(万元),7532,6382,7036,10423,7571,6820,7063,3621,6777,4087,5401,3895,2650,2837,3480,
应收账款(万元),34378,36892,31590,32383,35180,39149,39726,42275,27841,25716,19051,23265,20273,15561,13912,
预付款项(万元),274,102,652,310,372,830,776,120,558,622,444,427,353,307,460,
应收保费(万元),,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,
应收利息(万元),,0,0,0,,0,,,,2,4,2,121,,,
应收股利(万元),,,,,,,,,,,,,,,,
其他应收款(万元),,1014,,1632,2756,2231,2169,1144,2040,1672,1364,730,905,637,612,
应收出口退税(万元),,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,
存货(万元),25631,27501,26761,27381,23673,23614,21489,19266,16476,13960,15636,14255,12380,12370,11801,
待摊费用(万元),,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,
其他流动资产(万元),5556,693,10959,5101,11512,9246,12005,21798,812,741,2415,661,4747,4647,3272,
流动资产合计(万元),102029,97857,98123,107203,104703,109734,111219,107503,79207,84744,52287,55950,60759,40976,36936,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,,
持有至到期投资(万元),248,244,142,145,141,137,119,130,9129,133,136,139,,,,
长期应收款(万元),,,,,,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,
投资性房地产(万元),9069,9182,9380,9409,1434,1461,1488,1515,1542,1568,1595,1622,1729,1836,1943,
固定资产原值(万元),,10974,,10298,,9220,,8162,,6945,6809,6558,5512,4988,,
累计折旧(万元),,5397,,4911,,4454,,4091,,3828,3681,3557,3096,2592,,
固定资产净值(万元),,5577,,5387,,4766,,4071,,3117,3128,3001,2416,2396,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,
固定资产(万元),,5577,,5387,5101,4766,4344,4071,3430,3117,3128,3001,2416,2396,2662,
在建工程(万元),,23400,,19557,23269,17846,16723,15043,12902,12763,8549,5467,233,78,32,
工程物资(万元),,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,
无形资产(万元),2231,2269,2246,2275,1993,2030,1966,1904,1891,1883,1907,1931,2029,2130,2138,
开发支出(万元),,,,,,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,,,,,
长期待摊费用(万元),442,490,487,498,603,609,662,706,645,685,748,822,880,1059,1202,
股权分置流通权(万元),,,,,,,,,,,,,,,,
递延所得税资产(万元),313,317,310,311,390,308,310,312,201,197,162,182,131,103,87,
其他非流动资产(万元),1004,1389,973,736,608,1043,430,376,,,,,,,,
非流动资产合计(万元),50111,42868,39316,38317,33539,28201,26043,24056,29739,20344,16224,13164,7417,7602,8065,
资产总计(万元),152140,140726,137439,145520,138241,137934,137262,131558,108946,105088,68511,69114,68176,48578,45001,
短期借款(万元),11000,6000,6000,7419,11110,10912,10850,5188,,,,,13699,603,467,
向中央银行借款(万元),,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,
应付票据(万元),7017,8081,,9053,,2417,2436,7436,1899,1899,2082,2082,2537,1639,1007,
应付账款(万元),27023,27963,,33322,,39081,40707,37332,26995,23593,20604,25227,18790,18721,18295,
预收账款(万元),530,418,251,291,443,276,283,250,251,160,178,133,101,99,68,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,
应付职工薪酬(万元),1511,1513,1411,2298,1288,1358,1266,2059,1345,1246,1196,2008,1561,1101,1130,
应交税费(万元),342,217,186,438,568,589,236,506,150,345,484,268,481,252,125,
应付利息(万元),,,,120,,,,16,,,7,7,173,,,
应付股利(万元),,,,,,,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,,
其他应付款(万元),,1456,,1272,1550,1638,1559,909,929,2195,392,315,172,110,115,
预提费用(万元),,,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),6186,4819,4994,4997,222,205,144,200,,,208,208,,,,
其他流动负债(万元),,,,,,,,,,,,,,,,
流动负债合计(万元),60685,50466,50516,59210,50383,56476,57481,53896,31569,29437,25149,30248,37515,22524,21207,
长期借款(万元),12505,12663,11189,11183,14633,11629,11710,10253,10514,10579,5868,2876,,,,
应付债券(万元),,,,,,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,,,,,
长期递延收益(万元),1199,1241,1283,1330,1087,1122,1169,1209,1068,1110,1148,1186,1347,906,975,
递延所得税负债(万元),,,,,,,,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,,,,,,
非流动负债合计(万元),13704,13905,12472,12513,15720,12751,12879,11463,11582,11689,7016,4062,1347,906,975,
负债合计(万元),74389,64370,62988,71723,66103,69227,70360,65359,43151,41126,32166,34310,38862,23430,22182,
实收资本(或股本)(万元),18000,18000,12000,12000,12000,12000,8000,8000,8000,8000,6000,6000,6000,6000,6000,
资本公积(万元),24057,24057,30057,30057,30057,30057,34057,34057,34057,34057,10391,10391,10391,10391,10391,
减:库存股(万元),,,,,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,,,
盈余公积(万元),2822,2822,2822,2822,2015,2015,2015,2015,1529,1529,1529,1529,932,498,278,
一般风险准备(万元),,,,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,,
未分配利润(万元),32534,31229,29351,28584,27850,24597,22748,22017,22010,20173,18200,16680,11875,8261,6159,
拟分配现金股利(万元),,,,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),77737,76348,74408,73691,72365,68889,67030,66252,65778,63945,36327,34785,29277,25148,22820,
少数股东权益(万元),15,7,44,106,-226,-181,-128,-53,17,18,18,19,37,-0,,
所有者权益(或股东权益)合计(万元),77752,76355,74451,73797,72139,68708,66902,66199,65795,63963,36345,34804,29314,25148,22820,
负债和所有者权益(或股东权益)总计(万元),152140,140726,137439,145520,138241,137934,137262,131558,108946,105088,68511,69114,68176,48578,45001,		
