报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-06-30,2018-12-31,2017-12-31,2016-12-31,
货币资金(万元),94661,12076,5629,8273,5076,7295,9626,3877,
结算备付金(万元),,,,,,,,,
拆出资金(万元),,,,,,,,,
交易性金融资产(万元),22562,16803,14307,22292,39569,20000,,,
衍生金融资产(万元),,,,,,,,,
应收票据(万元),,,,,,,,,
应收账款(万元),,10,0,0,6,,,,
预付款项(万元),824,1124,1494,922,1494,978,1247,716,
应收保费(万元),,,,,,,,,
应收分保账款(万元),,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,
应收利息(万元),,,,,,,,,
应收股利(万元),,,,,,,,,
其他应收款(万元),,,275,286,,,,,
应收出口退税(万元),,,,,,,,,
应收补贴款(万元),,,,,,,,,
应收保证金(万元),,,,,,,,,
内部应收款(万元),,,,,,,,,
买入返售金融资产(万元),,,,,,,,,
存货(万元),8638,9103,10611,8944,8507,7793,6545,4798,
待摊费用(万元),,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,
其他流动资产(万元),,163,669,165,161,12777,7246,11538,
流动资产合计(万元),127062,39574,32985,40882,56072,49382,25072,21118,
发放贷款及垫款(万元),,,,,,,,,
可供出售金融资产(万元),,,,,,,,,
持有至到期投资(万元),,,,,,,,,
长期应收款(万元),,,,,,,,,
长期股权投资(万元),,,,,,,,,
其他长期投资(万元),,,,,,,,,
投资性房地产(万元),,,,,,,,,
固定资产原值(万元),,21597,21130,21036,,,,,
累计折旧(万元),,5360,4930,4583,,,,,
固定资产净值(万元),,16237,16199,16453,,,,,
固定资产减值准备(万元),,,,,,,,,
固定资产(万元),,16237,16199,16453,,,,,
在建工程(万元),,,,,,,,,
工程物资(万元),,,,,,,,,
固定资产清理(万元),,,,,,,,,
生产性生物资产(万元),,,,,,,,,
公益性生物资产(万元),,,,,,,,,
油气资产(万元),,,,,,,,,
无形资产(万元),5901,5941,5989,6037,6148,6163,6303,6245,
开发支出(万元),,,,,,,,,
商誉(万元),,,,,,,,,
长期待摊费用(万元),2,11,17,20,27,37,,,
股权分置流通权(万元),,,,,,,,,
递延所得税资产(万元),,,,,216,450,242,598,
其他非流动资产(万元),31154,31012,31038,30194,387,416,1580,1115,
非流动资产合计(万元),65085,62961,61574,60209,29691,28987,20919,15448,
资产总计(万元),192147,102535,94558,101091,85763,78368,45991,36566,
短期借款(万元),,,,,,,,100,
向中央银行借款(万元),,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,
拆入资金(万元),,,,,,,,,
交易性金融负债(万元),,,,,,,,,
衍生金融负债(万元),,,,,,,,,
应付票据(万元),5436,4139,3884,6545,2053,,,,
应付账款(万元),9821,8163,7866,9534,9088,,,,
预收账款(万元),,,,4723,3721,3725,4499,5729,
卖出回购金融资产款(万元),,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,
应付职工薪酬(万元),1269,1009,687,1616,1136,1440,1346,1040,
应交税费(万元),1974,1344,212,535,1257,796,1906,1771,
应付利息(万元),,,,,,,,,
应付股利(万元),,,,,,,,,
其他应交款(万元),,,,,,,,,
应付保证金(万元),,,,,,,,,
内部应付款(万元),,,,,,,,,
其他应付款(万元),,,3104,5941,,,,,
预提费用(万元),,,,,,,,,
预计流动负债(万元),,,,,,,,,
应付分保账款(万元),,,,,,,,,
保险合同准备金(万元),,,,,,,,,
代理买卖证券款(万元),,,,,,,,,
代理承销证券款(万元),,,,,,,,,
国际票证结算(万元),,,,,,,,,
国内票证结算(万元),,,,,,,,,
递延收益(万元),,,,,,,,,
应付短期债券(万元),,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,
其他流动负债(万元),833,762,662,436,268,260,159,205,
流动负债合计(万元),28455,22862,21112,29330,24551,24363,27066,20712,
长期借款(万元),,,,,,,,,
应付债券(万元),,,,,,,,,
长期应付款(万元),,,,,,,,,
专项应付款(万元),,,,,,,,,
预计非流动负债(万元),,,,,,,,,
长期递延收益(万元),298,307,315,153,104,63,27,,
递延所得税负债(万元),450,450,288,270,,,,,
其他非流动负债(万元),,,,,,,,,
非流动负债合计(万元),748,756,604,423,104,63,27,0,
负债合计(万元),29203,23618,21716,29753,24656,24427,27093,20712,
实收资本(或股本)(万元),14080,10560,10560,10560,10560,10560,9600,5559,
资本公积(万元),101976,26371,26371,26371,26371,26371,7305,4667,
减:库存股(万元),,,,,,,,,
专项储备(万元),,,,,,,,,
盈余公积(万元),3489,3489,3489,3489,1766,1766,245,562,
一般风险准备(万元),,,,,,,,,
未确定的投资损失(万元),,,,,,,,,
未分配利润(万元),43399,38497,32423,30919,22410,15245,1748,5066,
拟分配现金股利(万元),,,,,,,,,
外币报表折算差额(万元),,,,,,,,,
归属于母公司股东权益合计(万元),162944,78917,72842,71338,61107,53942,18898,15854,
少数股东权益(万元),,,,,,,,,
所有者权益(或股东权益)合计(万元),162944,78917,72842,71338,61107,53942,18898,15854,
负债和所有者权益(或股东权益)总计(万元),192147,102535,94558,101091,85763,78368,45991,36566,		
