报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),10739,10267,8264,13225,13828,8094,6844,9867,12815,25980,11065,10373,13000,10038,1997,1961,3065,
结算备付金(万元),,,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,,,
应收票据(万元),13,6,,70,60,67,150,122,75,105,80,100,,,,,,
应收账款(万元),5621,5454,4777,4349,4446,4402,4083,4359,4360,4106,3637,3469,2797,2630,2329,1886,2218,
预付款项(万元),260,307,157,136,161,91,161,82,37,34,110,194,62,4,10,51,61,
应收保费(万元),,,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,228,34,,6,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,,,
其他应收款(万元),,55,,41,109,74,81,41,97,42,69,68,37,30,42,73,81,
应收出口退税(万元),,,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,,
存货(万元),1877,1596,1490,1237,1029,953,991,901,723,640,637,620,687,583,550,348,363,
待摊费用(万元),,,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,,,
其他流动资产(万元),32957,30893,37583,31441,29272,32480,35452,30274,24612,9611,4001,4001,,,43,,62,
流动资产合计(万元),51578,48578,52379,50499,48905,46160,47763,45645,42946,40553,19599,18831,16582,13285,4971,4320,5849,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,,,
固定资产原值(万元),,5666,,5648,,5370,,5284,,5006,4913,4889,4689,,4485,,,
累计折旧(万元),,3159,,3035,,2911,,2784,,2673,2614,2559,2301,,2013,,,
固定资产净值(万元),,2507,,2614,,2459,,2500,,2333,2299,2330,2388,,2472,,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,,,
固定资产(万元),,2507,,2614,2408,2459,2511,2500,2476,2333,2299,2330,2388,2406,2472,2504,2631,
在建工程(万元),,3808,,631,153,144,52,36,4,171,42,29,32,34,,,,
工程物资(万元),,,,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,,,
无形资产(万元),4207,4227,4284,4342,4398,4453,4459,1786,1828,1870,1813,1853,875,891,593,630,543,
开发支出(万元),,,,,,,,,,,,,,531,,145,97,
商誉(万元),,,,,,,,,,,,,,,,,,
长期待摊费用(万元),,,,,,,,,,,3,7,23,31,39,,,
股权分置流通权(万元),,,,,,,,,,,,,,,,,,
递延所得税资产(万元),226,233,213,216,234,240,247,254,269,219,152,167,110,197,149,180,23,
其他非流动资产(万元),244,220,136,96,226,213,212,2860,2688,2630,2778,2698,26,45,7,1,36,
非流动资产合计(万元),12529,10996,9106,7899,7420,7509,7481,7436,7265,7223,7087,7083,3453,4136,3260,3459,3330,
资产总计(万元),64107,59574,61485,58398,56325,53669,55244,53082,50211,47776,26686,25914,20035,17421,8231,7779,9178,
短期借款(万元),,,,,,,,,,,,,,,,2600,7000,
向中央银行借款(万元),,,,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,,,
应付票据(万元),1061,390,,,,,,,,,,,,,,,,
应付账款(万元),1217,1291,,1304,,939,779,730,728,932,785,755,37,20,34,22,16,
预收账款(万元),1918,1324,1413,925,158,106,83,123,56,55,230,77,175,20,5,275,484,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,,,
应付职工薪酬(万元),870,643,682,868,950,799,868,1018,517,344,350,414,578,316,552,312,126,
应交税费(万元),614,360,407,243,564,444,667,562,489,252,89,240,250,196,71,192,80,
应付利息(万元),,,,,,,,,,,,,,,,,24,
应付股利(万元),,,,,,594,,,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,,,,
其他应付款(万元),,849,,755,1233,897,713,655,642,511,492,497,295,167,163,182,184,
预提费用(万元),,,,,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,,,,,,,,,
其他流动负债(万元),,,,,,,,,,,,,,,,,,
流动负债合计(万元),6579,4857,4509,4096,3966,3779,3110,3089,2432,2094,1946,1983,1334,719,825,3582,7913,
长期借款(万元),,,,,,,,,,,,,,,,,1691,
应付债券(万元),,,,,,,,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,,,,,,
预计非流动负债(万元),2,2,8,8,13,13,38,38,9,9,12,12,67,,81,,,
长期递延收益(万元),1465,1516,1363,1395,1513,1562,1590,1636,1753,1433,1051,1103,694,1339,963,1264,217,
递延所得税负债(万元),,,,,,,,,,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,,,,,,,,
非流动负债合计(万元),1467,1518,1371,1403,1526,1574,1628,1674,1762,1442,1064,1115,761,1339,1044,1264,1908,
负债合计(万元),8046,6375,5881,5499,5492,5353,4737,4763,4194,3536,3010,3098,2095,2058,1869,4846,9821,
实收资本(或股本)(万元),8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,6000,6000,6000,6000,2363,2363,1995,
资本公积(万元),26942,26942,26942,26942,26942,26942,26942,26942,26942,26942,9689,9607,9278,9290,1796,1632,,
减:库存股(万元),,,,,,,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,,,,,
盈余公积(万元),2209,2209,2209,2209,1346,1346,1346,1346,747,747,747,747,286,,233,,,
一般风险准备(万元),,,,,,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,,,,
未分配利润(万元),18910,16048,18453,15749,14546,12028,14219,12031,10328,8551,7240,6462,2377,73,1971,-1061,-2638,
拟分配现金股利(万元),,,,,,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),56061,53199,55605,52900,50834,48316,50507,48318,46017,44240,23676,22816,17940,15363,6362,2934,-643,
少数股东权益(万元),,,,,,,,,,,,,,,,,,
所有者权益(或股东权益)合计(万元),56061,53199,55605,52900,50834,48316,50507,48318,46017,44240,23676,22816,17940,15363,6362,2934,-643,
负债和所有者权益(或股东权益)总计(万元),64107,59574,61485,58398,56325,53669,55244,53082,50211,47776,26686,25914,20035,17421,8231,7779,9178,		
