报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2016-12-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),116809,104185,88517,118272,101653,75743,84290,132717,90913,119643,98045,52463,74965,88177,77651,
结算备付金(万元),,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,
交易性金融资产(万元),22445,18380,2880,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,
应收票据(万元),8,59,80,19,,75,,425,,700,,,,,,
应收账款(万元),1118,976,2896,4747,291,379,1313,7765,1286,1326,3503,9,525,335,315,
预付款项(万元),9895,11055,8976,9537,16030,12350,13318,10101,6524,4868,2075,2146,941,1093,2878,
应收保费(万元),,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,
其他应收款(万元),,1474,,814,3896,3822,6175,2728,2851,2295,684,1203,705,1063,3731,
应收出口退税(万元),,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,
存货(万元),15897,11427,11899,15279,12860,10428,9995,14109,13255,9086,9705,5166,9112,8322,7665,
待摊费用(万元),,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,
其他流动资产(万元),18965,18656,67017,46217,25542,27893,34690,13153,6828,4754,4158,1138,28051,30,,
流动资产合计(万元),190377,166212,183167,194884,160273,130690,149782,180999,121657,142672,118170,62126,114299,99020,92239,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1380,
持有至到期投资(万元),,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,
投资性房地产(万元),1688,1717,1765,1797,1833,1865,1772,1929,1958,2201,2323,5221,5360,5462,2596,
固定资产原值(万元),,153391,,110813,,84637,,82987,80946,47992,47305,,41715,,,
累计折旧(万元),,32042,,27964,,24875,,22005,20570,17181,14118,,10658,,,
固定资产净值(万元),,121349,,82850,,59762,,60981,60376,30811,33187,,31057,,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,
固定资产(万元),,121349,,82850,66106,59762,59943,60981,60376,30811,33187,30049,31057,29216,29362,
在建工程(万元),,11767,,27819,22167,20605,9613,4978,3279,21290,84,658,671,,133,
工程物资(万元),,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,
无形资产(万元),20332,19248,19340,19435,18353,18430,18468,18535,14536,14521,6155,6038,2576,3619,4072,
开发支出(万元),,,,,,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,,,,,
长期待摊费用(万元),1032,1007,739,594,274,240,151,164,178,33,55,72,89,134,187,
股权分置流通权(万元),,,,,,,,,,,,,,,,
递延所得税资产(万元),10868,9332,4846,3139,2322,5926,2871,2572,2113,1660,2216,259,371,533,184,
其他非流动资产(万元),4132,5648,6339,1564,3114,3700,3694,8747,8317,1787,3615,374,284,769,306,
非流动资产合计(万元),175698,170067,154261,139078,116050,112408,98392,99787,92638,74183,49514,44552,42288,41614,38221,
资产总计(万元),366075,336280,337428,333962,276323,243098,248174,280787,214296,216855,167684,106678,156588,140634,130460,
短期借款(万元),1781,22845,1010,,,23264,11800,,8205,,,,900,900,,
向中央银行借款(万元),,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,
应付票据(万元),30637,25050,,800,,1400,4400,3500,900,14847,3000,4800,11100,9050,10300,
应付账款(万元),34249,30297,,38428,,6648,14987,35321,35237,35324,30336,4581,32855,25398,29738,
预收账款(万元),30802,10746,21220,24761,40380,15187,8741,14323,20567,19528,19867,6041,20574,33595,33760,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,
应付职工薪酬(万元),6759,5057,7194,9501,4669,3694,5545,7834,3124,5839,4506,1621,3244,3618,2654,
应交税费(万元),7024,895,9990,17961,3327,337,1459,11981,8050,7458,7417,1759,7062,5530,8561,
应付利息(万元),,26,,,,61,4,,,,,,23,,,
应付股利(万元),,,,,,4000,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,,
其他应付款(万元),,15934,,16623,894,823,1195,937,672,601,2004,538,560,662,707,
预提费用(万元),,,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,,,,,,,
其他流动负债(万元),,,,,,,,,,,,,,,,
流动负债合计(万元),127390,110849,103545,108075,74851,55414,48131,73896,76754,83597,67130,19340,76320,78754,85719,
长期借款(万元),,,,,,,,10977,10977,5997,,,,,,
应付债券(万元),,,,,,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,,,,,
长期递延收益(万元),5061,4020,4112,4204,4307,4378,4449,3149,3207,877,816,852,889,1028,941,
递延所得税负债(万元),1649,1938,201,171,,,,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,,,,,,
非流动负债合计(万元),6710,5958,4313,4376,4307,4378,4449,14126,14183,6873,816,852,889,1028,941,
负债合计(万元),134100,116807,107859,112451,79158,59792,52579,88022,90938,90470,67945,20193,77208,79782,86660,
实收资本(或股本)(万元),41935,41935,41935,41935,40001,40001,40001,40001,36000,36000,36000,36000,15800,15800,5000,
资本公积(万元),68578,66945,64199,61337,46813,46813,46813,46813,,,,,17976,17976,,
减:库存股(万元),14698,14698,15182,15182,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,,,
盈余公积(万元),9861,9861,9861,9861,6179,6179,6179,6179,4656,4656,3652,2763,2763,1625,2500,
一般风险准备(万元),,,,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,,
未分配利润(万元),126299,115429,128757,123560,104173,90314,102603,99773,82702,85729,60122,47722,42840,25452,36300,
拟分配现金股利(万元),,,,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),231975,219472,229570,221511,197165,183306,195595,192765,123358,126385,99774,86486,79380,60853,43800,
少数股东权益(万元),,,,,,,,,,,-35,,,,,
所有者权益(或股东权益)合计(万元),231975,219472,229570,221511,197165,183306,195595,192765,123358,126385,99739,86486,79380,60853,43800,
