报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2016-12-31,2015-12-31,2014-12-31,
货币资金(万元),26441,17760,20156,18079,28649,45021,13411,13808,9370,6576,3497,1714,
结算备付金(万元),,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,
交易性金融资产(万元),9605,21400,,,,,,,,,30,29,
衍生金融资产(万元),,,,,,,,,,,,,
应收票据(万元),16199,24705,36062,34029,18988,15824,20304,12740,10787,26410,6313,946,
应收账款(万元),42141,52378,38184,42802,36362,35621,26326,23792,24192,15093,17080,4140,
预付款项(万元),390,153,2348,120,171,263,429,322,206,48,94,18,
应收保费(万元),,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,
应收利息(万元),12,242,458,599,,522,503,443,386,143,34,,
应收股利(万元),,,,,,,,,,,,,
其他应收款(万元),,1925,,567,1295,519,592,568,568,308,195,80,
应收出口退税(万元),,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,
存货(万元),35153,31468,33674,29868,28053,18827,17168,21095,18313,12070,8936,4002,
待摊费用(万元),,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,129,26,,,
其他流动资产(万元),6907,6475,30436,32682,32317,17735,19795,25491,25560,22410,5202,191,
流动资产合计(万元),138722,156506,162686,158747,145834,134332,98528,98258,89512,83086,41381,11119,
发放贷款及垫款(万元),,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,
长期应收款(万元),1500,1450,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,
固定资产原值(万元),,15378,,13852,,11922,11237,10558,,6507,,,
累计折旧(万元),,5410,,4334,,3427,3003,2595,,1598,,,
固定资产净值(万元),,9968,,9518,,8494,8234,7964,,4909,,,
固定资产减值准备(万元),,,,,,,,,,20,,,
固定资产(万元),,9968,,9518,8698,8494,8234,7964,5780,4888,2089,992,
在建工程(万元),,74,,79,,,1903,1675,4363,342,,,
工程物资(万元),,,,,,,,,,,,,
固定资产清理(万元),,,,,,0,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,
无形资产(万元),2493,2463,244,206,221,196,209,136,144,83,81,142,
开发支出(万元),2826,1905,1109,749,669,131,,,,,,,
商誉(万元),,,,,,,,,,,,,
长期待摊费用(万元),3452,3632,3436,3678,3807,4043,2576,2817,1116,831,762,24,
股权分置流通权(万元),,,,,,,,,,,,,
递延所得税资产(万元),368,317,455,444,340,303,249,249,342,290,213,46,
其他非流动资产(万元),,166,166,932,998,587,817,1140,1196,554,,,
非流动资产合计(万元),23704,19974,15445,15605,14732,13755,13987,13980,12941,6989,3144,1205,
资产总计(万元),162426,176480,178131,174352,160566,148087,112515,112239,102453,90075,44526,12324,
短期借款(万元),2334,5542,5361,5564,5662,,,,,,,385,
向中央银行借款(万元),,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,
应付票据(万元),28449,34612,,21267,,22674,19281,10236,8534,7117,3417,1283,
应付账款(万元),16674,20337,,33044,,14323,15128,26320,22532,15698,15276,4898,
预收账款(万元),66,143,79,237,108,188,102,191,112,1258,926,137,
卖出回购金融资产款(万元),,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,
应付职工薪酬(万元),996,869,1003,1114,909,809,855,830,981,1623,999,300,
应交税费(万元),173,471,417,880,465,551,700,140,934,1107,1860,299,
应付利息(万元),3,8,8,8,,,,,,0,0,1,
应付股利(万元),,,,,,916,,,,,,,
其他应交款(万元),,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,
其他应付款(万元),,1322,,1651,1003,1823,864,1133,793,507,547,1059,
预提费用(万元),,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,200,,,
其他流动负债(万元),,,,,,,,,,,,,
流动负债合计(万元),49681,63304,66000,63765,52837,41284,36929,38851,33886,27511,23024,8363,
长期借款(万元),,,,,,,,,,,200,,
应付债券(万元),,,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,
预计非流动负债(万元),213,303,359,330,88,322,332,363,343,287,,,
长期递延收益(万元),2229,2463,2244,2291,2337,2384,2433,3018,1799,1420,1620,1470,
递延所得税负债(万元),,,,,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,,,
非流动负债合计(万元),2443,2767,2603,2621,2425,2707,2765,3381,2142,1707,1820,1470,
负债合计(万元),52124,66070,68603,66385,55263,43990,39695,42232,36028,29218,24844,9833,
实收资本(或股本)(万元),11451,11451,11451,11451,11451,11451,8588,8588,8588,8588,8000,2041,
资本公积(万元),60589,60589,60589,60589,60589,60589,32822,32822,32822,32822,4866,1603,
减:库存股(万元),,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,
盈余公积(万元),3930,3930,3843,3843,3020,3020,3020,3020,2109,2109,835,1,
一般风险准备(万元),,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,
未分配利润(万元),34332,34439,33646,32084,30244,29036,28390,25577,22905,17338,5980,-1153,
拟分配现金股利(万元),,,,,,,,,,,,,
