报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),13895,20476,31637,33487,28222,41582,24091,24133,20097,28323,37832,9488,199,31,
结算备付金(万元),,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,
应收票据(万元),10049,10142,9701,9923,20997,23407,16489,18981,9003,33460,17912,4660,300,,
应收账款(万元),104102,97579,112863,113944,116839,117609,86114,90911,62977,40464,21423,32892,4228,2,
预付款项(万元),6329,6645,5683,4083,3862,3244,1900,643,249,17,1376,181,77,38,
应收保费(万元),,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,
应收利息(万元),,,51,3,,20,14,36,,20,,,,,
应收股利(万元),,,,,,,,,,,,,,,
其他应收款(万元),,1896,,958,1316,693,2367,444,429,192,341,195,282,97,
应收出口退税(万元),,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,
存货(万元),17398,15027,20610,20254,13344,8925,9583,9696,14692,13202,7430,3878,1575,9,
待摊费用(万元),,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,440,,,,,,,,
其他流动资产(万元),5501,4168,14045,17088,16510,21438,,257,272,1141,286,4,2,4,
流动资产合计(万元),159097,155933,202763,199740,201090,216917,141000,145100,107720,116818,86601,51297,6662,181,
发放贷款及垫款(万元),,,,,,,,,,,,,,,
可供出售金融资产(万元),800,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,
固定资产原值(万元),,51998,,26362,,2933,,17665,,2850,,941,,,
累计折旧(万元),,6142,,3958,,2933,,1985,,443,,154,,,
固定资产净值(万元),,45856,,22405,,0,,15680,,2407,,787,,,
固定资产减值准备(万元),,,,,,,,,,,,,,,
固定资产(万元),,45856,,22405,16243,16179,15271,15680,14627,2407,1300,787,239,52,
在建工程(万元),,15814,,10854,4319,3734,2505,2134,2249,572,,,,,
工程物资(万元),,17,,64,,94,32,6,6,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,
无形资产(万元),6470,6601,6585,6722,6819,6971,7013,6944,6997,2553,2497,32,265,333,
开发支出(万元),,,,,,,,,,,,,,,
商誉(万元),2047,2047,2047,2047,2047,2047,2047,2047,2047,,,,,,
长期待摊费用(万元),415,426,431,405,501,418,292,372,208,134,44,21,17,15,
股权分置流通权(万元),,,,,,,,,,,,,,,
递延所得税资产(万元),6335,4977,4521,4521,3895,3904,3039,3039,1012,940,284,434,32,8,
其他非流动资产(万元),2965,2965,3418,4038,3102,1623,961,967,553,989,363,125,,5,
非流动资产合计(万元),78728,78703,50424,51056,36927,34970,31162,31190,27700,7596,4487,1398,554,412,
资产总计(万元),237825,234636,253187,250796,238017,251887,172162,176290,135420,124414,91088,52695,7216,594,
短期借款(万元),58597,57847,60147,43740,36261,47263,42829,36086,19811,10117,12700,3080,400,,
向中央银行借款(万元),,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,
应付票据(万元),21005,32621,,43563,,34031,22798,13698,7645,11727,5000,5536,219,,
应付账款(万元),29470,19191,,35816,,40490,25235,40466,26185,36276,16589,17631,3907,51,
预收账款(万元),121,155,8,27,216,12,2,5,10,2,5,2,2,5,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,
应付职工薪酬(万元),459,545,503,583,618,556,420,823,456,740,249,281,56,19,
应交税费(万元),541,609,1364,2652,410,4107,662,2008,1503,1490,223,1687,206,,
应付利息(万元),90,82,48,61,,70,69,79,29,13,15,3,1,,
应付股利(万元),,,,,,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,
其他应付款(万元),,801,,177,631,102,1611,3582,6003,129,83,29,190,111,
预提费用(万元),,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),3822,3876,3529,3492,2312,2360,2070,,1828,140,45,38,,,
其他流动负债(万元),,,,,,,,2132,,,,,,,
流动负债合计(万元),127638,115729,135032,130111,116639,128992,95697,98879,63470,60632,34909,28288,4980,185,
长期借款(万元),,,1525,1525,3050,3050,4100,4100,5150,,,,,,
应付债券(万元),,,,,,,,,,,,,,,
长期应付款(万元),,,,322,,,,,95,,,,,,
专项应付款(万元),,,,,,,,,,,,,,,
预计非流动负债(万元),3069,3227,3271,3424,3931,3864,3189,3137,2464,1779,1018,758,84,,
长期递延收益(万元),1009,1151,1081,1659,498,500,573,574,594,609,,443,,,
递延所得税负债(万元),615,625,624,643,656,681,724,724,828,,442,,,,
其他非流动负债(万元),,,,,,,,,,,,,,,
非流动负债合计(万元),4693,5003,6648,7574,8135,8096,8585,8535,9131,2388,1460,1201,84,0,
负债合计(万元),132331,120732,141680,137685,124774,137088,104282,107414,72602,63021,36369,29489,5064,185,
实收资本(或股本)(万元),7850,7850,7850,7850,7850,7850,5887,5887,5887,5887,5887,5422,561,500,
资本公积(万元),82698,82698,82698,82698,82698,82698,42547,42547,42547,42547,42818,13012,1139,,
减:库存股(万元),,,,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,,
盈余公积(万元),2103,2103,2103,2103,2103,2103,2103,2103,1312,1312,571,482,45,,
一般风险准备(万元),,,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,
未分配利润(万元),12843,21254,18856,20460,20592,22148,17342,18339,13072,11647,5442,4291,407,-92,
拟分配现金股利(万元),,,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),105494,113905,111507,113111,113243,114799,67880,68876,62818,61393,54719,23207,2152,408,
少数股东权益(万元),,,,,,,,,,,,,,,
所有者权益(或股东权益)合计(万元),105494,113905,111507,113111,113243,114799,67880,68876,62818,61393,54719,23207,2152,408,
负债和所有者权益(或股东权益)总计(万元),237825,234636,253187,250796,238017,251887,172162,176290,135420,124414,91088,52695,7216,594,		
