报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-06-30,2017-12-31,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),201844,196860,264605,84855,59955,69524,46587,49352,51933,63080,44736,
结算备付金(万元),,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,
交易性金融资产(万元),117812,102013,67114,,,,3634,2872,12631,15318,12209,
衍生金融资产(万元),,,,,,,,,,,,
应收票据(万元),22050,19417,19129,23081,,28495,16465,11793,6170,10338,11245,
应收账款(万元),36664,43279,42740,38149,,38221,28716,27220,30019,21917,19609,
预付款项(万元),2058,1540,3139,2162,3107,2853,2081,3205,3095,6213,2673,
应收保费(万元),,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,
应收股利(万元),,,,,,,,55,,,,
其他应收款(万元),,12194,,5176,4262,15301,9313,11166,58666,61190,48368,
应收出口退税(万元),,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,
存货(万元),27856,28531,27458,35475,21611,25513,17052,17774,17245,18061,13582,
待摊费用(万元),,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,
其他流动资产(万元),650,865,664,51117,19885,12437,4010,1198,2105,653,1408,
流动资产合计(万元),419948,404699,430596,240015,201337,192344,127859,124636,181863,196769,153831,
发放贷款及垫款(万元),,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,1000,1000,
持有至到期投资(万元),,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,
长期股权投资(万元),13696,13755,13733,13762,12985,5310,9016,8737,43615,40104,46718,
其他长期投资(万元),,,,,,,,,,,,
投资性房地产(万元),2119,2035,2061,2104,2120,1854,1433,1452,3733,3870,310,
固定资产原值(万元),,113472,,102692,,86595,82659,,,,,
累计折旧(万元),,40930,,37459,,33264,27150,,,,,
固定资产净值(万元),,72541,,65233,,53330,55509,,,,,
固定资产减值准备(万元),,2056,,2056,,2056,2069,,,,,
固定资产(万元),,70486,,63177,51011,51275,53440,49869,43835,48704,48191,
在建工程(万元),,6400,,12984,19266,2307,766,3641,1830,327,2995,
工程物资(万元),,2878,,2252,,1458,984,899,1444,1261,2403,
固定资产清理(万元),,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,
