报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),1423205,1845623,1705870,1935820,1740212,1990745,2183867,1745738,1700752,1608816,1670008,1300363,1507514,2033974,1416785,1187514,,1309647,1153870,974716,1032901,
结算备付金(万元),,,,,,,,,,,,,,,,,,,,,,
拆出资金(万元),972362,806195,1102801,1093013,885822,726203,801380,426949,83229,222871,302419,100117,225017,,98000,20000,,,42815,50000,,
交易性金融资产(万元),296084,558718,759424,171000,149390,96796,,138156,,148619,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,0,,,,,82,,
应收票据(万元),,,,,,,,,,,,,,,,,,,,,,
应收账款(万元),,,,,,,,,,,,,,,,,,,,,,
预付款项(万元),,,,,,,,,,,,,,,,,,,,,,
应收保费(万元),,,,,,,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,,,,,,
应收利息(万元),,,121923,117663,124676,137310,126495,115944,126821,122434,98263,90818,85904,65807,47065,43046,,27503,28846,21895,13064,
应收股利(万元),,,,,,146,,,,,,,,,,,,,,,,
其他应收款(万元),,,,,,,15966,,34488,,31230,,40930,,,,,,,,,
应收出口退税(万元),,,,,,,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,,,,,,
买入返售金融资产(万元),1061487,1361381,1189801,715393,683532,1063093,1579635,805238,1044225,854380,623084,,142500,10000,14000,17000,,70000,11000,75000,,
存货(万元),,,,,,,,,,,,,,,,,,,,,,
待摊费用(万元),,,,,,,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,,,,,,,
其他流动资产(万元),,,,,,,,,,,,,,,,,,,,,,
流动资产合计(万元),,,,,,,,,,,,,,,,,,,,,,
发放贷款及垫款(万元),9717972,9624121,9443810,8375850,8027821,7655067,7256087,6944932,6889399,6718978,6476003,5980366,5825974,5724220,5527367,5005120,,5037693,4090387,3576243,3103901,
可供出售金融资产(万元),,,,1895612,1955387,1975606,,2168194,,2726342,,2741870,,2213886,503274,1295895,,241181,216539,183220,127579,
持有至到期投资(万元),2996359,3592314,4085967,2905197,2722648,2493118,,1802910,,1220218,,1019098,,909103,919195,969377,,928177,572778,447894,194647,
长期应收款(万元),,,,,,,,,,,,,,,,,,,,,,
长期股权投资(万元),78597,75019,72989,72989,71757,69673,67491,67491,,55076,53003,53198,2803747,50489,49258,50356,,44931,45891,37260,37440,
其他长期投资(万元),,,,,,,,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,,,,,,,
固定资产原值(万元),,215671,,215602,,213148,216282,218223,235131,,129318,129255,129345,,,128989,,,,85249,80337,
累计折旧(万元),,66927,,61953,,57386,56770,55146,59142,,53254,51476,50284,,,44620,,,,30812,25813,
固定资产净值(万元),,148744,,153649,,155762,159512,163077,175989,,76063,77779,79061,,,84369,,,,54437,54524,
固定资产减值准备(万元),,,,,,,,,,,,,,,,,,,,,,
固定资产(万元),146247,148744,151301,153649,153988,157349,159512,163492,175989,189492,76063,165440,79061,160649,171696,155219,,165647,166271,54437,54524,
在建工程(万元),1556,1115,1180,879,,,4854,,10566,,90285,,84372,,,,,,,86146,57785,
工程物资(万元),,,,,,,,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,,,,,,,
无形资产(万元),13893,14036,13881,13461,11959,11785,11655,11960,6475,6576,6681,6786,3774,3759,1695,3879,,798,845,162,123,
开发支出(万元),,,,,,,,,,,,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,,,,,,,,,,,
长期待摊费用(万元),,,,,,,4096,,1075,,1857,,2731,,,,,,,,,
股权分置流通权(万元),,,,,,,,,,,,,,,,,,,,,,
递延所得税资产(万元),115187,108855,108602,101828,95850,95377,79212,82329,71326,74105,56457,66322,54535,55480,47441,48153,,42380,42380,34304,28766,
其他非流动资产(万元),21334,42849,26337,10954,20030,23812,346083,14168,507199,26714,491298,11774,157930,24713,32143,11606,,29894,7932,8565,14682,
非流动资产合计(万元),,,,,,,,,,,,,,,,,,,,,,
资产总计(万元),20000446,20425425,20942738,19316549,19037713,18947899,18953991,17094928,16708056,16058833,16083283,13380277,13416603,11950931,11646236,10179144,9365700,9092959,7079506,6036703,5106591,
短期借款(万元),,,,,,,,,,,,,,,,,,,,,,
向中央银行借款(万元),39079,74830,54000,48000,20000,20000,40000,20000,20000,20000,,,,,,50000,,50000,5000,,,
吸收存款及同业存放(万元),13520021,13114980,13389046,12149492,12163010,12374226,12472787,10912888,10792206,10513188,10361254,9281085,10123812,9533437,9488084,7679954,,7463877,6032075,5159735,4491149,
拆入资金(万元),265415,408821,399706,328790,199715,152496,335000,165500,,5000,,176000,139003,3316,24046,279792,,64061,12955,2987,,
交易性金融负债(万元),,,,,,,,,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,,,,,82,,
应付票据(万元),,,,,,,,,,,,,,,,,,,,,,
应付账款(万元),,,,,,,,,,,,,,,,,,,,,,
预收账款(万元),,,,,,,,,,,,,,,,,,,,,,
