报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),42878,49889,29385,28067,19357,16109,19029,15075,6833,6578,6399,10384,10003,5973,4903,5691,3636,4326,3670,3812,2024,
结算备付金(万元),,,,,,,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,,,,,,
交易性金融资产(万元),26500,28000,,,,,,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,,,,,,,
应收票据(万元),213,151,257,188,413,216,368,830,1737,1023,913,1935,2281,2036,2049,1827,3288,1459,2972,772,802,
应收账款(万元),47432,41601,30913,34389,33535,30489,21720,19614,20422,14978,14850,11714,15110,15506,15442,14394,11218,11188,8736,9789,6012,
预付款项(万元),9496,7888,5411,3443,4052,3422,3639,3689,1514,1003,909,895,390,813,341,251,558,314,488,439,743,
应收保费(万元),,,,,,,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,,,,,,
应收利息(万元),102,,0,0,,,,,,,,,,,,,,,,,,
应收股利(万元),1107,1107,1107,1107,,907,,,,,,,,,,,,,,,,
其他应收款(万元),,2803,,1337,2033,4612,967,860,2767,866,912,775,793,668,987,610,493,487,514,352,379,
应收出口退税(万元),,,,,,,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,,,,,,
存货(万元),22731,23434,18986,20624,17752,16182,13974,17233,13951,11315,9887,7952,5549,6074,6234,6408,5526,5479,4413,4412,5007,
待摊费用(万元),,,,,,,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,,,,,,,
其他流动资产(万元),2483,2998,3244,3060,1140,2689,3068,10878,1408,1405,1663,1244,701,1048,1052,934,1196,1241,350,159,148,
流动资产合计(万元),155869,157871,92352,92216,78282,74626,62765,68180,48633,37169,35533,34898,34826,32118,31008,30115,26208,24494,21142,19736,15115,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,2121,2121,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,,,,,,,
长期股权投资(万元),1362,1296,3955,3735,3349,2316,5739,5654,4244,4121,4003,3901,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,,,,,,,
固定资产原值(万元),,72998,,59972,,49002,,48751,,44445,,38181,,35889,35595,35148,,32312,,,,
累计折旧(万元),,27979,,22890,,17823,,16004,,13860,,13600,,10998,10209,9442,,7271,,,,
固定资产净值(万元),,45019,,37082,,31179,,32747,,30585,,24580,,24892,25387,25707,,25041,,,,
固定资产减值准备(万元),,153,,153,,,,,,,,,,,,,,,,,,
固定资产(万元),,44867,,36930,30780,31179,31973,32747,32632,30585,24129,24580,24435,24892,25387,25707,24008,25041,15392,15316,15436,
在建工程(万元),,1756,,493,132,95,44,89,170,2463,6636,4903,1922,1344,686,745,97,15,3200,422,374,
工程物资(万元),,,,,,,,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,,,,,,,
无形资产(万元),11662,11844,8875,8961,7211,7326,4768,4789,4746,4759,4777,4801,4830,4860,3929,3801,2556,2590,2595,1403,1431,
开发支出(万元),,,,,,,,,,,,,,,,,,,2,,,
商誉(万元),14488,14488,14488,14488,14322,14322,,,,,,,,,,,,,,,,
长期待摊费用(万元),719,691,734,780,776,388,407,375,404,337,175,198,244,272,224,246,445,367,115,51,86,
股权分置流通权(万元),,,,,,,,,,,,,,,,,,,,,,
递延所得税资产(万元),434,403,229,388,242,238,198,184,152,144,129,114,141,147,153,141,225,223,87,249,61,
其他非流动资产(万元),5256,,938,850,753,694,723,694,788,943,2661,1833,1719,1194,638,522,645,329,2747,,,
非流动资产合计(万元),81176,75346,66574,66625,57564,56558,45973,46654,43136,43352,42510,40330,33291,32709,31017,31162,27975,28566,24137,17442,17389,
资产总计(万元),237044,233217,158926,158840,135846,131185,108738,114833,91770,80521,78043,75229,68118,64828,62025,61277,54183,53060,45279,37178,32504,
短期借款(万元),30451,27706,27678,25997,34871,34871,32210,29815,13874,10926,12085,9075,5869,15197,15694,15034,14224,14849,9721,6950,5500,
向中央银行借款(万元),,,,,,,,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,,,,,,,
