报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-06-30,2018-12-31,2018-09-30,2017-12-31,2016-12-31,2015-12-31,
货币资金(万元),97530,110001,28171,34229,29528,22952,22356,23524,40987,24868,
结算备付金(万元),,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,
交易性金融资产(万元),34521,23732,28242,22472,21737,,,,,,
衍生金融资产(万元),,,,,,,,,,,
应收票据(万元),,,,,,11982,,,,,
应收账款(万元),13056,13981,12784,13792,15606,14527,,,,,
预付款项(万元),611,248,632,520,523,293,417,281,137,134,
应收保费(万元),,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,
应收利息(万元),,,,,,,,,,,
应收股利(万元),,,,,,,,,,,
其他应收款(万元),,145,,,,,,,,,
应收出口退税(万元),,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,
存货(万元),20945,21064,21987,24189,23063,25675,22059,21989,14029,18396,
待摊费用(万元),,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,161,
其他流动资产(万元),861,778,598,982,695,16767,16598,19313,19503,23525,
流动资产合计(万元),181627,183844,111117,112571,106377,93559,89445,92602,94642,90716,
发放贷款及垫款(万元),,,,,,,,,,,
可供出售金融资产(万元),,,,,,3108,3108,3108,5108,2100,
持有至到期投资(万元),,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,
长期股权投资(万元),,,,,,,,201,458,523,
其他长期投资(万元),,,,,,,,,,,
投资性房地产(万元),,,,,,,,,8376,8662,
固定资产原值(万元),,15622,,15510,,,,,,,
累计折旧(万元),,8883,,8440,,,,,,,
固定资产净值(万元),,6739,,7070,,,,,,,
固定资产减值准备(万元),,,,,,,,,,,
固定资产(万元),,6739,,7070,,,,,,,
在建工程(万元),,28831,,,,,,,,,
工程物资(万元),,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,
油气资产(万元),,,,,,,,,,,
无形资产(万元),11049,11114,11179,11244,11553,11685,11751,6425,6538,6684,
开发支出(万元),,,,,,,,,,,
商誉(万元),,,,,,,,,,,
长期待摊费用(万元),93,98,104,110,82,87,89,97,,,
股权分置流通权(万元),,,,,,,,,,,
递延所得税资产(万元),188,201,171,197,230,210,252,300,231,283,
其他非流动资产(万元),352,2,14,7,202,130,164,119,45,3009,
非流动资产合计(万元),56361,51267,44019,43585,29335,23429,23064,17776,27787,28231,
资产总计(万元),237988,235111,155136,156156,135712,116988,112509,110378,122429,118946,
短期借款(万元),300,801,801,1803,1000,2000,2000,,,,
向中央银行借款(万元),,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,
应付票据(万元),20313,20205,19730,20770,8230,5025,,,,,
应付账款(万元),16470,15793,16145,17263,16221,10891,,,,,
预收账款(万元),,,,7254,10407,11752,9842,13192,8468,9907,
卖出回购金融资产款(万元),,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,
应付职工薪酬(万元),711,683,419,1400,1011,1347,1014,1337,1086,1007,
应交税费(万元),1195,1050,1027,1252,773,543,1257,7429,3721,3907,
应付利息(万元),,,,,,,,,,,
应付股利(万元),,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,
其他应付款(万元),,2193,,1539,,,,,,,
预提费用(万元),,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,
递延收益(万元),,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,
一年内到期的非流动负债(万元),1300,1300,351,153,15,,,,,,
其他流动负债(万元),,,,,,,,,,,
流动负债合计(万元),46686,47102,47402,51435,39244,33194,30477,43746,32788,33253,
长期借款(万元),,,1001,197,85,,,,,,
应付债券(万元),,,,,,,,,,,
