报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
货币资金(万元),31819,33954,82598,32071,30506,22557,30550,47021,8705,4102,
结算备付金(万元),,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,
交易性金融资产(万元),14200,12500,,41,65,,,,,,
衍生金融资产(万元),,,,,,,,,,,
应收票据(万元),,,,,,,,39,,,
应收账款(万元),75240,65406,62147,65541,,62398,54253,39050,24929,18561,
预付款项(万元),564,952,642,360,301,432,243,504,520,294,
应收保费(万元),,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,
应收利息(万元),,,,,,,,,,,
应收股利(万元),,,,,,,,,,,
其他应收款(万元),,10927,,7414,,6718,4559,6153,2235,5646,
应收出口退税(万元),,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,
存货(万元),16133,14311,15325,12046,12715,12180,9327,9258,4777,3012,
待摊费用(万元),,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,5030,,,
其他流动资产(万元),13377,11006,9891,10592,8941,12232,8886,2660,2334,2516,
流动资产合计(万元),171584,160471,178707,128066,125188,116517,107818,109715,43500,34130,
发放贷款及垫款(万元),,,,,,,,,,,
可供出售金融资产(万元),,,,2402,2408,2316,327,347,,,
持有至到期投资(万元),,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,
长期股权投资(万元),13331,13163,7279,2887,2981,,,,,,
其他长期投资(万元),,,,,,,,,,,
投资性房地产(万元),4411,4421,4481,4443,4630,4472,4576,,,,
固定资产原值(万元),,317097,,300684,290427,258858,228012,92133,68792,,
累计折旧(万元),,75824,,66283,61135,55974,47334,34336,26985,,
固定资产净值(万元),,241273,,234401,229292,202884,180678,57797,41807,,
固定资产减值准备(万元),,219,,223,226,226,226,229,230,,
固定资产(万元),,241054,,234178,229066,202658,180453,57568,41577,34037,
在建工程(万元),,6691,,3489,11108,30322,28974,16623,8564,419,
工程物资(万元),,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,
油气资产(万元),,,,,,,,,,,
无形资产(万元),41812,40692,39009,38987,33030,29849,30202,2176,2150,2201,
开发支出(万元),,,,,,,,,,,
商誉(万元),20516,20131,13740,13992,14023,13512,13352,,,,
长期待摊费用(万元),21806,23285,23546,24479,17496,18630,20817,20103,14141,15461,
股权分置流通权(万元),,,,,,,,,,,
递延所得税资产(万元),658,707,583,617,608,835,763,570,687,917,
其他非流动资产(万元),4395,3908,4375,9009,7190,7437,4636,73353,6835,5981,
非流动资产合计(万元),385835,374262,335653,334482,322540,310030,284100,170741,73954,59017,
资产总计(万元),557418,534733,514360,462548,447728,426548,391917,280456,117455,93146,
短期借款(万元),41545,40929,49739,38184,43094,43179,27509,21106,16981,15307,
向中央银行借款(万元),,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,
交易性金融负债(万元),1042,313,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,
应付票据(万元),,,,,,,,,,,
应付账款(万元),12402,12206,,10822,,10258,9164,6132,4148,2685,
预收账款(万元),,,19261,18716,15094,12261,10694,8346,4436,2650,
卖出回购金融资产款(万元),,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,
应付职工薪酬(万元),19767,17775,14804,17405,14209,10125,12926,10164,8557,4059,
应交税费(万元),3385,2653,2286,3114,2668,2260,3515,1337,1157,1017,
应付利息(万元),223,258,313,232,,186,177,72,52,36,
应付股利(万元),,7219,,,,,,,,,
其他应交款(万元),,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,
其他应付款(万元),,18969,,21311,,18479,10452,9062,57340,29229,
预提费用(万元),,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,
递延收益(万元),,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,
一年内到期的非流动负债(万元),28201,23875,16785,15796,18360,23963,19665,9868,3841,3072,
其他流动负债(万元),,,,,,,,,,,
流动负债合计(万元),145774,143676,128115,125581,123554,120711,94102,66088,96511,58056,
长期借款(万元),79626,72805,88007,87613,85751,81301,82947,31500,298,547,
应付债券(万元),,,,,,,,,,,
长期应付款(万元),,1231,,2716,3070,3576,6338,5124,2347,7023,
专项应付款(万元),,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,
长期递延收益(万元),9418,9645,9873,10099,9280,6392,6390,1402,1455,1697,
递延所得税负债(万元),3657,3310,2825,2347,2075,1872,1112,,,,
其他非流动负债(万元),,,,,,,,,,,
非流动负债合计(万元),104556,99431,102923,102775,100175,93141,96786,38026,4100,9266,
负债合计(万元),250330,243107,231038,228356,223729,213852,190888,104114,100611,67322,
实收资本(或股本)(万元),65629,65629,65629,59066,59066,59066,59066,59066,13098,12500,
资本公积(万元),149632,149632,149632,112909,112909,112909,112909,112909,10709,27257,
减:库存股(万元),,,,,,,,,,,
