报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),20246,19061,24408,36842,23999,13842,17219,29899,21190,19287,24322,10514,4532,9504,8669,6401,3608,
结算备付金(万元),,,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,,
交易性金融资产(万元),11000,13000,9000,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,,,
应收票据(万元),943,4333,3386,155,568,2459,4225,3658,777,104,517,351,131,170,95,539,30,
应收账款(万元),19647,12381,9461,10826,12723,10822,7144,6090,10256,7260,5247,6591,8266,7415,7628,3753,3716,
预付款项(万元),627,9,620,27,74,124,243,67,126,162,29,175,421,49,5,5,14,
应收保费(万元),,,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,,,
其他应收款(万元),,651,,407,921,625,546,411,686,622,660,887,1092,834,365,175,284,
应收出口退税(万元),,,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,,
存货(万元),3650,2888,4012,4713,3317,3543,4354,5919,9420,5635,9976,10890,6015,6002,3675,2687,4426,
待摊费用(万元),,,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),4199,4709,4638,5748,6003,7160,5953,6060,5489,5104,3991,4364,4736,3659,3168,1940,1556,
其他流动资产(万元),472,139,38,167,8036,17308,13166,1031,8128,8023,146,92,2255,196,322,57,81,
流动资产合计(万元),61473,57172,56219,58885,55640,55883,52850,53134,56071,46198,44886,33864,27448,27830,23927,15557,13715,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,98,98,98,,534,534,534,534,534,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,,,
固定资产原值(万元),,2574,,2418,,2239,,2339,,2418,,2664,,2004,,,,
累计折旧(万元),,1883,,1725,,1534,,1468,,1317,,1296,,802,,,,
固定资产净值(万元),,691,,693,,704,,871,,1101,,1368,,1202,,,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,,,
固定资产(万元),,691,,693,691,704,783,871,954,1101,1232,1368,1425,1202,753,608,473,
在建工程(万元),,,,,,,,,,,,,,,,,,
工程物资(万元),,,,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,,,
