报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-06-30,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),78462,58525,41848,35489,14088,24464,31209,23982,43250,41149,34073,28117,
结算备付金(万元),,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,
交易性金融资产(万元),75000,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,
应收票据(万元),,,,452,,283,,,,,,,
应收账款(万元),659,296,540,,293,,,488,547,835,774,1072,
预付款项(万元),1427,1372,1149,1406,757,1429,800,657,1611,2277,905,803,
应收保费(万元),,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,
应收利息(万元),,,,,,,,,128,,,,
应收股利(万元),,,,,,,,,,,,,
其他应收款(万元),,420,,231,449,329,,353,271,102,283,151,
应收出口退税(万元),,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,
存货(万元),11994,12835,11977,12112,10228,8360,7363,5389,8358,4030,4410,3458,
待摊费用(万元),,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,
其他流动资产(万元),307,80241,50108,50265,50430,45770,35005,30000,,,,,
流动资产合计(万元),168467,153689,106175,99956,76246,80634,75265,60870,54164,48393,40445,33601,
发放贷款及垫款(万元),,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,
固定资产原值(万元),,46451,,45949,,44293,,,37483,19173,,,
累计折旧(万元),,12084,,11222,,9400,,,4037,2688,,,
