报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2017-12-31,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),6394,44722,9100,8474,8904,11549,4775,2980,1789,4003,6016,
结算备付金(万元),,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,
交易性金融资产(万元),18000,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,
应收票据(万元),436,284,,301,897,299,219,374,361,590,669,
应收账款(万元),8039,10143,,9152,8171,6128,6304,6281,7537,7936,6526,
预付款项(万元),557,221,548,151,360,602,585,2172,1190,1278,1342,
应收保费(万元),,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,
其他应收款(万元),,969,,907,1027,1163,1492,1354,1714,1760,2601,
应收出口退税(万元),,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,
存货(万元),21297,18963,17759,18069,16450,17864,16537,15455,14842,13823,13285,
待摊费用(万元),,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,
其他流动资产(万元),2121,1270,1064,1408,1302,427,750,4117,2313,1816,866,
流动资产合计(万元),57788,76573,39512,38462,37110,38032,30662,32732,29747,31207,31305,
发放贷款及垫款(万元),,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,23,55,
持有至到期投资(万元),,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,
固定资产原值(万元),,48612,,46554,43079,,36965,,,,,
累计折旧(万元),,21524,,19771,17766,,15015,,,,,
固定资产净值(万元),,27088,,26783,25313,,21950,,,,,
固定资产减值准备(万元),,,,,,,,,,,,
固定资产(万元),,27088,,26783,25313,22668,21950,21361,22258,12800,12236,
在建工程(万元),,7435,,2882,3369,2088,1986,2503,1108,6325,1745,
工程物资(万元),,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,
无形资产(万元),7047,7091,7129,7160,6417,2272,2292,2311,1934,1986,903,
