报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),13568,11600,13035,14433,12794,6544,10989,19050,26324,4228,8206,4721,3472,3926,5339,8388,
结算备付金(万元),,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,,
应收票据(万元),119,228,268,65,329,529,684,825,610,167,204,17,155,72,157,284,
应收账款(万元),8479,7364,8450,8013,7174,7694,7960,6132,6112,5821,5078,4420,5376,4652,3369,2908,
预付款项(万元),2386,2433,1702,2796,2824,3060,2757,1948,2363,1891,1747,1345,1580,1515,1102,591,
应收保费(万元),,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,,
其他应收款(万元),,241,,39,189,592,138,49,188,171,91,120,181,288,647,1538,
应收出口退税(万元),,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,
存货(万元),24467,26074,23531,23556,26561,23268,23212,23001,23818,22146,18339,17568,23000,22055,21257,21985,
待摊费用(万元),,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,,
其他流动资产(万元),76570,71172,83836,79846,78044,80646,75498,67072,53810,21385,23322,28380,18511,20287,14860,759,
流动资产合计(万元),125829,119113,130979,128747,127916,122333,121239,118077,113226,55809,56988,56571,52275,52795,47182,36452,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,365,538,521,624,600,670,
其他长期投资(万元),,,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,,
固定资产原值(万元),,20405,,18244,,16719,,15907,,15405,14754,10584,,9246,,,
