报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),31139,23276,25995,21862,25026,3230,3551,4326,41426,6034,2308,1858,5758,9473,
结算备付金(万元),,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,
应收票据(万元),,,,,,,,,,,,,,,
应收账款(万元),716,711,699,634,439,426,429,858,313,655,340,422,631,313,
预付款项(万元),1909,1278,439,342,372,337,336,209,148,299,166,196,426,187,
应收保费(万元),,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,
应收利息(万元),275,,,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,
其他应收款(万元),,184,,421,217,220,207,199,160,224,167,170,168,3068,
应收出口退税(万元),,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,
存货(万元),682,592,546,631,868,795,702,719,783,733,722,824,811,669,
待摊费用(万元),,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,59,32,60,28,40,14,,26,,,1,1,
其他流动资产(万元),144,180,141,5116,700,18187,18157,18211,150,97,173,62,77,,
流动资产合计(万元),35072,26222,28062,29038,27682,23223,23422,24537,42980,8068,3877,3533,7871,13712,
发放贷款及垫款(万元),,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,500,500,500,500,500,500,500,500,500,500,500,
持有至到期投资(万元),,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,
投资性房地产(万元),1503,1548,1594,1639,1657,1702,1747,1792,1839,1877,1954,2098,3086,2408,
固定资产原值(万元),,122630,,121984,,121940,,121698,,121922,121500,116245,111042,,
累计折旧(万元),,58166,,54810,,51731,,48397,,45316,42139,34765,27327,,
固定资产净值(万元),,64464,,67174,,70209,,73301,,76606,79361,81481,83715,,
固定资产减值准备(万元),,,,,,,,,,,,,,,
固定资产(万元),,64464,,67174,68436,70209,71896,73301,75561,76606,79361,81481,83715,67605,
在建工程(万元),,3322,,1216,740,542,331,286,287,206,128,130,153,8557,
工程物资(万元),,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,
无形资产(万元),11723,11820,11822,11893,8571,8649,8682,8770,8889,8927,9065,9426,9756,9415,
开发支出(万元),,,,,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,,,,
长期待摊费用(万元),76,106,83,135,100,170,193,246,301,319,431,611,609,752,
股权分置流通权(万元),,,,,,,,,,,,,,,
递延所得税资产(万元),33,33,33,37,20,20,19,25,16,20,14,14,13,48,
其他非流动资产(万元),1058,1079,1062,1075,3340,2963,2670,1077,1160,1058,1149,1108,1310,1233,
非流动资产合计(万元),84743,84954,83481,83669,83363,84754,86037,85997,88553,89513,92603,95367,99141,90517,
资产总计(万元),119815,111175,111544,112707,111044,107977,109459,110534,131534,97581,96480,98900,107012,104229,
短期借款(万元),8500,8500,,,,4500,4000,4000,5000,6000,7000,7000,11000,10850,
向中央银行借款(万元),,,,,,,,,,,,,,,
