报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
货币资金(万元),40491,46770,23269,8716,6864,5156,6979,5407,236,520,
结算备付金(万元),,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,
应收票据(万元),3443,3659,3740,5850,,,,,,506,
应收账款(万元),38868,29773,23864,21540,,,,,,169,
预付款项(万元),264,1784,577,233,83,239,672,112,48,178,
应收保费(万元),,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,
应收利息(万元),,135,,,,,,,,,
应收股利(万元),,,,,,,,,,,
其他应收款(万元),,721,,381,,,,,,128,
应收出口退税(万元),,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,
存货(万元),41544,46125,41532,35554,37768,33535,36263,20926,9008,4661,
待摊费用(万元),,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,
其他流动资产(万元),3844,4064,26672,3332,3686,2102,3189,411,367,510,
流动资产合计(万元),132088,133030,120151,75606,70639,66105,60774,36636,13633,6672,
发放贷款及垫款(万元),,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,
长期股权投资(万元),659,639,646,608,625,632,537,542,,,
其他长期投资(万元),,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,
固定资产原值(万元),,6402,,6311,,6171,6076,,,,
累计折旧(万元),,805,,634,,472,322,,,,
固定资产净值(万元),,5597,,5677,,5699,5754,,,,
固定资产减值准备(万元),,,,,,,,,,,
固定资产(万元),,5597,,5677,5758,5699,5754,3791,38,34,
在建工程(万元),,1915,,153,,17,,1152,2131,91,
工程物资(万元),,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,
油气资产(万元),,,,,,,,,,,
无形资产(万元),4661,4692,4720,4760,4791,4836,3380,800,679,697,
开发支出(万元),,,,,,,,,,,
商誉(万元),10,10,10,10,10,10,10,10,,,
长期待摊费用(万元),1,3,4,6,7,8,11,,10,14,
股权分置流通权(万元),,,,,,,,,,,
递延所得税资产(万元),813,755,684,617,487,462,259,198,58,,
其他非流动资产(万元),,,,,137,74,17,35,,,
非流动资产合计(万元),17200,13611,11881,11830,11814,11737,9968,6529,2916,837,
资产总计(万元),149288,146642,132031,87436,82454,77842,70742,43165,16550,7509,
短期借款(万元),10000,8500,8500,6500,4000,3500,2000,1000,2500,650,
向中央银行借款(万元),,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,
应付票据(万元),18944,10558,,12431,,,,,,480,
应付账款(万元),20278,29162,,14141,,,,,,1207,
预收账款(万元),26422,27543,28517,20228,20032,24325,26457,16614,6027,2798,
卖出回购金融资产款(万元),,,,,,,,,,,
