报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),53914,71669,48464,37026,33936,20272,20082,19371,15164,11938,14483,12335,8345,
结算备付金(万元),,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,
应收票据(万元),,,,,,,,,,,,,,
应收账款(万元),239,226,,231,239,306,264,284,404,334,195,275,319,
预付款项(万元),2390,1843,2754,1189,1352,1560,1448,546,426,825,1148,205,638,
应收保费(万元),,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,
应收利息(万元),451,154,,20,70,48,8,24,30,67,97,109,,
应收股利(万元),,,,,,,,,,29,,,,
其他应收款(万元),,97,,56,53,148,286,464,341,435,262,76,122,
应收出口退税(万元),,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,
存货(万元),13112,13638,12791,16800,7857,10229,6084,5397,8206,6975,9320,7714,3252,
待摊费用(万元),,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,
其他流动资产(万元),60200,38302,,5129,4208,4586,5736,5108,6073,8000,,,,
流动资产合计(万元),130439,125929,64602,60451,47715,37149,33908,31193,30644,28604,25504,20713,12676,
发放贷款及垫款(万元),,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,
长期股权投资(万元),1026,1008,1000,1025,1020,1041,1168,976,1111,1073,1039,889,571,
其他长期投资(万元),,,,,,,,,,,,,,
投资性房地产(万元),129,280,283,286,400,397,404,411,418,425,432,,,
固定资产原值(万元),,39301,,39556,36016,,27454,,,,19004,17760,14764,
累计折旧(万元),,10253,,9404,7521,,6074,,,,4099,3161,2178,
固定资产净值(万元),,29048,,30152,28495,,21381,,,,14905,14599,12587,
固定资产减值准备(万元),,,,,,,,,,,,,,
固定资产(万元),,29048,,30152,28495,23203,21381,13460,13986,14454,14905,14599,12587,
在建工程(万元),,2872,,,,4238,,6154,2679,449,166,,104,
工程物资(万元),,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,
无形资产(万元),5853,5891,5928,5951,6048,6118,6190,6265,6340,6392,6433,1137,1143,
开发支出(万元),,,,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,,,
长期待摊费用(万元),850,867,883,899,791,,,,,,,,,
股权分置流通权(万元),,,,,,,,,,,,,,
递延所得税资产(万元),491,423,480,487,835,721,822,599,671,454,485,387,117,
其他非流动资产(万元),104,30,,53,30,2810,2804,4591,2701,1922,192,84,1471,
非流动资产合计(万元),40041,40419,40968,41632,41865,38528,36699,32456,27905,25169,23651,17096,15992,
资产总计(万元),170480,166348,105569,102083,89580,75677,70607,63649,58549,53773,49155,37809,28668,
短期借款(万元),,,,,,,,,,,,,,
向中央银行借款(万元),,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,
应付票据(万元),,,,,,,,,,,,,,
应付账款(万元),4050,3764,,3922,4663,4783,5229,4633,4175,3797,4563,5477,3543,
预收账款(万元),4683,1849,1405,2198,5847,1818,2552,1801,748,580,869,3594,3009,
卖出回购金融资产款(万元),,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,
应付职工薪酬(万元),788,798,793,1737,1847,556,1374,561,1209,524,1361,1555,545,
应交税费(万元),2117,1369,1386,821,1100,1432,952,1359,711,1568,741,646,727,
应付利息(万元),,,,,,,,,,,,,,
应付股利(万元),5,,,,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,
其他应付款(万元),,955,,1098,1342,1092,787,736,552,696,776,619,264,
预提费用(万元),,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,,,,,
其他流动负债(万元),531,365,480,685,739,687,776,722,891,918,714,518,376,
流动负债合计(万元),13094,9100,9312,10460,15538,10369,11671,9813,8286,8083,9024,12410,8464,
长期借款(万元),,,,,,,,,,,,,,
应付债券(万元),,,,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,,,
