报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2017-12-31,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),7680,37103,5036,15353,13335,9073,12658,13296,7326,3715,2006,
结算备付金(万元),,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,
应收票据(万元),148,1376,1515,1405,17,210,336,431,292,602,454,
应收账款(万元),14043,12637,11071,11996,13046,9105,9963,6084,4542,6176,2632,
预付款项(万元),1501,1008,1416,1174,175,184,428,533,338,150,264,
应收保费(万元),,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,
应收利息(万元),143,134,31,20,,,,,,,,
应收股利(万元),,,,,,,,,,,,
其他应收款(万元),,227,837,812,552,534,354,3540,333,199,386,
应收出口退税(万元),,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,
存货(万元),,,,,,,,,,,,
待摊费用(万元),,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,
其他流动资产(万元),38510,8699,7991,121,140,220,4,0,0,0,1,
流动资产合计(万元),62391,61185,27897,30881,27264,19326,23743,23884,12832,10842,5743,
发放贷款及垫款(万元),,,,,,,,,,,,
可供出售金融资产(万元),55,55,,55,45,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,
长期股权投资(万元),218,218,224,218,80,59,56,51,,,,
其他长期投资(万元),,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,
固定资产原值(万元),,10295,10194,1300,1142,,1046,,,,,
累计折旧(万元),,386,298,235,160,,98,,,,,
固定资产净值(万元),,9909,9896,1065,982,,949,,,,,
固定资产减值准备(万元),,,,,,,,,,,,
固定资产(万元),,9909,9896,1065,982,964,949,935,1080,1038,88,
在建工程(万元),,,55,8727,7394,6809,,,,,,
工程物资(万元),,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,
无形资产(万元),37,39,40,20,16,17,13,13,23,20,26,
开发支出(万元),,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,
长期待摊费用(万元),185,12,,8,16,20,24,26,43,43,10,
股权分置流通权(万元),,,,,,,,,,,,
递延所得税资产(万元),60,68,56,62,54,46,42,357,9,34,45,
其他非流动资产(万元),,,36,92,6,6,4507,56,,4,25,
非流动资产合计(万元),10544,10301,10362,10247,8594,7921,5590,1439,1156,1139,195,
资产总计(万元),72935,71485,38259,41129,35858,27247,29333,25323,13987,11981,5938,
短期借款(万元),,,,,,,,,,,,
向中央银行借款(万元),,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,
应付票据(万元),,,,,,,,,,,,
应付账款(万元),4774,4013,3916,5859,8901,4483,6228,2154,1853,3240,1568,
预收账款(万元),1950,1159,1227,2463,638,80,435,1075,68,,0,
卖出回购金融资产款(万元),,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,
应付职工薪酬(万元),459,482,539,507,488,500,511,42,470,96,71,
应交税费(万元),843,1076,638,1084,1327,781,1152,1789,909,1257,520,
应付利息(万元),,,,,,,,,,,,
应付股利(万元),4278,,,,,,,,,3,3,
其他应交款(万元),,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,
其他应付款(万元),,1024,171,463,312,84,164,398,105,74,111,
预提费用(万元),,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,,,
其他流动负债(万元),,,,,,,,,,,,
流动负债合计(万元),12443,7754,6492,10375,11665,5929,8490,5457,3404,4669,2273,
长期借款(万元),,,,,,,,,,,,
应付债券(万元),,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,
长期递延收益(万元),,,,,,,,,,,,
递延所得税负债(万元),,,,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,,
非流动负债合计(万元),0,0,0,0,0,0,0,0,0,0,0,
负债合计(万元),12443,7754,6492,10375,11665,5929,8490,5457,3404,4669,2273,
实收资本(或股本)(万元),8454,8454,6341,6341,6341,6341,6341,6341,3424,1834,972,
资本公积(万元),37682,37682,9275,9275,9275,9162,9275,9162,1208,,,
减:库存股(万元),,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,
盈余公积(万元),1083,1083,1010,1010,760,466,454,0,649,363,142,
一般风险准备(万元),,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,
未分配利润(万元),13244,16492,15119,14104,7791,5300,4731,4315,4314,4154,1857,
拟分配现金股利(万元),,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,
归属于母公司股东权益合计(万元),60463,63711,31745,30729,24166,21269,20801,19818,9595,6351,2971,
少数股东权益(万元),29,20,23,25,27,50,43,47,989,962,693,
所有者权益(或股东权益)合计(万元),60492,63731,31767,30754,24193,21318,20843,19866,10584,7313,3665,
负债和所有者权益(或股东权益)总计(万元),72935,71485,38259,41129,35858,27247,29333,25323,13987,11981,5938,		
