报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),48862,30286,14198,66333,49647,50126,45054,53870,64429,5852,20656,14750,17645,5336,15100,4835,
结算备付金(万元),,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,
交易性金融资产(万元),4972,20400,35499,,,,,,,,,,,,,41,
衍生金融资产(万元),,,,,,,,,,,,,,,,,
应收票据(万元),29371,21641,13030,13551,,12906,12828,18602,7104,5034,10474,5045,8772,638,200,157,
应收账款(万元),99898,82747,74903,64797,,67272,50718,48415,54877,48096,28372,31116,20589,16919,9326,6025,
预付款项(万元),1737,1354,1340,1423,576,1455,377,307,540,834,433,976,466,371,676,511,
应收保费(万元),,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,,
其他应收款(万元),,4719,,5103,5464,2238,2641,1631,3285,2119,1414,1533,990,1593,1243,968,
应收出口退税(万元),,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,
存货(万元),16806,17194,17881,14850,17451,18003,16816,13880,14812,12703,8746,8798,6104,4884,5047,5186,
待摊费用(万元),,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,,
其他流动资产(万元),3560,4168,3331,3853,3224,3220,2892,2741,1242,1484,1049,391,208,,,,
流动资产合计(万元),211003,182509,167291,169909,167116,155220,131326,139445,146288,76122,71144,62608,54774,29740,31593,17723,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,,
