报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
货币资金(万元),27827,25689,14684,53742,11911,12908,16418,14213,9327,5222,
结算备付金(万元),,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,
交易性金融资产(万元),10000,10000,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,
应收票据(万元),23113,32548,20567,20672,,23241,15594,20596,8934,6997,
应收账款(万元),32166,31249,41016,42153,,31146,52147,32635,27342,16740,
预付款项(万元),3750,3121,2956,4278,4639,3788,3166,3670,2869,1532,
应收保费(万元),,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,
应收利息(万元),,,,,,,,,,,
应收股利(万元),,,,,,,,,,,
其他应收款(万元),,447,,,,442,223,447,473,436,
应收出口退税(万元),,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,
存货(万元),38149,31309,35770,34179,36709,26559,27437,25638,16384,12723,
待摊费用(万元),,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,
其他流动资产(万元),1769,1946,26106,2489,2270,1442,205,297,,,
流动资产合计(万元),137292,136309,141758,158020,110973,99526,115192,97496,65330,43650,
发放贷款及垫款(万元),,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,108,
固定资产原值(万元),,49165,,46977,,44209,39751,,,,
累计折旧(万元),,21431,,19109,,16971,14865,,,,
固定资产净值(万元),,27734,,27868,,27238,24886,,,,
固定资产减值准备(万元),,,,,,,,,,,
固定资产(万元),,27734,,27868,27096,27238,24886,19979,19583,17262,
在建工程(万元),,2685,,,1311,1125,1098,996,140,525,
工程物资(万元),,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,
油气资产(万元),,,,,,,,,,,
无形资产(万元),6068,5385,5070,5090,5094,5129,4523,1969,1976,2018,
开发支出(万元),,,,,,,,,,,
商誉(万元),,,,,,,,,,,
长期待摊费用(万元),204,15,23,32,40,49,66,100,97,16,
股权分置流通权(万元),,,,,,,,,,,
递延所得税资产(万元),554,530,510,659,537,458,605,548,349,185,
其他非流动资产(万元),,,,,,,1183,1852,,,
非流动资产合计(万元),38299,36349,35169,34582,34079,33999,32361,25444,22144,20114,
资产总计(万元),175590,172657,176928,192601,145052,133525,147552,122940,87474,63765,
短期借款(万元),34915,35000,35000,35000,35000,34999,31464,35560,22264,12500,
向中央银行借款(万元),,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,
应付票据(万元),17836,16894,,19270,,18734,23460,12824,8501,4172,
应付账款(万元),23077,22644,,39724,,27703,43594,34100,22301,18431,
预收账款(万元),361,35,403,52,102,35,36,50,23,,
卖出回购金融资产款(万元),,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,
应付职工薪酬(万元),1281,1145,1407,2035,1158,1175,2110,3859,2531,3779,
应交税费(万元),604,419,510,799,674,872,1863,1610,1617,820,
应付利息(万元),,35,,35,,32,35,30,27,22,
