报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
货币资金(万元),16679,14863,11881,32690,75492,55419,50195,17931,17328,12252,11908,10220,4614,
结算备付金(万元),,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,
交易性金融资产(万元),56108,57450,66137,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,
应收票据(万元),50,70,80,130,332,,100,30,80,,211,15,48,
应收账款(万元),22220,20663,20817,20373,22589,23301,19448,19203,21987,20926,16716,13163,10217,
预付款项(万元),719,388,263,233,356,252,200,518,547,385,156,102,161,
应收保费(万元),,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,
应收利息(万元),,,,16,,183,57,,,,,1,,
应收股利(万元),,,,,,,,,,,,,,
其他应收款(万元),,1645,,1385,2794,2853,2931,2793,1102,2046,2426,704,798,
应收出口退税(万元),,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,
存货(万元),12328,12873,12281,13241,13317,12971,13170,12712,11653,10782,8055,6366,5225,
待摊费用(万元),,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,
其他流动资产(万元),377,834,1189,44700,1225,16426,25309,608,1323,501,4834,1369,1322,
流动资产合计(万元),109864,108787,114014,112769,116105,111405,111410,53795,54020,46893,44307,31940,22385,
发放贷款及垫款(万元),,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,
投资性房地产(万元),71,72,74,75,77,79,80,82,83,85,88,94,100,
固定资产原值(万元),,81205,,75605,,63006,,57475,54912,53321,46746,40073,32490,
累计折旧(万元),,26617,,23648,,21069,,19525,18650,17669,16391,13641,11330,
固定资产净值(万元),,54587,,51957,,41937,,37951,36262,35653,30355,26432,21159,
固定资产减值准备(万元),,,,,,,,,,,,,,
固定资产(万元),,54587,,51957,43885,41937,40412,37951,36262,35653,30355,26432,21159,
在建工程(万元),,5380,,4317,6673,4766,3396,2768,1728,2111,2835,2459,3072,
工程物资(万元),,,,,,,6,,,,,,,
固定资产清理(万元),,5,,2,,9,10,9,29,26,28,,,
生产性生物资产(万元),,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,
无形资产(万元),2243,2181,2219,2065,1999,2010,2034,2050,1964,1992,1702,1767,1627,
开发支出(万元),,,,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,,,
长期待摊费用(万元),1475,1584,1584,1525,2142,2006,1629,1724,1355,1346,503,631,268,
股权分置流通权(万元),,,,,,,,,,,,,,
递延所得税资产(万元),1220,1465,1400,1609,1245,945,635,690,709,685,547,733,583,
其他非流动资产(万元),802,1047,1367,993,1013,806,904,148,834,392,754,441,971,
非流动资产合计(万元),69795,66322,63223,62544,57034,52557,49105,45421,42964,42290,36812,32555,27779,
资产总计(万元),179659,175109,177237,175313,173140,163962,160515,99216,96984,89183,81119,64496,50164,
短期借款(万元),11000,11000,9000,7000,3454,1454,3972,7659,7525,3770,4642,6174,285,
向中央银行借款(万元),,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,
应付票据(万元),2049,2015,,4500,,6255,4146,6172,5595,3490,2409,2821,2181,
应付账款(万元),24193,25336,,25896,,29095,25951,23573,24084,26183,20640,16844,14838,
预收账款(万元),771,160,981,815,119,245,113,77,72,49,59,42,47,
卖出回购金融资产款(万元),,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,
应付职工薪酬(万元),2886,2376,2643,3161,2839,2300,1928,2599,2535,2018,2557,2249,2023,
应交税费(万元),646,490,357,1213,1519,1291,1114,1309,1510,1113,773,638,864,
应付利息(万元),12,16,14,12,,2,7,30,9,5,41,,,
应付股利(万元),,,,,,,,,,,,,24,
其他应交款(万元),,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,
其他应付款(万元),,1946,,1287,1239,1263,1448,1139,1260,1221,1444,945,996,
预提费用(万元),,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,
一年内到期的非流动负债(万元),218,,,,,,,,,,,,,
其他流动负债(万元),,,,,,,,,,,,,,
流动负债合计(万元),43174,43339,43302,43883,45238,41905,38678,42560,42589,37849,32564,29713,21257,
长期借款(万元),936,,,,,,,,,,,,,
应付债券(万元),,,,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,,,
专项应付款(万元),,,,,,,4257,,,,,,,
