报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30,2013-12-31,2013-06-30,2012-12-31,
货币资金(万元),1415076,1535995,1832890,1134724,1141950,1149555,1381251,1069116,1376447,1505587,1745823,2303876,3808399,1350103,855453,737662,803235,869440,
结算备付金(万元),362925,383383,454501,299257,327491,360056,333937,432813,394235,392682,325564,568905,572446,348448,190132,202439,169838,151247,
拆出资金(万元),0,0,,50000,,,50000,,,,,,,,,,,,
交易性金融资产(万元),1108809,1307205,1147267,797017,835324,1040427,1254368,997192,782140,365408,709302,404401,216850,191492,251324,249360,354312,445545,
衍生金融资产(万元),65,23,,0,,54,,18,,,,,,,8,,,,
应收票据(万元),,,,,,,,,,,,,,,,,,,
应收账款(万元),9757,20452,1088,10898,2220,1461,2338,7806,865,10716,21236,24925,37492,16766,31789,1844,23482,8704,
预付款项(万元),,,,,,,,,,,,,,,,,,,
应收保费(万元),,,,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,,,
应收利息(万元),,,,50141,60097,66453,64081,56766,50558,37039,34642,25390,20911,13640,17831,11759,10059,7601,
应收股利(万元),,,,,,,,,,,,,,,,,,,
其他应收款(万元),,,,,,,,,,,,,,,,,,,
应收出口退税(万元),,,,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,,,
应收保证金(万元),120043,97480,31531,77258,72210,70415,62473,68535,79231,10055,11982,17961,50909,37884,42386,32673,25133,32257,
内部应收款(万元),,,,,,,,,,,,,,,,,,,
买入返售金融资产(万元),1013420,844774,798646,671072,643535,710156,861295,674652,503165,424553,149946,52451,32134,31358,33306,58899,53636,645,
存货(万元),,,,,,,,,,,,,,,,,,,
待摊费用(万元),,,,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,,,,
其他流动资产(万元),,,,,,,,,,,,,,,,,,,
流动资产合计(万元),,,,,,,,,,,,,,,,,,,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,658524,728396,908145,787664,721104,553045,617744,554658,518167,196146,122650,303792,194305,33806,17115,
持有至到期投资(万元),0,0,,,,,,,,,,,,,12217,10217,12214,52214,
长期应收款(万元),,,,,,,,,,,,,,,,,,,
长期股权投资(万元),1852,1852,2011,2011,2034,2229,2353,2353,2548,154175,214324,214510,214698,204710,15226,15347,4310,4310,
其他长期投资(万元),,,,,,,,,,,,,,,,,,,
投资性房地产(万元),,0,,,,,,,,,,,,,,,,,
固定资产原值(万元),,101155,,99790,,72588,,73039,83556,,,,,,,78892,,59224,
累计折旧(万元),,40629,,38870,,38672,,37492,41083,,,,,,,31076,,25600,
固定资产净值(万元),,60526,,60921,,33916,,35547,42473,,,,,,,47816,,33624,
固定资产减值准备(万元),,,,,,,,,,,,,,,,,,,
固定资产(万元),60344,60526,60720,60921,33614,33916,34760,35547,42473,42768,42624,,,,47375,47816,31629,33624,
在建工程(万元),0,0,,,25146,23654,23575,19929,17688,17688,17688,27376,18343,15220,10752,9651,26910,22247,
工程物资(万元),,,,,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,,,,
无形资产(万元),4707,4301,4518,4866,4257,4556,4241,4589,4014,3482,2615,2707,2433,2734,2801,2532,2292,2313,
开发支出(万元),,,,,,,,,,,,,,,,,,,
商誉(万元),1370,1370,1370,1370,1370,1370,1370,1370,1370,,,,,,1370,1370,1370,1370,
长期待摊费用(万元),,,,,,,,,,1965,2097,2450,2893,3473,3528,,,,
股权分置流通权(万元),,,,,,,,,,,,,,,,,,,
递延所得税资产(万元),17217,15082,16951,18945,16961,18583,16872,21240,15774,11461,11173,17083,14480,16406,13135,14716,12556,15409,
其他非流动资产(万元),32717,29899,25734,22643,29397,22446,12737,11415,17296,2426,1211,1979,1332,1714,2408,19165,5694,7073,
非流动资产合计(万元),,,,,,,,,,,,,,,,,,,
资产总计(万元),6399560,6462176,6155721,4678089,4840275,5287732,5799611,5051676,4713482,4540651,4705297,5385410,7018417,3341731,2233017,1913303,1723231,1723222,
短期借款(万元),0,0,,,,,,,,,,,,,,,,,
向中央银行借款(万元),,,,,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,,,,
拆入资金(万元),110061,100048,56030,250000,100000,266000,125000,20000,15000,,,,100500,142400,,20000,3000,,
交易性金融负债(万元),0,0,14444,75065,,16015,19672,,15521,44323,35215,,,,,,,,
衍生金融负债(万元),568,50,14,2,231,131,,71,,,,,,,,,,,
应付票据(万元),,,,,,,,,,,,,,,,,,,
应付账款(万元),1958,2152,53025,1680,1376,31888,2633,6027,2506,7728,19488,48633,52302,15793,21686,722,15705,11913,
预收账款(万元),,,,,,,,,,,,,,,,,,,
卖出回购金融资产款(万元),1140388,1227973,930306,520703,759951,893660,1420208,1383159,838370,251737,101050,365148,662564,489505,337115,286350,127930,127700,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,,,,
应付职工薪酬(万元),57379,46605,37530,46161,30627,28038,22620,35045,36050,34970,40463,63412,52108,59786,48307,49772,45829,51227,
应交税费(万元),17569,9801,14261,8808,8705,9882,14903,14103,4309,7725,25263,47826,52563,28165,3936,10919,3560,8784,
应付利息(万元),,,,10988,19282,13925,28011,18252,11434,41645,29462,47035,20027,4351,1177,408,58,82,
应付股利(万元),,,,,,,,,,7404,22544,2544,2614,2614,2614,,3108,3726,
其他应交款(万元),,,,,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,,,,,
其他应付款(万元),,,,,,,,,,,,,,,,,,,
预提费用(万元),,,,,,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,,,,,
代理买卖证券款(万元),1612439,1731130,1906210,1219917,1217031,1335778,1402107,1308663,1516920,1576666,1914333,2391863,3734065,1559090,925259,813731,836408,869432,
代理承销证券款(万元),0,0,,,,,,,,,,,,,650,,,,
国际票证结算(万元),,,,,,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,,,,,,,,,,
其他流动负债(万元),,,,,,,,,,,,,,,,,,,
流动负债合计(万元),,,,,,,,,,,,,,,,,,,
长期借款(万元),0,0,,,,,,,,,,,,,,,,,
应付债券(万元),653121,646581,664565,559679,459706,459636,459568,459502,459368,1375636,1380000,1310000,1311005,210000,140000,,,,
长期应付款(万元),,,,,,,,,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,,,,,,,
预计非流动负债(万元),185,184,1295,1293,183,183,183,183,,,,,4938,4938,4174,4174,4974,8700,
长期递延收益(万元),,0,,,,,,,,,,,,,,,,,
递延所得税负债(万元),7231,6023,8464,2079,1319,1225,957,1051,2524,1828,1811,2211,9338,4019,1418,,1977,1385,
其他非流动负债(万元),30100,50140,26957,28895,37150,46880,39893,57835,60412,4008,2904,2904,2904,2897,4964,22679,2531,4187,
非流动负债合计(万元),,,,,,,,,,,,,,,,,,,
负债合计(万元),4458288,4549326,4261680,2838076,3005581,3482902,4004373,3769679,3460548,3353670,3572534,4281576,6004929,2523557,1491299,1208755,1045117,1087175,
实收资本(或股本)(万元),262500,262500,262500,262500,262500,262500,262500,210000,210000,210000,210000,210000,210000,210000,210000,141311,141311,141311,
资本公积(万元),811401,811401,811401,811401,811401,811401,811401,377665,377665,382903,382001,384298,383183,380705,380432,119792,123793,122971,
减:库存股(万元),0,0,,,,,,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,,,,,,
盈余公积(万元),68313,68313,68313,68313,60497,60497,60497,60497,56297,51273,40862,40819,13602,12613,,51654,45741,45741,
一般风险准备(万元),239360,239360,239360,239360,223423,223423,223423,223423,214901,101946,91535,91491,64275,63285,50672,50672,44759,44759,
未确定的投资损失(万元),,,,,,,,,,,,,,,,,,,
未分配利润(万元),547186,520535,502495,453402,472847,446315,431351,402617,381335,338914,316830,285734,278153,88288,43628,284166,271349,236505,
拟分配现金股利(万元),,,,,,,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),1936567,1908145,1889620,1835587,1830309,1800447,1788974,1275733,1242306,1186981,1132763,1103833,1013488,818175,735404,698267,671713,636047,
少数股东权益(万元),4705,4705,4421,4426,4386,4383,6263,6264,10628,,,,,,6313,6281,6402,,
所有者权益(或股东权益)合计(万元),1941272,1912850,1894041,1840013,1834694,1804830,1795238,1281997,1252934,1186981,1132763,1103833,1013488,818175,741717,704548,678114,636047,
负债和所有者权益(或股东权益)总计(万元),6399560,6462176,6155721,4678089,4840275,5287732,5799611,5051676,4713482,4540651,4705297,5385410,7018417,3341731,2233017,1913303,1723231,1723222,		
