报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-06-30,2018-12-31,2017-12-31,2016-12-31,
货币资金(万元),15268,19556,23739,26615,19411,11766,5972,1221,
结算备付金(万元),,,,,,,,,
拆出资金(万元),,,,,,,,,
交易性金融资产(万元),200,,,,,,,,
衍生金融资产(万元),,,,,,,,,
应收票据(万元),232,100,104,166,30,,,,
应收账款(万元),4176,4774,2582,1924,1310,,,,
预付款项(万元),158,895,1023,515,830,695,595,483,
应收保费(万元),,,,,,,,,
应收分保账款(万元),,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,
应收利息(万元),,,,,,,,,
应收股利(万元),,,,,,,,,
其他应收款(万元),,,,85,,,,,
应收出口退税(万元),,,,,,,,,
应收补贴款(万元),,,,,,,,,
应收保证金(万元),,,,,,,,,
内部应收款(万元),,,,,,,,,
买入返售金融资产(万元),,,,,,,,,
存货(万元),8169,6558,6031,6186,7980,7398,7543,4541,
待摊费用(万元),,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,
其他流动资产(万元),47775,9775,558,3500,3660,13745,8789,5002,
流动资产合计(万元),76208,41867,34194,38992,33399,34965,23713,12574,
发放贷款及垫款(万元),,,,,,,,,
可供出售金融资产(万元),,,,,,,,600,
持有至到期投资(万元),,,,,,,,,
长期应收款(万元),,,,,,,,,
长期股权投资(万元),,,,,,,,,
其他长期投资(万元),,,,,,,,,
投资性房地产(万元),,,,,,,,,
固定资产原值(万元),,,11233,11216,,,,,
累计折旧(万元),,,2842,2663,,,,,
固定资产净值(万元),,,8391,8553,,,,,
固定资产减值准备(万元),,,,,,,,,
固定资产(万元),,,8391,8553,,,,,
在建工程(万元),,,,7288,,,,,
工程物资(万元),,,,,,,,,
固定资产清理(万元),,,,,,,,,
生产性生物资产(万元),,,,,,,,,
公益性生物资产(万元),,,,,,,,,
油气资产(万元),,,,,,,,,
无形资产(万元),5505,5545,5570,5610,5663,5740,1784,1779,
开发支出(万元),,,,,,,,,
商誉(万元),,,,,,,,,
长期待摊费用(万元),,,,,,,,,
股权分置流通权(万元),,,,,,,,,
递延所得税资产(万元),236,260,229,258,271,262,224,137,
其他非流动资产(万元),,,,,,,19,94,
非流动资产合计(万元),24862,23619,22350,21709,17948,15793,11553,10496,
资产总计(万元),101069,65486,56544,60701,51347,50759,35266,23069,
短期借款(万元),10,10,10,10,,,,,
向中央银行借款(万元),,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,
拆入资金(万元),,,,,,,,,
交易性金融负债(万元),,,,,,,,,
衍生金融负债(万元),,,,,,,,,
应付票据(万元),5803,7329,8154,2352,,,,,
应付账款(万元),9205,8742,2722,10030,9174,,,,
预收账款(万元),,,,1850,2469,2568,4338,2152,
卖出回购金融资产款(万元),,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,
应付职工薪酬(万元),658,757,338,969,752,809,1067,635,
应交税费(万元),-100,855,42,1379,674,1949,1192,1730,
应付利息(万元),,,,,,,,,
应付股利(万元),,,,,,,,,
其他应交款(万元),,,,,,,,,
应付保证金(万元),,,,,,,,,
内部应付款(万元),,,,,,,,,
其他应付款(万元),,,,1700,,,,,
预提费用(万元),,,,,,,,,
预计流动负债(万元),,,,,,,,,
应付分保账款(万元),,,,,,,,,
保险合同准备金(万元),,,,,,,,,
代理买卖证券款(万元),,,,,,,,,
代理承销证券款(万元),,,,,,,,,
国际票证结算(万元),,,,,,,,,
国内票证结算(万元),,,,,,,,,
递延收益(万元),,,,,,,,,
应付短期债券(万元),,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,
其他流动负债(万元),,,,,,,,,
流动负债合计(万元),19450,20812,14009,18291,15149,16923,17300,11775,
长期借款(万元),100,100,100,100,300,,,,
应付债券(万元),,,,,,,,,
长期应付款(万元),,,,,,,,,
专项应付款(万元),,,,,,,,,
预计非流动负债(万元),,,,,,,,,
长期递延收益(万元),29,30,31,32,34,36,23,,
递延所得税负债(万元),,,,,,,,,
其他非流动负债(万元),,,,,,,,,
非流动负债合计(万元),129,130,131,132,334,36,23,0,
负债合计(万元),19579,20942,14140,18423,15483,16960,17324,11775,
实收资本(或股本)(万元),12917,9688,9688,9688,9688,9688,5000,5000,
资本公积(万元),49789,16775,16775,16775,16775,16775,164,164,
减:库存股(万元),,,,,,,,,
专项储备(万元),,,,,,,,,
盈余公积(万元),1533,1533,1533,1533,724,723,1552,611,
一般风险准备(万元),,,,,,,,,
未确定的投资损失(万元),,,,,,,,,
未分配利润(万元),17252,16549,14408,14283,8678,6614,11226,5519,
拟分配现金股利(万元),,,,,,,,,
外币报表折算差额(万元),,,,,,,,,
归属于母公司股东权益合计(万元),81490,44544,42403,42278,35864,33799,17942,11294,
少数股东权益(万元),,,,,,,,,
所有者权益(或股东权益)合计(万元),81490,44544,42403,42278,35864,33799,17942,11294,
负债和所有者权益(或股东权益)总计(万元),101069,65486,56544,60701,51347,50759,35266,23069,		
