报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),24284,25632,26815,26063,25809,35879,20189,15330,15234,21496,46321,13453,8468,9334,6022,5779,4608,
结算备付金(万元),,,,,,,0,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,,,
应收票据(万元),3795,1435,2367,3316,2700,3260,5380,6096,4575,3326,5118,6273,2962,4150,3959,3490,2869,
应收账款(万元),17475,18158,15787,15801,16296,14799,14141,14197,15079,14314,12538,12961,13663,14033,15127,10922,11821,
预付款项(万元),681,638,613,487,369,192,156,183,323,102,329,371,358,278,141,86,145,
应收保费(万元),,,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,,
应收利息(万元),,,,,,,568,543,,,,,,,,,,
应收股利(万元),,,,,,,0,,,,,,,,,,,
其他应收款(万元),,557,,589,583,579,277,344,552,12,108,106,228,218,241,110,52,
应收出口退税(万元),,,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,,
存货(万元),3249,3038,2499,2940,2430,2296,2219,1977,1566,1430,1649,1240,1287,1200,1725,2095,2372,
待摊费用(万元),,,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,,,
其他流动资产(万元),66,297,19,219,19,34,17034,21025,25000,25012,,26,,,,,,
流动资产合计(万元),50108,52220,48691,49415,48208,57038,59965,59694,62329,65691,66061,34429,26966,29213,27216,22482,21867,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,,,
固定资产原值(万元),,33432,,32369,,26281,,25994,,23449,,23157,,22374,20329,,,
累计折旧(万元),,13074,,11742,,10691,,9805,,8826,,7892,,6123,4501,,,
固定资产净值(万元),,20358,,20627,,15590,,16189,,14624,,15265,,16251,15829,,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,,,
固定资产(万元),,20358,,20627,15168,15590,15799,16189,16101,14624,14850,15265,15646,16251,15829,16862,17867,
在建工程(万元),,19665,,14199,11834,7213,3009,1222,409,2254,2258,2184,1599,369,1552,106,0,
工程物资(万元),,,,,,,,,,,112,81,85,86,39,57,0,
固定资产清理(万元),,,,,,,,,,,2,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,,,
无形资产(万元),8251,8296,8342,8387,8438,7065,7103,7119,7043,3305,3324,3342,3379,3416,3491,2106,2245,
开发支出(万元),,,,,,,,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,,,,,,,
长期待摊费用(万元),,,,,,,,,,,,,,,,,,
股权分置流通权(万元),,,,,,,,,,,,,,,,,,
递延所得税资产(万元),371,375,345,353,302,290,268,260,244,241,234,234,259,264,281,258,294,
其他非流动资产(万元),14107,13355,10546,7898,11254,6386,5899,3761,3135,1761,17,11,17,98,30,2702,583,
非流动资产合计(万元),67185,62049,55892,51466,46997,36544,32079,28551,26932,22185,20797,21119,20985,20484,21222,22092,20988,
资产总计(万元),117292,114269,104583,100881,95204,93583,92044,88245,89261,87876,86859,55548,47952,49697,48437,44574,42855,
短期借款(万元),15500,15511,5500,6000,5000,5000,3000,,4000,4000,4000,4000,2600,5500,11700,13400,6000,
向中央银行借款(万元),,,,,,,0,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,0,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,,,
应付票据(万元),,,,17,,,,,,,,,,,,,,
应付账款(万元),10987,10108,,10850,,6838,6698,6059,4335,4728,5498,5691,5353,4654,5458,5034,4808,
预收账款(万元),18,17,3,6,8,8,4,4,,,,88,1,2,15,20,29,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,,,
应付职工薪酬(万元),592,515,416,1184,1026,752,473,1195,974,700,427,1076,623,993,964,854,720,
应交税费(万元),389,259,167,143,189,321,375,312,238,395,177,337,366,299,1190,832,536,
应付利息(万元),32,,12,13,,,,,,,,,,,,,,
应付股利(万元),,,,,,,1800,,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,,,,
其他应付款(万元),,19,,126,83,4,2,0,2,,1,9,1,2,0,1,1,
预提费用(万元),,,,,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),,,3800,3800,100,100,100,100,100,100,100,100,200,200,,500,2900,
其他流动负债(万元),,,,,,,,,,,,,,,,,,
流动负债合计(万元),27554,26430,16464,22139,13661,13024,12453,7670,9648,9923,10203,11301,9144,11649,19327,20640,14995,
长期借款(万元),9000,9000,9000,,3750,3750,3800,3800,3850,3850,3900,3900,3700,3800,,0,1000,
应付债券(万元),,,,,,,,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,,,,,,,
长期递延收益(万元),1859,1634,1712,1790,1857,1901,1945,1989,2033,2077,2151,2165,895,1159,415,471,527,
递延所得税负债(万元),,,,,,,0,,,,,,,,,,,
其他非流动负债(万元),,,,,,,0,,,,,,,,,,,
非流动负债合计(万元),10859,10634,10712,1790,5607,5651,5745,5789,5883,5927,6051,6065,4595,4959,415,471,1527,
负债合计(万元),38414,37064,27176,23929,19268,18674,18197,13459,15531,15850,16254,17365,13739,16608,19742,21112,16522,
实收资本(或股本)(万元),10920,10920,8400,8400,8400,8400,6000,6000,6000,6000,6000,4500,4500,4500,4500,4500,4500,
资本公积(万元),32539,32539,35059,35059,35059,35059,37459,37459,37459,37459,37459,5923,5923,5923,5923,5923,10273,
减:库存股(万元),,,,,,,0,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,,,,,
盈余公积(万元),3211,3211,3211,3211,2793,2793,2793,2793,2250,2250,2250,2250,2250,2250,2250,2026,1833,
一般风险准备(万元),,,,,,,0,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,,,,
未分配利润(万元),32319,30626,30788,30309,29685,28657,27595,28535,28022,26318,24896,25510,21540,20416,16023,11014,9728,
拟分配现金股利(万元),,,,,,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),78988,77296,77458,76979,75937,74908,73847,74786,73730,72026,70605,38183,34213,33088,28695,23462,26333,
少数股东权益(万元),-110,-92,-50,-27,,,,,,,,,0,,,0,0,
所有者权益(或股东权益)合计(万元),78879,77204,77407,76952,75937,74908,73847,74786,73730,72026,70605,38183,34213,33088,28695,23462,26333,
负债和所有者权益(或股东权益)总计(万元),117292,114269,104583,100881,95204,93583,92044,88245,89261,87876,86859,55548,47952,49697,48437,44574,42855,		
