报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
货币资金(万元),4331,7261,6957,43614,15857,17620,16982,14172,7408,1216,
结算备付金(万元),,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,
应收票据(万元),1365,957,971,557,,,,,,,
应收账款(万元),6605,5860,5017,4199,,,,,,2484,
预付款项(万元),669,514,474,347,301,341,172,277,218,176,
应收保费(万元),,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,
应收利息(万元),,,,,,,,,,,
应收股利(万元),,,,,,,,,,,
其他应收款(万元),,598,,413,,,,,,385,
应收出口退税(万元),,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,
存货(万元),2709,2655,2599,2539,2709,2457,2433,2086,1317,1336,
待摊费用(万元),,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,
其他流动资产(万元),32108,30342,33365,119,8,1,37,121,436,2548,
流动资产合计(万元),50484,48188,50399,51788,24307,24321,23444,20113,12803,8145,
发放贷款及垫款(万元),,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,
长期股权投资(万元),60,75,88,102,114,124,157,187,,,
其他长期投资(万元),,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,
固定资产原值(万元),,5903,,5694,,5573,5512,,,,
累计折旧(万元),,2280,,2090,,1969,1762,,,,
固定资产净值(万元),,3623,,3604,,3604,3750,,,,
固定资产减值准备(万元),,,,,,,,,,,
固定资产(万元),,3623,,3604,3518,3604,3750,3915,3146,3172,
在建工程(万元),,9167,,6317,3999,2657,62,,,,
工程物资(万元),,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,
油气资产(万元),,,,,,,,,,,
无形资产(万元),2897,3030,3146,3248,3374,3500,3752,3249,205,210,
开发支出(万元),,,,,,,,,,,
商誉(万元),1650,1650,1650,1650,1650,1650,1650,1650,,,
长期待摊费用(万元),113,134,151,148,160,184,186,96,48,,
股权分置流通权(万元),,,,,,,,,,,
递延所得税资产(万元),331,327,321,312,269,270,239,229,226,6,
其他非流动资产(万元),1787,1796,1788,1625,196,91,86,12,1600,47,
非流动资产合计(万元),20322,19802,17526,17007,13280,12081,9881,9338,5225,3435,
资产总计(万元),70806,67990,67925,68796,37587,36402,33326,29451,18028,11580,
短期借款(万元),,,,,,,,,300,300,
向中央银行借款(万元),,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,
应付票据(万元),,,,,,,,,,,
应付账款(万元),2594,2730,,2908,,,,,,594,
预收账款(万元),319,508,374,764,250,373,500,656,555,565,
卖出回购金融资产款(万元),,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,
应付职工薪酬(万元),1284,1170,727,1841,1398,952,1592,842,764,609,
应交税费(万元),1279,800,796,587,732,875,887,1085,1020,885,
应付利息(万元),,,,,,,,,,1,
应付股利(万元),,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,
其他应付款(万元),,536,,1094,,,,,,489,
预提费用(万元),,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,
递延收益(万元),,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,,
其他流动负债(万元),,,,,,,,,,,
流动负债合计(万元),5767,5745,4782,7194,4330,4824,5315,6492,3488,3443,
长期借款(万元),,,,,,,,,,,
应付债券(万元),,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,
长期递延收益(万元),200,231,239,246,255,262,72,,,,
递延所得税负债(万元),49,31,31,16,8,2,,,,,
其他非流动负债(万元),,,,,,,,,,,
非流动负债合计(万元),249,262,270,262,263,263,72,0,0,0,
负债合计(万元),6015,6007,5052,7456,4593,5087,5387,6492,3488,3443,
实收资本(或股本)(万元),8080,8080,8080,8080,6060,6060,6060,6060,2863,2669,
资本公积(万元),37515,37515,37515,37515,13242,13242,13242,13242,3970,,
减:库存股(万元),,,,,,,,,,,
专项储备(万元),,,,,,,,,,,
盈余公积(万元),1626,1626,1626,1626,1013,1013,1013,454,1692,1370,
一般风险准备(万元),,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,
未分配利润(万元),17569,14153,14789,13264,11826,10197,6868,2635,5576,3708,
拟分配现金股利(万元),,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,
归属于母公司股东权益合计(万元),64791,61375,62011,60486,32142,30513,27184,22392,14101,7747,
少数股东权益(万元),,608,862,854,853,802,755,567,439,390,
所有者权益(或股东权益)合计(万元),64791,61983,62873,61339,32994,31314,27938,22959,14540,8137,
负债和所有者权益(或股东权益)总计(万元),70806,67990,67925,68796,37587,36402,33326,29451,18028,11580,		
