报告日期,2019-09-30,2019-06-30,2018-12-31,2018-06-30,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
货币资金(万元),11660,14564,13127,10546,10271,6456,2802,4683,2414,
结算备付金(万元),,,,,,,,,,
拆出资金(万元),,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,
应收票据(万元),2002,1294,,,,7177,911,1125,240,
应收账款(万元),32302,32069,,,,10695,15449,10659,8160,
预付款项(万元),288,202,165,146,583,593,551,243,476,
应收保费(万元),,,,,,,,,,
应收分保账款(万元),,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,
应收利息(万元),,,,,,,,,,
应收股利(万元),,,,,,,,,,
其他应收款(万元),166,192,,194,235,113,141,306,1840,
应收出口退税(万元),,,,,,,,,,
应收补贴款(万元),,,,,,,,,,
应收保证金(万元),,,,,,,,,,
内部应收款(万元),,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,
存货(万元),9052,9388,10560,15596,15155,15628,13451,9429,5092,
待摊费用(万元),,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,
其他流动资产(万元),257,256,203,,427,255,4002,500,13,
流动资产合计(万元),55725,57964,53243,52326,46848,40916,37307,26945,18236,
发放贷款及垫款(万元),,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,
长期应收款(万元),,,,,,,,,,
长期股权投资(万元),,,,,,,,,,
其他长期投资(万元),,,,,,,,,,
投资性房地产(万元),,,,,,,,,,
固定资产原值(万元),3489,3491,,,,,,,,
累计折旧(万元),1318,1226,,,,,,,,
固定资产净值(万元),2171,2266,,,,,,,,
固定资产减值准备(万元),,,,,,,,,,
固定资产(万元),2171,2266,2340,1334,1363,917,915,517,233,
在建工程(万元),,,,,,,,,,
工程物资(万元),,,,,,,,,,
固定资产清理(万元),,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,
油气资产(万元),,,,,,,,,,
无形资产(万元),856,846,906,814,825,876,594,311,347,
开发支出(万元),,,,,,,,,,
商誉(万元),,,,,,,,,,
长期待摊费用(万元),87,106,143,181,140,12,36,84,,
股权分置流通权(万元),,,,,,,,,,
递延所得税资产(万元),519,536,406,352,251,213,229,192,127,
其他非流动资产(万元),1328,740,759,1743,740,1159,407,,,
非流动资产合计(万元),4962,4493,4555,4424,3319,3177,2181,1104,706,
资产总计(万元),60687,62457,57798,56750,50167,44094,39488,28049,18942,
短期借款(万元),,,,,,200,210,4500,5200,
向中央银行借款(万元),,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,
拆入资金(万元),,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,
应付票据(万元),,,,,,,,,,
应付账款(万元),6043,6072,,,,4587,4271,2176,1451,
预收账款(万元),1355,2119,2098,7922,5181,4431,2444,4253,1765,
卖出回购金融资产款(万元),,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,
应付职工薪酬(万元),242,341,684,325,637,244,403,237,188,
应交税费(万元),74,1150,977,1120,1378,608,1352,1527,1278,
应付利息(万元),,,,,,0,0,7,11,
应付股利(万元),,,,,,,,,,
其他应交款(万元),,,,,,,,,,
应付保证金(万元),,,,,,,,,,
内部应付款(万元),,,,,,,,,,
其他应付款(万元),36,30,,27,8,37,8,2237,1,
预提费用(万元),,,,,,,,,,
预计流动负债(万元),,,,,,,,,,
应付分保账款(万元),,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,
国际票证结算(万元),,,,,,,,,,
国内票证结算(万元),,,,,,,,,,
递延收益(万元),,,,,,,,,,
应付短期债券(万元),,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,
其他流动负债(万元),,,,,,,,,,
流动负债合计(万元),7748,9712,10052,14334,11228,10108,8688,14937,9894,
长期借款(万元),,,,,,,,,,
应付债券(万元),,,,,,,,,,
长期应付款(万元),,,,,,,,,,
专项应付款(万元),,,,,,,,,,
预计非流动负债(万元),643,669,594,529,410,346,273,213,200,
长期递延收益(万元),,,,,,,,,,
递延所得税负债(万元),,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,
非流动负债合计(万元),643,669,594,529,410,346,273,213,200,
负债合计(万元),8391,10381,10646,14863,11638,10454,8961,15150,10094,
实收资本(或股本)(万元),5900,5900,5900,5900,5900,5900,5900,516,500,
资本公积(万元),24750,24750,23626,23626,23626,23626,23626,5012,262,
减:库存股(万元),,,,,,,,,,
专项储备(万元),,,,,,,,,,
盈余公积(万元),1658,1658,1753,883,883,83,83,258,250,
一般风险准备(万元),,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,
未分配利润(万元),20020,19752,15813,11348,8120,4031,918,7113,7836,
拟分配现金股利(万元),,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,
归属于母公司股东权益合计(万元),52328,52060,47092,41756,38529,33640,30527,12899,8848,
少数股东权益(万元),-32,16,60,131,,,,,,
所有者权益(或股东权益)合计(万元),52296,52076,47152,41887,38529,33640,30527,12899,8848,
负债和所有者权益(或股东权益)总计(万元),60687,62457,57798,56750,50167,44094,39488,28049,18942,		
