报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-09-30,2013-12-31,2012-12-31,
货币资金(万元),16678,15910,23371,31490,16268,19712,21270,28669,19000,32546,6513,14949,5547,8780,6420,3043,5260,
结算备付金(万元),,,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,0,,,,,,,,,,,,
应收票据(万元),2248,1972,3790,2440,,,1825,2063,481,647,245,94,60,41,51,73,54,
应收账款(万元),69326,61686,50446,49419,,,28494,29697,24345,18879,13410,11245,10763,7633,5712,4466,2994,
预付款项(万元),3956,2725,3093,1930,2830,2575,2306,1281,1378,771,1296,740,977,603,1098,437,457,
应收保费(万元),,,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,,,,,
应收股利(万元),,175,,,,,,,,,,,,,,,,
其他应收款(万元),,6267,,5003,4718,3806,2716,1777,1237,826,842,604,666,475,516,306,232,
应收出口退税(万元),,,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,,
存货(万元),1124,1028,1027,827,1040,924,2649,608,1008,523,1062,491,758,466,610,494,600,
待摊费用(万元),,,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,0,,,,,,,,,,,,
其他流动资产(万元),5731,7213,8775,3377,7402,6509,3237,2789,1821,967,889,583,378,425,554,266,116,
流动资产合计(万元),105809,96976,96344,94485,79425,72615,62496,66884,49270,55158,24256,28707,19149,18424,14961,9085,9713,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,,
