报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-06-30,2018-12-31,2017-12-31,2016-12-31,
货币资金(万元),64023,14040,19981,14319,12595,8522,7396,8662,
结算备付金(万元),,,,,,,,,
拆出资金(万元),,,,,,,,,
交易性金融资产(万元),22523,9155,100,3100,73,,,,
衍生金融资产(万元),110,,13,,,,,,
应收票据(万元),,428,190,,5372,2898,1656,1796,
应收账款(万元),25627,22322,20879,22190,21928,22266,19864,14613,
预付款项(万元),1269,543,305,408,568,1063,1355,1761,
应收保费(万元),,,,,,,,,
应收分保账款(万元),,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,
应收利息(万元),,,,,,,,,
应收股利(万元),,,,,,,,,
其他应收款(万元),,,61,67,,,,,
应收出口退税(万元),,,,,,,,,
应收补贴款(万元),,,,,,,,,
应收保证金(万元),,,,,,,,,
内部应收款(万元),,,,,,,,,
买入返售金融资产(万元),,,,,,,,,
存货(万元),10113,12983,12863,13817,13730,14533,13388,12216,
待摊费用(万元),,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,
其他流动资产(万元),323,634,588,548,295,1186,748,899,
流动资产合计(万元),133316,67222,61277,58122,54612,50572,44597,40471,
发放贷款及垫款(万元),,,,,,,,,
可供出售金融资产(万元),,,,,,,332,,
持有至到期投资(万元),,,,,,,,,
长期应收款(万元),,,,,,,,,
长期股权投资(万元),,,,,,,,,
其他长期投资(万元),,,,,,,,,
投资性房地产(万元),,,,,,,,,
固定资产原值(万元),,,66842,65974,,,,,
累计折旧(万元),,,27596,26323,,,,,
固定资产净值(万元),,,39245,39650,,,,,
固定资产减值准备(万元),,,370,370,,,,,
固定资产(万元),,,38875,39281,,,,,
在建工程(万元),,,2475,2648,,,,,
工程物资(万元),,,96,141,,,,,
固定资产清理(万元),,,,,,,,,
生产性生物资产(万元),,,,,,,,,
公益性生物资产(万元),,,,,,,,,
油气资产(万元),,,,,,,,,
无形资产(万元),11016,11053,11122,11210,11388,9861,9679,9971,
开发支出(万元),,,,,,,,,
商誉(万元),,,,,,,,,
长期待摊费用(万元),816,286,294,323,388,453,384,151,
股权分置流通权(万元),,,,,,,,,
递延所得税资产(万元),416,371,341,350,367,384,402,624,
其他非流动资产(万元),4177,2088,1496,975,1133,862,9635,8846,
非流动资产合计(万元),64298,56961,54699,54926,51352,46562,48924,47290,
资产总计(万元),197613,124182,115976,113048,105963,97134,93521,87761,
短期借款(万元),14591,20554,16665,16418,17997,17056,18186,12261,
向中央银行借款(万元),,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,
拆入资金(万元),,,,,,,,,
交易性金融负债(万元),,,,,,,,,
衍生金融负债(万元),24,17,31,,,10,,149,
应付票据(万元),,,,,,,,,
应付账款(万元),9757,8263,8205,8902,7825,,,,
预收账款(万元),,,,553,220,158,501,397,
卖出回购金融资产款(万元),,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,
应付职工薪酬(万元),1081,1017,962,1368,970,1487,831,696,
应交税费(万元),1976,2125,1482,1784,2699,2302,2459,1634,
应付利息(万元),13,,,15,23,29,22,13,
应付股利(万元),,,,,,,,7000,
其他应交款(万元),,,,,,,,,
应付保证金(万元),,,,,,,,,
内部应付款(万元),,,,,,,,,
其他应付款(万元),,,1417,1282,,,,,
预提费用(万元),,,,,,,,,
预计流动负债(万元),,,,,,,,,
应付分保账款(万元),,,,,,,,,
保险合同准备金(万元),,,,,,,,,
代理买卖证券款(万元),,,,,,,,,
代理承销证券款(万元),,,,,,,,,
国际票证结算(万元),,,,,,,,,
国内票证结算(万元),,,,,,,,,
递延收益(万元),,,,,,,,,
应付短期债券(万元),,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,
其他流动负债(万元),,,,,,,,,
流动负债合计(万元),29123,33451,29053,30322,31040,30331,43903,47554,
长期借款(万元),,,,,,,,,
应付债券(万元),,,,,,,,,
长期应付款(万元),,,,,,,,,
专项应付款(万元),,,,,,,,,
预计非流动负债(万元),,,,,,,343,356,
长期递延收益(万元),1935,2042,2211,1081,1103,1085,986,275,
递延所得税负债(万元),758,787,779,763,776,882,766,809,
其他非流动负债(万元),,,,,,,,,
非流动负债合计(万元),2693,2829,2989,1844,1879,1966,2096,1440,
负债合计(万元),31816,36280,32043,32166,32919,32298,45999,48994,
实收资本(或股本)(万元),33200,24900,24900,24900,24900,24900,24900,24657,
资本公积(万元),82577,15847,15847,15847,15840,15840,15816,4251,
减:库存股(万元),,,,,,,,,
专项储备(万元),1695,1694,1713,1592,1471,1395,1171,879,
盈余公积(万元),4374,4374,4374,4374,2605,2605,922,3260,
一般风险准备(万元),,,,,,,,,
未确定的投资损失(万元),,,,,,,,,
未分配利润(万元),43764,40920,36930,33995,28132,20105,4983,6322,
拟分配现金股利(万元),,,,,,,,,
外币报表折算差额(万元),,,,,,,,,
归属于母公司股东权益合计(万元),165798,87903,83934,80881,73044,64836,47657,39306,
少数股东权益(万元),,,,,,,-135,-540,
所有者权益(或股东权益)合计(万元),165798,87903,83934,80881,73044,64836,47522,38767,
负债和所有者权益(或股东权益)总计(万元),197613,124182,115976,113048,105963,97134,93521,87761,		
