报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-06-30,2018-12-31,2017-12-31,2016-12-31,
货币资金(万元),93600,27015,23536,38179,21806,28260,25593,17743,
结算备付金(万元),,,,,,,,,
拆出资金(万元),,,,,,,,,
交易性金融资产(万元),,,,,,,,,
衍生金融资产(万元),,,,,,49,,,
应收票据(万元),5796,5661,5719,6091,14796,,,,
应收账款(万元),101893,95261,70150,63751,80538,,,,
预付款项(万元),887,272,509,333,353,88,443,89,
应收保费(万元),,,,,,,,,
应收分保账款(万元),,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,
应收利息(万元),21,,,,,,,,
应收股利(万元),,,,,,,,,
其他应收款(万元),,,,652,,,,,
应收出口退税(万元),,,,,,,,,
应收补贴款(万元),,,,,,,,,
应收保证金(万元),,,,,,,,,
内部应收款(万元),,,,,,,,,
买入返售金融资产(万元),,,,,,,,,
存货(万元),26302,17762,16458,21715,15745,18453,20760,23453,
待摊费用(万元),,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,
其他流动资产(万元),4703,3555,2959,3922,3908,4390,5658,8127,
流动资产合计(万元),259861,164935,133733,155953,151145,136209,129957,147583,
发放贷款及垫款(万元),,,,,,,,,
可供出售金融资产(万元),,,,,,,,,
持有至到期投资(万元),,,,,,,,,
长期应收款(万元),,,,,,,,,
长期股权投资(万元),,,,,,,,,
其他长期投资(万元),,,,,,,,,
投资性房地产(万元),,,,,,,,,
固定资产原值(万元),,,53507,53449,,,,,
累计折旧(万元),,,21740,20907,,,,,
固定资产净值(万元),,,31767,32541,,,,,
固定资产减值准备(万元),,,,,,,,,
固定资产(万元),,,31767,32541,,,,,
在建工程(万元),,,,,,,,,
工程物资(万元),,,,,,,,,
固定资产清理(万元),,,37,34,,,,,
生产性生物资产(万元),,,,,,,,,
公益性生物资产(万元),,,,,,,,,
油气资产(万元),,,,,,,,,
无形资产(万元),11598,10640,10716,10841,10654,10596,10406,5739,
开发支出(万元),,,,,,,,,
商誉(万元),,,,,,,,,
长期待摊费用(万元),828,924,374,499,656,994,1475,1027,
股权分置流通权(万元),,,,,,,,,
递延所得税资产(万元),4218,4064,3442,3429,3363,2921,2804,3623,
其他非流动资产(万元),2587,2372,2295,2144,1138,912,1373,1298,
非流动资产合计(万元),52029,50092,49416,50183,49253,49941,51326,38568,
资产总计(万元),311890,215027,183148,206136,200398,186150,181283,186151,
短期借款(万元),7000,10000,8000,13000,25000,23511,26118,27500,
向中央银行借款(万元),,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,
拆入资金(万元),,,,,,,,,
交易性金融负债(万元),,,,,,,,,
衍生金融负债(万元),,,,,,,,,
应付票据(万元),2091,878,,,1255,,,,
应付账款(万元),102052,81137,65905,81027,75908,,,,
预收账款(万元),,,,295,431,453,611,2063,
卖出回购金融资产款(万元),,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,
应付职工薪酬(万元),7118,4931,2771,8131,4949,6237,5850,5519,
应交税费(万元),3125,2962,1678,2047,2892,1171,1810,3959,
应付利息(万元),27,,,19,,,,,
应付股利(万元),,,,,,,,,
其他应交款(万元),,,,,,,,,
应付保证金(万元),,,,,,,,,
内部应付款(万元),,,,,,,,,
其他应付款(万元),,,,2212,,,,,
预提费用(万元),,,,,,,,,
预计流动负债(万元),,,,,,,,,
应付分保账款(万元),,,,,,,,,
保险合同准备金(万元),,,,,,,,,
代理买卖证券款(万元),,,,,,,,,
代理承销证券款(万元),,,,,,,,,
国际票证结算(万元),,,,,,,,,
国内票证结算(万元),,,,,,,,,
递延收益(万元),,,,,,,,,
应付短期债券(万元),,,,,,,,,
一年内到期的非流动负债(万元),,,,,2100,2100,,2500,
其他流动负债(万元),18633,18490,15169,15240,12228,10800,8252,8675,
流动负债合计(万元),143286,121380,95991,121969,127574,123587,128212,144492,
长期借款(万元),,,,,,,4200,,
应付债券(万元),,,,,,,,,
长期应付款(万元),,,,,,,,,
专项应付款(万元),,,,,,,,,
预计非流动负债(万元),1833,1736,1572,1441,1545,1398,1546,1840,
长期递延收益(万元),9,9,10,10,511,24,38,40,
递延所得税负债(万元),,,,,,7,,,
其他非流动负债(万元),,,,,,,,,
非流动负债合计(万元),1842,1745,1582,1451,2056,1429,5784,1880,
负债合计(万元),145128,123125,97573,123420,129630,125016,133996,146372,
实收资本(或股本)(万元),40100,33000,33000,33000,33000,33000,33000,15000,
资本公积(万元),65563,6627,6627,6627,6627,6627,6627,4968,
减:库存股(万元),,,,,,,,,
专项储备(万元),,,,,,,,,
盈余公积(万元),8178,8178,8178,8178,6137,6137,4848,3788,
一般风险准备(万元),,,,,,,,,
未确定的投资损失(万元),,,,,,,,,
未分配利润(万元),52921,44097,37770,34911,25004,15370,2812,16023,
拟分配现金股利(万元),,,,,,,,,
外币报表折算差额(万元),,,,,,,,,
归属于母公司股东权益合计(万元),166762,91903,85575,82717,70768,61134,47288,39779,
少数股东权益(万元),,,,,,,,,
所有者权益(或股东权益)合计(万元),166762,91903,85575,82717,70768,61134,47288,39779,
负债和所有者权益(或股东权益)总计(万元),311890,215027,183148,206136,200398,186150,181283,186151,		
