报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2015-03-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),23017,30556,28251,26540,28152,27854,24014,22567,47807,50699,10326,4421,3023,6722,1827,3327,1266,
结算备付金(万元),,,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,,,
应收票据(万元),475,481,1961,1178,180,798,441,471,268,460,714,1291,32,,,,,
应收账款(万元),50361,42300,44641,48575,52389,30885,22942,27079,24828,21379,16250,23772,17647,9521,12055,8296,6441,
预付款项(万元),870,872,762,448,1349,233,246,176,387,140,1251,298,203,167,110,424,451,
应收保费(万元),,,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,,
应收利息(万元),,,,,,,216,193,105,41,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,,,
其他应收款(万元),,733,,1022,978,981,732,954,211,116,133,78,68,222,1718,342,344,
应收出口退税(万元),,,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,,
存货(万元),24333,20985,19080,21984,20524,12038,10183,8693,8744,8005,8236,6210,6923,3632,3344,2652,3638,
待摊费用(万元),,,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,70,102,,,
其他流动资产(万元),7671,10497,3795,2555,1114,1009,17522,24302,659,1127,819,247,1387,238,379,278,264,
流动资产合计(万元),107385,106425,99427,102301,104687,73797,76296,84435,83007,81967,37728,36318,29282,20573,19535,15320,12403,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,,,
固定资产原值(万元),,44269,,42120,,23237,,21677,,18363,,18049,16246,,,,,
累计折旧(万元),,10531,,9017,,8135,,7304,,6277,,5584,4343,,,,,
固定资产净值(万元),,33737,,33103,,15102,,14373,,12086,,12464,11903,,,,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,,,
固定资产(万元),,33737,,33103,17846,15102,14358,14373,11888,12086,12226,12464,11903,10488,7455,5397,5570,
在建工程(万元),,9655,,8184,17304,11658,6519,6471,1529,16,14,11,134,48,447,,,
工程物资(万元),,,,,,,,,,,,,,,,,,
固定资产清理(万元),,,,77,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,,,
无形资产(万元),2353,2402,2439,2477,2464,2385,2346,2368,1821,1835,1849,1862,1869,776,779,250,260,
开发支出(万元),,,,,,,,,,,,,,,,,,
商誉(万元),9580,9580,9580,9580,11653,4442,,,,,,,,,,,,
长期待摊费用(万元),1229,1131,1087,1126,468,309,244,227,161,175,189,201,218,145,,215,330,
股权分置流通权(万元),,,,,,,,,,,,,,,,,,
递延所得税资产(万元),1525,1508,1337,1529,1222,725,594,620,554,580,491,579,483,336,367,285,240,
其他非流动资产(万元),2459,459,810,1949,4791,8416,5350,295,2823,1289,,59,51,1416,982,19,144,
非流动资产合计(万元),60324,58472,57842,58024,55748,43037,29410,24354,18777,15980,14769,15176,14656,13209,10031,6165,6545,
资产总计(万元),167709,164897,157268,160325,160435,116834,105706,108790,101784,97947,52497,51494,43938,33782,29566,21485,18948,
短期借款(万元),20210,28210,22000,19000,19000,,,,,,,,1000,1500,3487,3218,3907,
向中央银行借款(万元),,,,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,,,
应付票据(万元),,,,,,,,,,,,,,,,,,
应付账款(万元),32433,24989,,29671,,16994,12217,17531,12741,10023,9704,10372,11239,5974,5871,3394,3060,
预收账款(万元),571,268,335,181,294,36,,0,4,4,,,3,1,1,5,,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,,,
应付职工薪酬(万元),2520,2411,2208,3138,2724,1513,979,1348,867,924,773,917,889,504,667,558,647,
