报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),10041,16144,16730,11046,10689,8587,41126,6063,3260,3254,2504,1252,3174,2563,
结算备付金(万元),,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,
交易性金融资产(万元),2513,2892,8079,7466,7503,4221,,,,,,,44,70,
衍生金融资产(万元),,,,,,,,,,,,,,,
应收票据(万元),353,1906,2337,1879,1515,2712,840,1569,2947,1740,,319,214,885,
应收账款(万元),13852,11404,11234,11700,12304,10352,10044,9052,7554,9377,7956,5967,4929,4102,
预付款项(万元),1256,751,794,809,1075,1487,1708,478,540,915,980,779,784,1094,
应收保费(万元),,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,
应收利息(万元),,,,,,,3,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,
其他应收款(万元),,718,,658,457,502,525,511,623,600,1077,1965,3064,4273,
应收出口退税(万元),,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,
存货(万元),12338,12193,10937,10757,11562,11043,10320,9703,9432,9757,9137,7591,8952,5743,
待摊费用(万元),,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,
其他流动资产(万元),29573,25597,18893,24822,28579,32903,7025,618,346,138,581,1589,1155,103,
流动资产合计(万元),70647,71605,69902,69137,73684,71808,71590,27994,24702,25781,22234,19462,22316,18833,
发放贷款及垫款(万元),,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,1000,1000,1000,1000,1000,1202,1304,2344,2136,1000,500,
持有至到期投资(万元),,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,
长期股权投资(万元),7712,7354,7264,6938,7099,6765,6683,6327,6101,5594,5386,4959,2813,2151,
其他长期投资(万元),,,,,,,,,,,,,,,
投资性房地产(万元),49,51,50,53,55,56,58,59,62,65,68,70,76,82,
固定资产原值(万元),,39220,,24447,,23370,,21703,,20139,,18744,,,
累计折旧(万元),,12874,,11722,,10940,,10121,,8771,,7481,,,
固定资产净值(万元),,26346,,12725,,12430,,11581,,11368,,11264,,,
固定资产减值准备(万元),,,,,,,,,,,,,,,
固定资产(万元),,26346,,12725,12233,12430,12176,11581,11346,11368,10855,11264,10764,8604,
在建工程(万元),,2347,,8449,6083,5293,4889,3746,2722,1146,,,,,
工程物资(万元),,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,
无形资产(万元),2412,2477,2486,2301,2136,2075,2099,2106,2086,2139,709,744,679,777,
开发支出(万元),,,,,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,,,,
长期待摊费用(万元),2664,2475,2461,2159,2028,1670,1578,1466,1226,1413,1597,1514,1095,1018,
股权分置流通权(万元),,,,,,,,,,,,,,,
递延所得税资产(万元),1170,1137,1135,1148,1142,1116,1105,1095,1103,1108,314,435,289,194,
其他非流动资产(万元),3544,2681,3658,3659,4212,3169,2224,2338,1080,679,2422,215,223,455,
非流动资产合计(万元),46806,44869,40304,38433,35987,33576,31811,29718,26929,24815,23696,21337,16940,13780,
资产总计(万元),117454,116473,110206,107570,109671,105384,103402,57712,51631,50596,45930,40799,39256,32613,
短期借款(万元),550,2900,655,2910,7065,7565,8000,8753,9297,10002,9000,7305,7982,6479,
向中央银行借款(万元),,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,23,,
衍生金融负债(万元),,,,,,,,,,,,,,,
应付票据(万元),5940,5553,,4618,,5157,3915,3680,2503,3052,2932,1835,2687,2017,
应付账款(万元),9342,10635,,6977,,6331,6915,6219,5742,6935,6213,4890,5135,3871,
预收账款(万元),623,736,707,502,862,600,687,797,616,777,742,945,845,778,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,
