报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-06-30,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
货币资金(万元),38114,37731,134010,15639,10262,6822,5376,15059,18127,13379,
结算备付金(万元),,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,
交易性金融资产(万元),100834,100450,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,
应收票据(万元),17219,18487,15772,,15486,,10935,,1669,2806,
应收账款(万元),17716,18564,19442,,15733,,13838,,10737,9495,
预付款项(万元),2356,1692,1385,2637,1596,1244,902,378,122,598,
应收保费(万元),,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,
应收利息(万元),,,,,,,,,,,
应收股利(万元),,,,,,,,,,,
其他应收款(万元),,217,,,661,,123,,18649,15779,
应收出口退税(万元),,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,
存货(万元),14796,12415,12671,12924,14898,11367,6976,6687,6853,7633,
待摊费用(万元),,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,
其他流动资产(万元),2143,2099,1545,1497,2508,2702,1992,2160,23,191,
流动资产合计(万元),193438,191655,185033,66092,61144,46632,40143,39280,56179,49882,
发放贷款及垫款(万元),,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,
固定资产原值(万元),,76116,,76901,,62291,,50714,,,
累计折旧(万元),,24233,,23255,,19299,,16676,,,
固定资产净值(万元),,51883,,53645,,42992,,34038,,,
固定资产减值准备(万元),,,,,,,,,,,
固定资产(万元),,51883,,53645,51982,42992,38828,34038,27067,23404,
在建工程(万元),,13851,,,9320,14995,14654,16047,5676,3614,
工程物资(万元),,,,,,,,,,5,
固定资产清理(万元),,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,
油气资产(万元),,,,,,,,,,,
无形资产(万元),5816,5875,5934,5993,6111,6229,6347,6465,5433,5618,
开发支出(万元),,,,,,,,,,,
商誉(万元),347,347,347,347,347,,,,,,
长期待摊费用(万元),,,,,,,,,835,111,
股权分置流通权(万元),,,,,,,,,,,
递延所得税资产(万元),1102,1091,1057,1155,684,671,229,189,96,69,
其他非流动资产(万元),706,825,976,955,783,1389,929,848,417,479,
非流动资产合计(万元),73527,73871,73411,72988,69226,66276,60986,57588,39523,33300,
资产总计(万元),266965,265526,258445,139080,130370,112909,101130,96868,95702,83182,
短期借款(万元),,0,2020,2059,2035,4574,4742,,,,
向中央银行借款(万元),,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,
应付票据(万元),1590,1422,,,3074,,1050,,,,
应付账款(万元),6961,8339,,,7797,,7987,,2834,3725,
预收账款(万元),2220,1331,786,1592,1413,1052,1282,1844,926,467,
卖出回购金融资产款(万元),,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,
应付职工薪酬(万元),962,706,619,921,701,436,345,294,185,192,
应交税费(万元),1885,2206,2266,2499,1455,1207,1005,1864,554,405,
应付利息(万元),,,,,,,,,,,
应付股利(万元),,,,,,,66,,,,
其他应交款(万元),,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,
其他应付款(万元),,14632,,,15813,,12411,,12775,21107,
预提费用(万元),,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,
递延收益(万元),,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,
一年内到期的非流动负债(万元),,5000,5000,5000,,,,12000,,,
其他流动负债(万元),,,,,,,,,,,
流动负债合计(万元),27671,33636,34470,34935,32287,27459,28888,35980,17274,25897,
长期借款(万元),,,,,5000,5000,,,12000,,
应付债券(万元),,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,
长期递延收益(万元),3608,3928,4153,4211,3911,3757,3807,3686,3746,3569,
递延所得税负债(万元),164,72,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,
非流动负债合计(万元),3772,4000,4153,4211,8911,8757,3807,3686,15746,3569,
负债合计(万元),31443,37637,38623,39145,41199,36216,32695,39666,33020,29466,
实收资本(或股本)(万元),20000,20000,20000,15000,15000,15000,15000,15000,15000,15000,
资本公积(万元),110228,110228,110228,987,987,987,987,987,16514,16214,
减:库存股(万元),,,,,,,,,,,
专项储备(万元),,,,,,,,,,,
盈余公积(万元),8865,8865,8865,8865,7535,7487,6246,6201,4744,3888,
一般风险准备(万元),,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,
未分配利润(万元),95557,87924,79870,74225,64842,53219,46201,35014,26236,18615,
拟分配现金股利(万元),,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,
归属于母公司股东权益合计(万元),234641,227017,218962,99077,88363,76693,68434,57202,62493,53716,
少数股东权益(万元),881,872,859,858,808,,,,189,,
所有者权益(或股东权益)合计(万元),235522,227889,219821,99935,89171,76693,68434,57202,62683,53716,
负债和所有者权益(或股东权益)总计(万元),266965,265526,258445,139080,130370,112909,101130,96868,95702,83182,		
