报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,
货币资金(万元),6846,12549,64419,19476,13276,15856,14075,11519,5687,7633,7351,6585,5119,2147,1825,1633,369,
结算备付金(万元),,,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,,,
应收票据(万元),151,107,327,185,,,657,2478,,465,1038,,,,50,,259,
应收账款(万元),9182,10132,9563,9564,,,8037,6535,10428,7745,7457,,7168,6909,6617,5928,5059,
预付款项(万元),447,573,1127,703,872,917,894,937,924,968,650,1083,405,282,366,222,73,
应收保费(万元),,,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,,,
其他应收款(万元),,33,,,95,45,36,,24,38,26,,57,25,56,178,383,
应收出口退税(万元),,,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,,
存货(万元),7767,7296,7454,7265,7817,7850,8335,7784,8683,8121,9175,8143,5711,5390,5591,5493,4114,
待摊费用(万元),,,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,,,
其他流动资产(万元),55445,50604,899,1523,2473,515,394,433,1541,489,1659,2714,3420,2792,2421,2405,1184,
流动资产合计(万元),79878,81295,83825,38731,36436,36411,32428,29706,27287,25460,27355,23903,21880,17545,16926,15858,11441,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,25,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,,,
固定资产原值(万元),,10435,,10402,,,,10295,,,,8357,,,,,,
