报告日期,2020-09-30,2020-06-30,2019-12-31,2019-06-30,2019-03-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
货币资金(万元),101526,7327,13614,6154,17693,31560,16117,3317,1395,3627,
结算备付金(万元),,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,
应收票据(万元),76,440,261,143,,,864,,,,
应收账款(万元),56649,62644,69384,59473,,,30995,16458,4544,3259,
预付款项(万元),1217,712,930,556,1303,1065,714,448,446,1391,
应收保费(万元),,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,
应收利息(万元),,,,,,,,,,,
应收股利(万元),,,,,,,,,,,
其他应收款(万元),,2030,1361,,,,2014,784,1273,1479,
应收出口退税(万元),,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,
存货(万元),933,928,56855,56541,43044,39067,27166,26292,21799,23548,
待摊费用(万元),,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,
其他流动资产(万元),15996,15024,13996,12000,10452,8615,5243,1479,66,43,
流动资产合计(万元),270464,168185,156400,136055,125106,129558,83113,48778,29523,33347,
发放贷款及垫款(万元),,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,
投资性房地产(万元),316,318,323,,,,,,,,
固定资产原值(万元),,10756,10752,,,,,,,,
累计折旧(万元),,1485,1228,,,,,,,,
固定资产净值(万元),,9271,9525,,,,,,,,
固定资产减值准备(万元),,,,,,,,,,,
固定资产(万元),,9271,9525,,,,5770,496,163,228,
在建工程(万元),,,,,,,,3555,,,
工程物资(万元),,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,
油气资产(万元),,,,,,,,,,,
无形资产(万元),121,127,139,100,90,102,101,31,36,10,
开发支出(万元),,,,,,,,,,,
商誉(万元),,,,,,,,,,,
长期待摊费用(万元),,,,,,,,,,,
股权分置流通权(万元),,,,,,,,,,,
递延所得税资产(万元),2056,1620,1436,1362,1222,1100,656,183,78,68,
其他非流动资产(万元),380,380,380,,,370,,1053,775,,
非流动资产合计(万元),12064,11716,11802,11802,11661,7874,6527,5318,1052,306,
资产总计(万元),282528,179901,168202,147857,136767,137432,89640,54095,30575,33653,
短期借款(万元),14974,17477,15927,16299,14422,11758,6969,3600,3600,3600,
向中央银行借款(万元),,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,
应付票据(万元),7921,5668,9095,4219,,,,,,,
应付账款(万元),35803,39377,36807,31756,,,31319,19905,8528,11744,
预收账款(万元),,,577,1537,4079,5522,2427,890,467,6110,
卖出回购金融资产款(万元),,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,
应付职工薪酬(万元),3679,2295,1938,2129,1151,3898,2927,627,176,4,
应交税费(万元),790,983,1692,1036,606,929,755,712,2123,2451,
应付利息(万元),,,,,,,14,,,,
应付股利(万元),,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,
其他应付款(万元),,61,6,,,,2,190,3510,1247,
预提费用(万元),,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,
递延收益(万元),,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,
一年内到期的非流动负债(万元),,,,1998,2499,3000,,,,,
其他流动负债(万元),13885,12648,11312,9458,8477,7845,4793,1484,,,
流动负债合计(万元),77777,79106,77355,68455,63189,77518,49206,27408,18404,25156,
长期借款(万元),,,,,,,3000,,,,
应付债券(万元),,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,
长期递延收益(万元),,,20,20,20,20,,,,,
递延所得税负债(万元),,,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,
非流动负债合计(万元),2476,2846,20,20,20,20,3000,0,0,0,
负债合计(万元),80253,81952,77375,68475,63209,77538,52206,27408,18404,25156,
实收资本(或股本)(万元),7089,5317,5317,5317,5317,5079,5079,5079,2008,2008,
资本公积(万元),122631,21956,21956,21956,21956,11912,11912,11912,8904,,
减:库存股(万元),,,,,,,,,,,
专项储备(万元),1802,1794,1744,1610,1601,1619,1427,1379,698,343,
盈余公积(万元),4413,4413,4440,4440,4440,4440,2203,1107,332,567,
一般风险准备(万元),,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,
未分配利润(万元),66340,64470,57371,46060,40245,36842,16813,7209,230,5579,
拟分配现金股利(万元),,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,
归属于母公司股东权益合计(万元),202275,97949,90827,79382,73558,59893,37435,26687,12171,8498,
少数股东权益(万元),,,,,,,,,,,
所有者权益(或股东权益)合计(万元),202275,97949,90827,79382,73558,59893,37435,26687,12171,8498,
负债和所有者权益(或股东权益)总计(万元),282528,179901,168202,147857,136767,137432,89640,54095,30575,33653,		
