报告日期,2019-09-30,2019-06-30,2018-12-31,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),78846,88840,43467,31708,27680,25431,20761,26731,8539,555,356,243,575,497,
结算备付金(万元),,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,
应收票据(万元),616,989,,,592,,288,,10,53,60,63,141,22,
应收账款(万元),6200,7173,,,2852,,3113,,2702,1879,1952,513,150,229,
预付款项(万元),2200,568,292,445,1607,433,606,2300,1499,1111,1497,719,1018,413,
应收保费(万元),,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,
其他应收款(万元),,204,,11,15,,6,,,,,,1,1,
应收出口退税(万元),,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,
存货(万元),4253,6055,4035,4968,4075,4353,4339,6761,4731,4155,4116,4102,3424,2559,
待摊费用(万元),,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,
其他流动资产(万元),,,,,,,,31,8,,,,,,
流动资产合计(万元),92377,103830,54094,42672,36821,33844,29114,39251,17489,7753,7982,5641,5309,3721,
发放贷款及垫款(万元),,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,
固定资产原值(万元),,29984,29984,,,29900,,21755,,,,,12838,12683,
累计折旧(万元),,8951,7999,,,6104,,4681,,,,,1985,1282,
固定资产净值(万元),,21033,21986,,,23796,,17074,,,,,10854,11401,
固定资产减值准备(万元),,,,,,,,,,,,,,,
固定资产(万元),,21033,21986,22925,23322,23796,24470,17074,16994,17139,10501,10240,10854,11401,
在建工程(万元),,356,,1413,,,,,,885,5133,,,,
工程物资(万元),,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,
无形资产(万元),7845,7893,7991,6654,6710,6737,2927,2966,3005,3044,3083,3122,3200,3278,
开发支出(万元),,,,,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,,,,
长期待摊费用(万元),1102,635,709,783,820,857,940,1025,713,,,,,,
股权分置流通权(万元),,,,,,,,,,,,,,,
递延所得税资产(万元),64,71,46,49,33,38,27,43,22,15,26,7,2,3,
其他非流动资产(万元),7776,961,589,451,1158,162,1218,153,396,99,,,,,
非流动资产合计(万元),39166,30949,31321,32274,32043,31590,29582,22481,21129,21182,18743,13369,14056,14682,
资产总计(万元),131543,134779,85415,74945,68865,65435,58696,61731,38618,28935,26724,19009,19364,18403,
短期借款(万元),14426,18700,18800,16300,16300,13510,11174,16650,16700,16700,16700,13000,13300,11450,
向中央银行借款(万元),,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,
应付票据(万元),1920,2000,,,,,103,,310,,72,332,506,358,
应付账款(万元),1618,1881,,,1155,,1789,,1161,1023,1429,999,1646,1349,
预收账款(万元),568,325,692,1210,746,633,900,870,40,223,127,229,282,472,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,
应付职工薪酬(万元),162,159,204,186,174,190,147,117,116,115,114,61,40,38,
应交税费(万元),1302,773,1407,1381,819,843,489,865,342,618,395,151,141,54,
应付利息(万元),,38,,,38,,24,,36,36,37,32,32,26,
应付股利(万元),,,,,,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,
其他应付款(万元),,1389,,34,15,,15,,15,,,580,389,2074,
预提费用(万元),,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),964,964,920,50,13,13,13,13,,,,,,,
其他流动负债(万元),,,,,,,,,,,,,,,
流动负债合计(万元),20981,26229,26611,22416,19262,17590,14653,39433,18720,18714,18875,15383,16336,15820,
长期借款(万元),,,,,,,,,,,,,,,
应付债券(万元),,,,,,,,,,,,,,,
长期应付款(万元),,672,,,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,,,,
长期递延收益(万元),848,876,528,412,96,99,106,113,133,,,,,,
递延所得税负债(万元),,,,,,,,,20,,,,,,
其他非流动负债(万元),,,,,,,,,,,,,,,
非流动负债合计(万元),1376,1547,1568,412,96,99,106,113,153,0,0,0,0,0,
负债合计(万元),22357,27776,28179,22828,19358,17690,14760,39545,18872,18714,18875,15383,16336,15820,
实收资本(或股本)(万元),20589,20589,15442,15442,15442,15442,15442,12600,6300,5400,5400,2980,2980,2980,
资本公积(万元),57444,57444,16970,16659,,16970,16659,1136,6920,1035,1035,382,,,
减:库存股(万元),,,,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,,
盈余公积(万元),2452,2452,2452,1548,1548,1517,881,845,379,379,26,26,5,,
一般风险准备(万元),,,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,
未分配利润(万元),28701,26517,22372,18468,15858,13816,10954,7605,6148,3407,1388,238,44,-397,
拟分配现金股利(万元),,,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),109186,107003,57236,52117,49507,47745,43936,22186,19746,10221,7850,3627,3028,2583,
少数股东权益(万元),,,,,,,,,,,,,,,
所有者权益(或股东权益)合计(万元),109186,107003,57236,52117,49507,47745,43936,22186,19746,10221,7850,3627,3028,2583,
负债和所有者权益(或股东权益)总计(万元),131543,134779,85415,74945,68865,65435,58696,61731,38618,28935,26724,19009,19364,18403,		
