报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),20069,22735,35688,20029,16667,26723,31715,35479,23108,3464,691,1318,4741,2238,1230,191,
结算备付金(万元),,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,,
应收票据(万元),5246,4427,3104,4989,4704,3487,11809,13518,10969,7097,2893,2028,1234,1993,468,304,
应收账款(万元),12578,12314,12752,11135,12179,11374,12943,11870,14721,13521,10465,6921,5429,5472,4498,2559,
预付款项(万元),297,468,594,667,4424,805,941,2392,245,245,286,262,141,307,161,145,
应收保费(万元),,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,,
其他应收款(万元),,739,,480,335,519,702,307,532,382,183,177,317,348,304,80,
应收出口退税(万元),,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,
存货(万元),14557,14242,13689,11875,11360,10106,7323,4861,3359,4237,5314,5055,4472,4230,1949,1581,
待摊费用(万元),,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,,
其他流动资产(万元),2777,2365,1848,1538,1261,704,,,,,,,,,3040,70,
流动资产合计(万元),56247,57291,68314,50713,50930,53717,65433,68427,52934,28945,19831,15761,16334,14588,11650,4931,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,,
长期股权投资(万元),,244,244,244,245,247,264,304,275,251,176,97,28,29,,,
其他长期投资(万元),,,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,,
