报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
固定资产减值准备(万元),,,,,,,,,,,,,,,,,,,
固定资产(万元),,62311,,57459,42488,42917,41914,37061,28540,28556,28334,28615,22822,22769,20031,14339,11906,11563,
在建工程(万元),,3091,,1556,8871,5606,6338,6113,6297,1325,682,371,2436,303,1249,2117,1361,74,
工程物资(万元),,3,,1,,8,4,6,30,10,3,2,3,2,1,1,3,1,
固定资产清理(万元),,,,,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,,,,
无形资产(万元),15159,12780,9226,9274,9325,9377,7793,7823,6012,5344,4678,4616,4625,4651,4703,4899,1915,1767,
开发支出(万元),,,,,,,,,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,,,,,,,,
长期待摊费用(万元),,,,,,,,,,,,,,,,11,63,,
股权分置流通权(万元),,,,,,,,,,,,,,,,,,,
递延所得税资产(万元),750,678,659,710,716,853,629,767,743,704,647,794,739,661,712,429,119,115,
其他非流动资产(万元),4835,6140,3577,678,2963,2309,1046,1156,2620,1124,432,639,402,854,355,699,338,274,
非流动资产合计(万元),91839,85004,75453,69677,64363,61069,57724,52926,44242,37062,34777,35038,31027,29239,27050,22494,15706,13794,
资产总计(万元),143874,128948,127066,115863,111426,100759,103483,96601,86395,79628,79390,57584,47311,45254,45472,41258,33739,31395,
短期借款(万元),31000,26000,24500,18510,27000,21000,21000,11000,10000,8000,5000,7000,3000,2000,5800,7500,7000,9500,
向中央银行借款(万元),,,,,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,,,,
应付票据(万元),2849,1680,,2158,,1457,1994,2934,2118,1148,1699,2108,1423,871,2179,1684,,,
应付账款(万元),14424,10483,,16508,,8367,6651,11410,6603,5719,4924,7568,5883,4593,4337,4930,5163,5208,
预收账款(万元),6126,4987,7996,4313,3471,2093,4200,4325,2608,1656,3136,3367,1995,1672,2687,2623,1443,979,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,,,,
应付职工薪酬(万元),2790,2747,2172,3247,1763,2114,1948,2730,1218,1045,1683,2239,1730,1558,1962,1629,1444,897,
应交税费(万元),867,743,798,1045,755,1120,1753,1178,1191,1361,1135,536,980,692,249,964,1763,652,
应付利息(万元),,,,,,,,,,,,,,,,,,,
应付股利(万元),,,,,,,,,,,111,111,111,,,,,,
其他应交款(万元),,,,,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,,,,,
其他应付款(万元),,5493,,3932,1937,1671,1667,1353,2263,1413,1789,2095,1977,2136,1463,2146,1771,790,
预提费用(万元),,,,,,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,,,,,,,,,,
其他流动负债(万元),,,,,,,,,,,,,,,,,,,
流动负债合计(万元),63616,52133,58121,49713,46785,37822,39213,34931,26001,20343,19476,25024,17100,13522,18677,21475,18584,18026,
长期借款(万元),,,,,,,,,,,,,,,,,,,
应付债券(万元),,,,,,,,,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,,,,,,,,
长期递延收益(万元),1524,1578,1636,1685,1734,1651,1700,1749,1807,1846,1885,2025,2054,2093,1868,1431,295,280,
递延所得税负债(万元),116,116,116,116,116,116,116,116,72,72,72,72,56,56,30,,,,
其他非流动负债(万元),,,,,,,,,,,,,,,,,,,
非流动负债合计(万元),1640,1694,1752,1801,1850,1767,1816,1865,1879,1919,1958,2097,2110,2149,1898,1431,295,280,
负债合计(万元),65256,53827,59874,51514,48636,39589,41029,36796,27880,22261,21434,27121,19210,15672,20574,22905,18879,18306,
实收资本(或股本)(万元),12840,12840,12400,12400,12400,12400,12400,12400,12400,12400,12400,9300,9300,9300,9300,9300,5725,5675,
资本公积(万元),36316,35171,28964,28964,28964,28964,28964,28964,28964,28964,28964,7109,7109,7109,7109,7109,1480,1350,
减:库存股(万元),,,,,,,,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,,,,,,
盈余公积(万元),2447,2447,2447,2447,2179,2179,2179,2179,1605,1605,1605,1605,820,820,820,237,1126,639,
一般风险准备(万元),,,,,,,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,,,,,
未分配利润(万元),26769,24408,23121,20272,18999,17407,18668,15969,15337,14131,14986,12449,10872,12353,7668,1707,6529,5424,
拟分配现金股利(万元),,,,,,,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),78371,74866,66932,64083,62542,60950,62211,59512,58306,57100,57955,30463,28101,29582,24897,18353,14860,13089,
少数股东权益(万元),246,255,261,265,248,220,242,292,209,267,,,,,,,,,
所有者权益(或股东权益)合计(万元),78618,75121,67193,64349,62790,61170,62453,59805,58515,57367,57955,30463,28101,29582,24897,18353,14860,13089,
负债和所有者权益(或股东权益)总计(万元),143874,128948,127066,115863,111426,100759,103483,96601,86395,79628,79390,57584,47311,45254,45472,41258,33739,31395,		
