报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2016-03-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),28438,44354,37857,83903,83305,96994,57301,90094,67788,56923,9380,50719,36052,19759,
结算备付金(万元),,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,
应收票据(万元),445,433,298,263,30,,10,,,,,,,,
应收账款(万元),7983,7626,7037,2458,3193,1011,919,699,306,613,194,301,295,229,
预付款项(万元),983,746,926,202,2186,451,1747,532,229,783,420,97,285,355,
应收保费(万元),,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,
其他应收款(万元),,,,249,315,282,291,194,200,425,186,241,247,153,
应收出口退税(万元),,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,
存货(万元),5724,5985,4563,6964,5639,7844,6306,5760,5623,5423,5467,4990,6584,3454,
待摊费用(万元),,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,
其他流动资产(万元),78572,66375,59509,27185,8792,10078,48024,25055,351,108,32822,8,6,,
流动资产合计(万元),122578,126105,110501,121224,103458,116660,114598,122334,74497,64275,48470,56355,43469,23950,
发放贷款及垫款(万元),,,,,,,,,,,,,,,
可供出售金融资产(万元),2200,2200,2200,2200,200,200,200,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,807,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,
投资性房地产(万元),2350,2371,2393,2414,2435,2457,2478,,,,,,,,
固定资产原值(万元),,9464,,8907,,8025,,9523,9188,8785,,8453,5714,,
累计折旧(万元),,3921,,3303,,3144,,3050,2746,2509,,2190,1907,,
固定资产净值(万元),,5543,,5604,,4880,,6474,6442,6276,,6263,3806,,
固定资产减值准备(万元),,,,,,,,,,,,,,,
固定资产(万元),,5543,,5604,5257,4880,4080,6474,6442,6276,6153,6263,3806,4038,
在建工程(万元),,1186,,681,170,136,164,123,343,183,19,90,,,
工程物资(万元),,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,
无形资产(万元),6530,6372,6282,6267,6166,6217,6224,6274,6022,6117,200,73,65,75,
开发支出(万元),,,,,,,,,,,,,,,
商誉(万元),626,626,,,,,,,,,,,,,
长期待摊费用(万元),1674,1996,2242,2558,1671,1922,2249,534,551,736,55,84,197,315,
股权分置流通权(万元),,,,,,,,,,,,,,,
递延所得税资产(万元),364,328,322,258,447,410,410,490,409,298,326,283,74,8,
其他非流动资产(万元),21558,21558,21558,21796,21558,6769,160,338,533,425,27,,22,29,
非流动资产合计(万元),42004,42179,41134,41778,37905,22991,15967,14233,15107,14035,6781,6793,4164,4465,
资产总计(万元),164582,168284,151634,163002,141362,139651,130564,136566,89604,78310,55250,63148,47633,28414,
短期借款(万元),,,,,,,,,,,,,,,
向中央银行借款(万元),,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,
应付票据(万元),5476,1860,,,,,,,,,,,,,
应付账款(万元),12574,17399,,20852,,13642,7654,9072,9542,6600,3376,5221,7551,3560,
预收账款(万元),2360,2089,1613,5680,5384,6604,5131,13474,8491,7152,3071,7690,4808,1300,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,
应付职工薪酬(万元),1666,2070,982,2475,785,1072,709,2221,671,1610,430,1294,1120,818,
应交税费(万元),2917,3762,3074,3372,2738,3094,1728,1554,1838,1036,533,1642,1308,1138,
应付利息(万元),,,,,,,,,,,,,,,
应付股利(万元),,7929,,,,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,
其他应付款(万元),,,,1665,2006,1543,1762,1432,847,831,449,1418,299,230,
预提费用(万元),,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,,,,,,
其他流动负债(万元),,,,,,,,,,,,,,,
流动负债合计(万元),27789,37718,17613,34043,20812,25955,16985,27754,21390,17229,7858,17265,15086,7046,
长期借款(万元),,,,,,,,,,,,,,,
应付债券(万元),,,,,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,,,
预计非流动负债(万元),,118,118,118,,,,,,,,,,,
长期递延收益(万元),161,176,176,183,,,,,,,,,,,
递延所得税负债(万元),,,,,,,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,,,,,
非流动负债合计(万元),161,294,294,301,0,0,0,0,0,0,0,0,0,0,
负债合计(万元),27950,38011,17907,34345,20812,25955,16985,27754,21390,17229,7858,17265,15086,7046,
实收资本(或股本)(万元),40100,40100,40100,40100,40100,40100,40100,40100,36000,36000,36000,3200,3200,3200,
资本公积(万元),33761,33761,33761,33761,33761,33761,33761,33761,10711,10711,10711,,,,
减:库存股(万元),,,,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,,
盈余公积(万元),6015,6015,6015,6015,3604,3604,3604,3604,1506,1506,,4873,3478,2339,
一般风险准备(万元),,,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,
未分配利润(万元),56308,49981,53852,48782,43085,36231,36114,31348,19997,12863,681,37810,25869,15829,
拟分配现金股利(万元),,,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),136184,129857,133727,128657,120550,113696,113579,108813,68214,61081,47393,45883,32547,21368,
少数股东权益(万元),447,416,,,,,,,,,,,,,
所有者权益(或股东权益)合计(万元),136632,130273,133727,128657,120550,113696,113579,108813,68214,61081,47393,45883,32547,21368,
负债和所有者权益(或股东权益)总计(万元),164582,168284,151634,163002,141362,139651,130564,136566,89604,78310,55250,63148,47633,28414,		
