报告日期,2019-09-30,2019-06-30,2018-12-31,2018-06-30,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,
货币资金(万元),10116,12356,9108,12567,7844,16707,5663,5632,626,196,
结算备付金(万元),,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,
交易性金融资产(万元),,,,,,,5,,,,
衍生金融资产(万元),,,,,,,,,,,
应收票据(万元),10155,7939,4497,,11206,6630,3715,1312,355,32,
应收账款(万元),6629,9808,7878,,6607,3388,3339,2847,4500,1665,
预付款项(万元),8,1624,2706,1363,1224,539,1974,4434,1170,254,
应收保费(万元),,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,
应收利息(万元),,,,,,,,,,,
应收股利(万元),,,,,,,,,,,
其他应收款(万元),,607,251,77,42,31,409,136,272,125,
应收出口退税(万元),,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,
存货(万元),6821,5798,6733,7273,5405,5388,3087,4158,5538,5135,
待摊费用(万元),,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,
其他流动资产(万元),4045,4007,3752,3219,2788,1820,1648,1807,2040,1462,
流动资产合计(万元),38378,42139,34926,34726,35116,34502,19839,20327,14503,8869,
发放贷款及垫款(万元),,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,
固定资产原值(万元),,,,,,,,,,,
累计折旧(万元),,,,,,,,,,,
固定资产净值(万元),,,,,,,,,,,
固定资产减值准备(万元),,,,,,,,,,,
固定资产(万元),,24122,24973,21275,20359,19182,17828,15206,13875,11494,
在建工程(万元),,8821,4101,1723,2296,1429,1579,1233,802,734,
工程物资(万元),,,,,,100,54,356,111,603,
固定资产清理(万元),,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,
油气资产(万元),,,,,,,,,,,
无形资产(万元),3830,3852,2395,2343,2368,1182,1196,1210,1093,1111,
开发支出(万元),,,,,,,,,,,
商誉(万元),,,,,,,,,,,
长期待摊费用(万元),,,,,,,,,,,
股权分置流通权(万元),,,,,,,,,,,
递延所得税资产(万元),148,172,169,173,142,124,69,74,180,93,
其他非流动资产(万元),,217,1045,1113,168,1634,381,825,627,867,
非流动资产合计(万元),38310,37184,32684,26627,25334,23650,21107,18904,16689,14902,
资产总计(万元),76688,79323,67609,61353,60450,58152,40946,39231,31191,23771,
短期借款(万元),5500,6106,,,,,,,,,
向中央银行借款(万元),,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,
交易性金融负债(万元),,,,,,4,,,,,
衍生金融负债(万元),,,,,,,,,,,
应付票据(万元),7153,6450,4884,,905,1775,1835,1899,751,40,
应付账款(万元),2356,5630,5475,,4371,4175,5489,5128,5898,13019,
预收账款(万元),,656,342,857,6438,39,392,37,215,1005,
卖出回购金融资产款(万元),,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,
应付职工薪酬(万元),851,891,1163,942,1119,652,513,430,508,357,
应交税费(万元),296,317,597,572,387,209,146,157,388,148,
应付利息(万元),8,8,,,,,142,140,150,,
应付股利(万元),,,,,,411,,,,1459,
其他应交款(万元),,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,
其他应付款(万元),-26,2,2,3,3,1,27,29,1576,4248,
预提费用(万元),,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,
递延收益(万元),,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,7000,,,,
其他流动负债(万元),,,,,,,,,,,
流动负债合计(万元),16138,20059,12462,9763,13224,7264,15545,7819,9486,20276,
长期借款(万元),,,,,,,,7000,7000,,
应付债券(万元),,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,
长期递延收益(万元),16,16,17,18,19,20,,,,,
递延所得税负债(万元),,,,,,,1,,,,
其他非流动负债(万元),,,,,,,,,,,
非流动负债合计(万元),16,16,17,18,19,20,1,7000,7000,0,
负债合计(万元),16154,20076,12479,9781,13243,7285,15545,14819,16486,20276,
实收资本(或股本)(万元),9085,9085,9085,9085,9085,9085,7895,7895,6500,3000,
资本公积(万元),31713,31713,31713,31713,31713,31578,11122,11122,6183,3,
减:库存股(万元),,,,,,,,,,,
专项储备(万元),14,,,0,,,63,51,22,9,
盈余公积(万元),1480,1480,1480,883,883,752,172,22,22,186,
一般风险准备(万元),,,,,,,,,,,
