报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),16750,22737,24362,50487,17719,19469,50421,60802,50104,55670,4723,11618,7662,3497,5327,3685,4045,
结算备付金(万元),,,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,,,
应收票据(万元),,,,,,,,,,,,,,,,,,
应收账款(万元),10274,8161,7502,8386,7178,5507,5290,6182,4423,3900,2947,3153,2710,1939,1680,995,630,
预付款项(万元),1816,3594,2953,1587,1384,1340,1861,1549,1446,1967,2764,381,895,479,588,578,160,
应收保费(万元),,,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,,
应收利息(万元),23,,75,46,,16,620,499,232,84,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,,,
其他应收款(万元),,18,,18,62,13,44,15,61,19,31,15,25,172,37,45,49,
应收出口退税(万元),,,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,,
存货(万元),10951,9775,10196,8181,8748,7573,8593,6789,6060,6660,6191,5992,2760,1926,1869,1879,1313,
待摊费用(万元),,,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,,,
其他流动资产(万元),43551,40227,37768,14104,44697,43321,12421,265,11041,4540,5500,21,4,3000,,,,
流动资产合计(万元),83397,84512,82872,82808,79788,77238,79251,76100,73367,72841,22156,21180,14055,11013,9501,7183,6196,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,,,
长期股权投资(万元),2966,1417,1037,548,556,570,595,595,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,,,
固定资产原值(万元),,29344,,25716,,22347,,18843,,16195,,14584,10513,,8461,,,
累计折旧(万元),,12124,,10187,,8563,,7190,,6080,,5042,3351,,2178,,,
固定资产净值(万元),,17221,,15529,,13784,,11653,,10114,,9542,7162,,6284,,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,,,
固定资产(万元),,17221,,15529,14621,13784,11755,11653,10703,10114,9853,9542,7162,6633,6284,5177,1758,
在建工程(万元),,7916,,7482,7411,7249,4112,3281,2681,2547,1266,1260,69,,,,,
工程物资(万元),,,,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,,,
无形资产(万元),1069,1058,1078,1017,1035,1042,1036,1052,1067,1083,1099,1115,1124,,,,,
开发支出(万元),,,,,,,,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,,,,,,,
长期待摊费用(万元),496,551,596,547,565,529,586,637,639,631,688,748,482,324,366,144,87,
股权分置流通权(万元),,,,,,,,,,,,,,,,,,
递延所得税资产(万元),88,72,67,74,64,51,49,56,42,38,31,33,15,8,7,25,29,
其他非流动资产(万元),2409,2114,2509,2279,1500,816,238,144,316,185,190,176,173,139,21,264,63,
非流动资产合计(万元),33580,30848,28809,27475,25752,24039,18371,17417,15448,14600,13127,12873,9024,7106,6676,5609,1937,
资产总计(万元),116977,115360,111681,110283,105539,101277,97622,93516,88815,87441,35283,34053,23080,18119,16177,12792,8134,
短期借款(万元),,,,,,,,,,,,,,,,,,
向中央银行借款(万元),,,,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,,,
应付票据(万元),,,,,,,,,,,,,,,,,,
应付账款(万元),1207,1159,,1330,,2568,1329,239,912,554,1621,951,896,494,667,717,257,
预收账款(万元),1054,1064,979,1040,879,818,578,606,931,291,255,295,592,509,396,515,240,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,,,
应付职工薪酬(万元),,,,,,,,169,,,,,,,,,32,
应交税费(万元),1055,1116,343,1304,1037,992,484,1477,947,820,435,1021,855,460,353,402,215,
应付利息(万元),,,,,,,,,,1,,1,,,,,,
应付股利(万元),,2725,,,,,,,,1350,,,,,,,,
其他应交款(万元),,,,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,,,,
其他应付款(万元),,2285,,3454,777,771,772,699,644,599,631,641,384,280,397,221,143,
预提费用(万元),,,,,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,140,140,140,140,140,140,173,,
其他流动负债(万元),,,,,,,,,,,,,,,,,,
流动负债合计(万元),5504,8350,6775,7127,5212,5149,3163,3190,3433,3755,3082,3049,2867,1883,1952,2028,887,
长期借款(万元),,,,,,,,,,1327,1327,1397,980,1050,1120,1260,,
应付债券(万元),,,,,,,,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,,,,,,,
长期递延收益(万元),741,741,741,741,741,741,741,741,741,741,741,741,,,,,,
递延所得税负债(万元),,,,,,,,,,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,,,,,,,,
非流动负债合计(万元),741,741,741,741,741,741,741,741,741,2068,2068,2138,980,1050,1120,1260,0,
负债合计(万元),6244,9091,7516,7868,5953,5890,3904,3931,4174,5823,5150,5188,3847,2933,3072,3288,887,
实收资本(或股本)(万元),9082,9084,9084,9084,9084,9084,6056,6000,6000,6000,4500,4500,4500,4500,4500,4500,4500,
资本公积(万元),55883,55832,55722,55546,55126,54886,57674,54890,54890,54890,6551,6551,6245,6245,6245,2200,2200,
减:库存股(万元),1765,1836,2657,2657,,,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,,,,,
盈余公积(万元),4674,4674,4674,4674,3159,3159,3159,3159,1887,1887,1887,1887,897,236,236,280,55,
一般风险准备(万元),,,,,,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,,,,
未分配利润(万元),42859,38515,37342,35768,32216,28258,26829,25536,21864,18841,17194,15927,7591,4205,2124,2524,492,
拟分配现金股利(万元),,,,,,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,,,,,
