报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
货币资金(万元),26967,45819,76069,30960,12914,20029,11415,30730,18512,23903,
结算备付金(万元),,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,
交易性金融资产(万元),1490,,740,73,,,,316,235,677,
衍生金融资产(万元),,,,,,,,,,,
应收票据(万元),9839,7061,3136,,,,11,,,2275,
应收账款(万元),25281,22328,21039,20770,,,16891,,,17380,
预付款项(万元),6349,5688,6718,15674,8112,4550,4391,3173,3880,1532,
应收保费(万元),,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,
应收利息(万元),,,,,,,9,,,70,
应收股利(万元),,,,,,,,,,,
其他应收款(万元),,2775,,7779,,,4331,,,3649,
应收出口退税(万元),,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,
存货(万元),73983,77656,77324,56536,36487,44259,42350,31825,40966,31275,
待摊费用(万元),,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,147,1651,,
其他流动资产(万元),15967,13151,13743,12305,9332,8072,5523,7544,6908,7225,
流动资产合计(万元),163886,174478,204016,144095,96967,96366,84922,96046,99720,87987,
发放贷款及垫款(万元),,,,,,,,,,,
可供出售金融资产(万元),,,960,960,960,960,960,960,960,,
持有至到期投资(万元),,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,
投资性房地产(万元),149,326,340,354,367,464,1745,1815,1955,1691,
固定资产原值(万元),,154266,,152462,152866,135929,,104473,97682,,
累计折旧(万元),,58909,,53354,52808,45486,,38453,31554,,
固定资产净值(万元),,95357,,99108,100058,90443,,66020,66128,,
固定资产减值准备(万元),,,,,,,,,,,
固定资产(万元),,95357,,99108,100100,90466,63730,66020,66128,65425,
在建工程(万元),,29231,,17968,14771,8304,12774,7782,1195,2423,
工程物资(万元),,,,,,,,,,,
固定资产清理(万元),,42,,52,,,7,,,,
生产性生物资产(万元),,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,
油气资产(万元),,,,,,,,,,,
无形资产(万元),18090,18287,18367,18481,18576,18883,17290,11136,11184,7667,
开发支出(万元),,,,,,,,,,,
商誉(万元),,,,,,,,,,,
长期待摊费用(万元),53,50,53,57,57,228,270,312,395,285,
股权分置流通权(万元),,,,,,,,,,,
递延所得税资产(万元),4307,4295,4270,4364,4291,4141,1797,1885,1871,1859,
其他非流动资产(万元),973,1229,1337,4580,2610,7449,13472,3799,1411,7757,
非流动资产合计(万元),149929,149776,148142,145923,141733,130894,112044,93709,85100,87107,
资产总计(万元),313816,324254,352158,290019,238700,227260,196966,189754,184820,175093,
短期借款(万元),33523,55724,96045,84678,52057,48249,43056,44288,48169,70728,
向中央银行借款(万元),,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,
交易性金融负债(万元),,,,,,,,3542,7783,1996,
衍生金融负债(万元),2065,900,,,,,,,,,
应付票据(万元),,3571,,,,,,,,327,
应付账款(万元),12261,13647,,13590,,,15862,,,6150,
预收账款(万元),776,909,1164,645,1307,132,273,172,358,313,
卖出回购金融资产款(万元),,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,
应付职工薪酬(万元),6148,5378,4469,6818,4379,4445,4849,4116,4406,3761,
应交税费(万元),3940,4007,4470,3724,3669,4556,516,6300,617,255,
应付利息(万元),342,155,357,172,,,56,,,151,
应付股利(万元),,,,,,,964,,,,
其他应交款(万元),,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,
其他应付款(万元),,1032,,843,,,6512,,,3634,
预提费用(万元),,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,
递延收益(万元),,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,4589,
其他流动负债(万元),,,,,,,,,,,
流动负债合计(万元),60145,85322,119877,110470,73941,76945,72088,74429,72003,91904,
长期借款(万元),31800,28800,22800,22800,17800,15400,7800,,,,
应付债券(万元),,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,
长期递延收益(万元),18934,19172,19426,19446,19681,19283,10380,8907,8416,5276,
递延所得税负债(万元),6825,5848,4845,5134,3613,5778,5067,4575,4983,3705,
其他非流动负债(万元),,,,,,,,,,,
非流动负债合计(万元),57560,53820,47071,47380,41094,40462,23246,13482,13399,8981,
负债合计(万元),117704,139141,166949,157850,115035,117406,95334,87911,85402,100886,
实收资本(或股本)(万元),42218,42218,42218,37418,37418,37418,37418,37418,35866,34042,
资本公积(万元),78611,78991,78991,35721,35721,35342,35342,35342,22041,5473,
减:库存股(万元),,,,,,,,,,,
专项储备(万元),,,,,,,,,,,
盈余公积(万元),6296,6526,6526,6526,3308,3346,1261,1260,4053,3815,
一般风险准备(万元),,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,
未分配利润(万元),66998,56385,57076,51536,46069,31977,23967,23059,34595,30534,
拟分配现金股利(万元),,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,
归属于母公司股东权益合计(万元),195327,184308,184358,131260,122682,108798,100668,100745,98163,72514,
少数股东权益(万元),784,805,852,909,983,1056,964,1099,1256,1694,
所有者权益(或股东权益)合计(万元),196111,185113,185209,132168,123665,109854,101632,101844,99418,74208,
负债和所有者权益(或股东权益)总计(万元),313816,324254,352158,290019,238700,227260,196966,189754,184820,175093,		
