报告日期,2019-09-30,2019-06-30,2018-12-31,2018-06-30,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),36643,29657,67419,57608,60133,57730,50200,49363,35474,22483,4169,
结算备付金(万元),,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,
应收票据(万元),,,,,100,,,,214,196,,
应收账款(万元),10942,12329,7489,,4112,5629,4082,3749,5652,4707,4302,
预付款项(万元),1858,2087,1282,1140,975,1088,820,472,1351,663,603,
应收保费(万元),,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,
其他应收款(万元),,5185,4849,4763,4652,3033,3539,5375,3447,3480,4537,
应收出口退税(万元),,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,
存货(万元),72700,73957,67278,65798,59829,48373,41733,34633,27546,20539,17046,
待摊费用(万元),,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,
其他流动资产(万元),103292,38918,2355,1392,1280,485,7820,2524,2000,2000,5800,
流动资产合计(万元),230612,162133,150671,137253,131081,116338,108194,96116,75684,54067,36457,
发放贷款及垫款(万元),,,,,,,,,,,,
可供出售金融资产(万元),,,,,,161,213,,343,,58,
持有至到期投资(万元),,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,
长期股权投资(万元),4295,4421,5027,6897,8502,5371,5047,4767,,4107,4088,
其他长期投资(万元),,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,
固定资产原值(万元),,3862,,,,,,,,,,
累计折旧(万元),,2267,,,,,,,,,,
固定资产净值(万元),,1594,,,,,,,,,,
固定资产减值准备(万元),,,,,,,,,,,,
固定资产(万元),,1594,1604,1186,1065,1097,1179,1131,1141,1202,1668,
在建工程(万元),,,,,,,,,,,,
工程物资(万元),,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,
无形资产(万元),1019,1130,1274,1364,1217,1206,1563,774,614,321,207,
开发支出(万元),,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,
长期待摊费用(万元),7098,6334,5142,2967,2097,1071,1072,1488,720,802,1332,
股权分置流通权(万元),,,,,,,,,,,,
递延所得税资产(万元),375,375,375,398,386,291,290,273,273,169,209,
其他非流动资产(万元),7041,7026,6988,,,,,,,,,
非流动资产合计(万元),21485,20880,20410,12812,13266,9196,9363,8432,3090,6602,7563,
资产总计(万元),252098,183013,171081,150065,144347,125535,117557,104548,78774,60669,44020,
短期借款(万元),,,,,,,,,,,,
向中央银行借款(万元),,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,
应付票据(万元),7524,1553,,,,,,,,,,
应付账款(万元),66938,71078,61668,,50531,42739,37136,34386,28384,23687,19299,
预收账款(万元),,,1289,4233,4183,3579,4118,3584,6542,6305,3020,
卖出回购金融资产款(万元),,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,
应付职工薪酬(万元),2282,2200,5677,3030,4637,1941,4365,2162,3176,1792,1388,
应交税费(万元),591,1163,1466,835,1049,711,614,537,549,238,46,
应付利息(万元),,,,,,,,,,,,
应付股利(万元),701,,,,,106,,,,30,,
其他应交款(万元),,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,
其他应付款(万元),,5656,7279,5815,4843,4935,5466,3748,5380,5686,3134,
预提费用(万元),,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,
一年内到期的非流动负债(万元),19,33,69,32,67,16,56,1638,0,0,34,
其他流动负债(万元),,,,,,,,,,,,
流动负债合计(万元),88267,86431,80414,66820,65311,54026,51754,46055,44032,37738,26921,
长期借款(万元),,,,,,,,,,,,
应付债券(万元),,,,,,,,,,,,
长期应付款(万元),,,,,,1745,3014,1924,,799,767,
专项应付款(万元),,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,
长期递延收益(万元),,229,276,582,700,967,1457,1600,,,,
递延所得税负债(万元),,,,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,,
非流动负债合计(万元),1584,1813,1860,2036,2154,3886,5645,4753,1229,799,767,
负债合计(万元),89851,88244,82274,68856,67465,57913,57399,50808,45261,38537,27688,
实收资本(或股本)(万元),19015,14261,14261,14261,14261,14261,14261,14261,12550,10000,10000,
资本公积(万元),75127,15558,15558,15558,15558,15553,15553,15553,238,238,238,
减:库存股(万元),,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,
盈余公积(万元),8360,8360,8360,5797,6029,3868,3868,2597,2597,1594,1042,
一般风险准备(万元),,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,
未分配利润(万元),61037,56558,50031,43465,40503,33561,26172,21219,18030,10301,5053,
拟分配现金股利(万元),,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,
归属于母公司股东权益合计(万元),162841,94022,87477,78531,75799,66926,59537,53313,33097,22132,16332,
少数股东权益(万元),-595,747,1329,2678,1083,696,621,427,417,,,
所有者权益(或股东权益)合计(万元),162246,94769,88806,81209,76882,67622,60158,53740,33514,22132,16332,
负债和所有者权益(或股东权益)总计(万元),252098,183013,171081,150065,144347,125535,117557,104548,78774,60669,44020,		
