报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,
货币资金(万元),35264,6526,6613,7521,3728,4726,4842,7524,3822,4872,3450,6433,2506,2207,4698,
结算备付金(万元),,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,
应收票据(万元),2964,3655,4016,4854,,,2786,3267,2064,1161,472,1177,766,669,431,
应收账款(万元),18815,17468,16147,14188,,,13543,11972,13086,13276,11886,10731,10150,9647,7244,
预付款项(万元),477,634,641,467,1115,1254,1469,405,386,364,237,96,465,204,518,
应收保费(万元),,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,
其他应收款(万元),,237,,146,276,193,244,141,168,346,195,148,111,97,70,
应收出口退税(万元),,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,
存货(万元),20641,19545,18600,18899,19376,17523,15676,14249,11134,7746,5578,5982,5355,4861,3851,
待摊费用(万元),,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,
其他流动资产(万元),1,8,73,13,,22,29,23,,,,,,,,
流动资产合计(万元),78487,48073,46337,46088,40976,39410,38589,37579,30660,27765,21819,24567,19353,17685,16811,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,
固定资产原值(万元),,18133,,,,,,,,,,,,,,
累计折旧(万元),,5905,,,,,,,,,,,,,,
固定资产净值(万元),,12228,,,,,,,,,,,,,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,
固定资产(万元),,12228,,12534,12718,12874,13058,13259,13358,13073,13469,13688,14045,14386,7166,
在建工程(万元),,1239,,,489,91,76,,,70,,,,,3418,
工程物资(万元),,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,
无形资产(万元),877,892,897,686,695,695,667,675,690,694,709,725,715,694,672,
开发支出(万元),,,,,,,,,,,,,,,,
商誉(万元),156,156,156,156,156,156,156,156,156,,,,,,,
长期待摊费用(万元),94,58,61,,,,,,,,,,17,21,30,
股权分置流通权(万元),,,,,,,,,,,,,,,,
递延所得税资产(万元),506,482,448,472,362,343,383,371,318,361,346,378,374,238,97,
其他非流动资产(万元),,,,282,,,,,130,130,130,130,195,225,247,
非流动资产合计(万元),15028,15055,15081,15184,14420,14158,14340,14460,14651,14328,14655,14922,15346,15564,11629,
资产总计(万元),93515,63128,61418,61272,55396,53569,52928,52040,45311,42093,36473,39488,34700,33249,28440,
短期借款(万元),3300,5500,5500,5500,4500,5390,5000,5000,5000,5000,2500,2500,3500,3500,2500,
向中央银行借款(万元),,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,
应付票据(万元),,,,,,,,,,,,,,,50,
