报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2018-12-31,2018-06-30,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),139099,130021,141075,135610,93796,111364,103750,69197,74930,23364,20433,28955,36923,
结算备付金(万元),,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,
应收票据(万元),,,,,,,,,,2162,8376,,,
应收账款(万元),13272,10270,9620,9880,11494,10438,,,,15225,9890,14195,8086,
预付款项(万元),1500,1056,2129,200,1257,431,474,787,905,128,255,62,30,
应收保费(万元),,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,
其他应收款(万元),,196,,749,,,,,,341,153,1064,1096,
应收出口退税(万元),,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,
存货(万元),26866,30413,29609,32552,29796,29463,42153,31495,40174,34470,22038,21668,44290,
待摊费用(万元),,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,
其他流动资产(万元),28724,32039,25460,2187,26105,808,1355,25799,1495,2089,3176,1144,11654,
流动资产合计(万元),209637,203995,208411,181179,162907,152908,157596,136982,132333,77778,64322,67088,102079,
发放贷款及垫款(万元),,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,
固定资产原值(万元),,8640,,8250,,7506,,,,,,,,
累计折旧(万元),,5845,,5327,,4839,,,,,,,,
固定资产净值(万元),,2794,,2923,,2667,,,,,,,,
固定资产减值准备(万元),,,,,,,,,,,,,,
固定资产(万元),,2794,,2923,,2667,,2732,2825,2675,2677,2411,2456,
在建工程(万元),,,,,,,,,,61,124,,,
工程物资(万元),,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,
无形资产(万元),15749,13211,13879,13903,13459,11314,5568,7461,9245,9395,16927,17875,23336,
开发支出(万元),,,,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,,,
长期待摊费用(万元),4897,5078,2959,3123,3170,2800,3691,3735,3977,6229,2963,2004,137,
股权分置流通权(万元),,,,,,,,,,,,,,
递延所得税资产(万元),1420,1692,1323,1713,1981,2039,2037,2423,2602,2953,2728,2668,1715,
其他非流动资产(万元),201,242,1299,2966,2931,2571,2367,1758,1421,1251,,,,
非流动资产合计(万元),30015,23612,22828,25222,24855,21968,16465,18109,20071,22564,25417,24958,27644,
资产总计(万元),239651,227608,231239,206401,187762,174876,174061,155092,152404,100342,89740,92046,129723,
短期借款(万元),,,,,,,,,,,,4908,14298,
向中央银行借款(万元),,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,
应付票据(万元),,,,,,,,,,,,,,
应付账款(万元),18169,17858,11972,24307,17127,12750,,,,15634,13984,17935,33115,
预收账款(万元),,,1064,485,239,326,335,144,84,297,284,172,631,
卖出回购金融资产款(万元),,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,
应付职工薪酬(万元),3879,2110,120,5505,2710,935,4759,920,3473,3256,1,,3247,
应交税费(万元),184,156,344,273,147,120,120,176,227,207,160,104,819,
应付利息(万元),,,,,,,,,,,,77,82,
应付股利(万元),,,,,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,
其他应付款(万元),,265,,174,,,,,,175,113,1370,18,
预提费用(万元),,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,
一年内到期的非流动负债(万元),969,824,1042,759,,,179,337,491,1936,7281,5359,5782,
其他流动负债(万元),,,,,,,,,,,,,,
流动负债合计(万元),24054,21771,16760,31504,21223,14422,20177,15340,15642,21504,21823,29924,57993,
长期借款(万元),,,,,,,,,,,,,,
应付债券(万元),,,,,,,,,,,,,,
长期应付款(万元),,343,,766,,,,,170,350,,7090,11913,
专项应付款(万元),,,,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,,,
长期递延收益(万元),5170,5285,5429,2535,2722,2739,2772,2807,2649,2766,1149,1375,1676,
递延所得税负债(万元),,,,,,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,,,,
非流动负债合计(万元),5852,5628,5953,3301,2722,2739,2772,2807,2819,3116,1149,8465,13590,
负债合计(万元),29906,27399,22714,34805,23945,17161,22949,18147,18461,24620,22972,38389,71582,
实收资本(或股本)(万元),41228,41228,41228,37028,37028,37028,37028,37028,37028,10800,10800,300,300,
资本公积(万元),100420,100420,100420,70918,70918,70918,70918,70918,70918,45683,45683,,,
减:库存股(万元),,,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,
盈余公积(万元),6295,6295,6295,6295,4161,4161,4161,2204,2204,1129,253,150,150,
一般风险准备(万元),,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,
未分配利润(万元),61751,52193,60509,57320,51670,45584,38983,26797,23799,18066,10032,53207,57690,
拟分配现金股利(万元),,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),209745,200209,208525,171596,163816,157715,151112,136945,133943,75721,66768,53657,58140,
少数股东权益(万元),,,,,,,,,,,,,,
所有者权益(或股东权益)合计(万元),209745,200209,208525,171596,163816,157715,151112,136945,133943,75721,66768,53657,58140,
负债和所有者权益(或股东权益)总计(万元),239651,227608,231239,206401,187762,174876,174061,155092,152404,100342,89740,92046,129723,		
